FlowId,Src,Dest,Tx,Rx,LossRate
1,1,8,2416,2416,0%
2,2,3,2415,2415,0%
3,2,9,2415,2415,0%
4,1,2,2415,2415,0%
5,3,4,2415,2415,0%
6,3,10,2415,2415,0%
7,0,1,2414,2414,0%
8,4,5,2414,2414,0%
9,0,7,2413,2413,0%
10,5,6,2413,2413,0%
11,5,12,2413,2413,0%
12,4,11,2413,2413,0%
13,6,7,2413,2413,0%
14,6,13,2413,2413,0%
15,7,8,2412,2412,0%
16,7,14,2412,2412,0%
17,8,9,2412,2412,0%
18,8,0,2412,2412,0%
19,9,10,2411,2411,0%
20,9,1,2411,2411,0%
21,10,11,2410,2410,0%
22,10,2,2410,2410,0%
23,11,12,2410,2410,0%
24,11,3,2410,2410,0%
25,12,13,2409,2409,0%
26,12,4,2409,2409,0%
27,13,14,2409,2409,0%
28,13,5,2409,2408,0.041511%
29,14,0,2408,2408,0%
30,14,6,2408,2408,0%
