FlowId,Src,Dest,Tx,Rx,LossRate
1,0,1,2247,2247,0%
2,0,7,2247,0,100%
3,1,2,2246,941,58.1033%
4,1,8,2246,0,100%
5,2,3,2244,0,100%
6,2,9,2244,0,100%
7,3,4,2243,0,100%
8,3,10,2243,0,100%
9,4,5,2242,0,100%
10,4,11,2242,0,100%
11,5,6,2241,0,100%
12,5,12,2241,0,100%
13,6,7,2239,0,100%
14,6,13,2239,0,100%
15,7,8,2238,0,100%
16,7,14,2238,0,100%
17,8,9,2237,0,100%
18,8,0,2237,0,100%
19,9,10,2236,0,100%
20,9,1,2236,0,100%
21,10,11,2235,0,100%
22,10,2,2235,0,100%
23,11,12,2233,0,100%
24,11,3,2233,0,100%
25,12,13,2232,0,100%
26,12,4,2232,0,100%
27,13,14,2231,0,100%
28,13,5,2231,0,100%
29,14,0,2230,0,100%
30,14,6,2230,0,100%
