time,node_id,channel,tx_power,data_rate,neighbors,interference_dBm,worst_sinr_dB
0.1,0,2,22,9,14,-70.7328,5.86251
0.1,1,1,22,9,14,-70.654,5.97766
0.1,2,0,22,9,14,-70.6696,5.82531
0.1,3,2,22,9,14,-70.6339,5.77824
0.1,4,0,22,9,14,-70.6054,5.66514
0.1,5,1,20.5732,9,14,-69.8345,10.4268
0.1,6,2,22,9,14,-70.5455,5.39881
0.1,7,0,22,9,14,-70.5214,5.17549
0.1,8,2,22,9,14,-70.5123,5.18761
0.1,9,0,22,9,14,-70.6243,6.47568
0.1,10,1,21.9007,9,14,-70.3956,9.09931
0.1,11,0,22,9,14,-72.4041,11.1602
0.1,12,2,22,9,14,-70.424,7.66687
0.1,13,1,22,9,14,-70.5464,5.89486
0.1,14,0,22,6,14,-71.7053,8.60789
0.2,0,2,22,9,14,-70.7258,5.85838
0.2,1,1,22,9,14,-70.6476,5.97352
0.2,2,0,22,9,14,-70.6633,5.82117
0.2,3,2,22,9,14,-70.6279,5.7741
0.2,4,0,22,9,14,-70.5998,5.66099
0.2,5,1,20.5732,9,14,-69.8304,10.4225
0.2,6,2,22,9,14,-70.5405,5.39466
0.2,7,0,22,9,14,-70.5167,5.17133
0.2,8,2,22,9,14,-70.5089,5.1836
0.2,9,0,22,9,14,-70.6171,6.47148
0.2,10,1,21.9007,9,14,-70.3891,9.09525
0.2,11,0,22,9,14,-72.3862,11.1414
0.2,12,2,22,9,14,-70.4177,7.66268
0.2,13,1,22,9,14,-70.5403,5.89064
0.2,14,0,22,6,14,-71.6864,8.5915
0.3,0,2,22,9,14,-70.7188,5.85424
0.3,1,1,22,9,14,-70.6412,5.96937
0.3,2,0,22,9,14,-70.6569,5.81703
0.3,3,2,22,9,14,-70.6219,5.76995
0.3,4,0,22,9,14,-70.5941,5.65684
0.3,5,1,20.5732,9,14,-69.8262,10.4182
0.3,6,2,22,9,14,-70.5355,5.39049
0.3,7,0,22,9,14,-70.5121,5.16716
0.3,8,2,22,9,14,-70.5056,5.17957
0.3,9,0,22,9,14,-70.6098,6.46727
0.3,10,1,21.9007,9,14,-70.3826,9.09118
0.3,11,0,22,9,14,-72.3682,11.1224
0.3,12,2,22,9,14,-70.4114,7.65847
0.3,13,1,22,9,14,-70.5342,5.8864
0.3,14,0,22,6,14,-71.6674,8.57502
0.4,0,2,22,9,14,-70.7117,5.85008
0.4,1,1,22,9,14,-70.6348,5.96521
0.4,2,0,22,9,14,-70.6505,5.81287
0.4,3,2,22,9,14,-70.6158,5.76579
0.4,4,0,22,9,14,-70.5883,5.65267
0.4,5,1,20.5732,9,14,-69.8221,10.414
0.4,6,2,22,9,14,-70.5305,5.38632
