time,nodeId,x,y,z
0,0,0.284,0.346,30
0,1,-12.444,-3.897,30
0,2,-3.958,-12.382,30
0,3,-25.172,-8.14,30
0,4,-16.686,-16.625,30
0,5,-8.201,-25.11,30
0,6,-37.899,-12.382,30
0,7,-29.414,-20.868,30
0,8,-20.929,-29.353,30
0,9,-12.444,-37.838,30
0,10,-50.627,-16.625,30
0,11,-42.142,-25.11,30
0,12,-33.657,-33.596,30
0,13,-25.172,-42.081,30
0,14,-16.686,-50.566,30
0.2,0,0.758,1.13,30
0.2,1,-11.97,-3.112,30
0.2,2,-3.485,-11.598,30
0.2,3,-24.698,-7.355,30
0.2,4,-16.213,-15.84,30
0.2,5,-7.727,-24.325,30
0.2,6,-37.426,-11.598,30
0.2,7,-28.941,-20.083,30
0.2,8,-20.455,-28.568,30
0.2,9,-11.97,-37.053,30
0.2,10,-50.154,-15.84,30
0.2,11,-41.669,-24.325,30
0.2,12,-33.183,-32.811,30
0.2,13,-24.698,-41.296,30
0.2,14,-16.213,-49.781,30
0.4,0,1.116,2.056,30
0.4,1,-11.612,-2.187,30
0.4,2,-3.127,-10.672,30
0.4,3,-24.34,-6.43,30
0.4,4,-15.854,-14.915,30
0.4,5,-7.369,-23.4,30
0.4,6,-37.068,-10.672,30
0.4,7,-28.582,-19.157,30
0.4,8,-20.097,-27.643,30
0.4,9,-11.612,-36.128,30
0.4,10,-49.796,-14.915,30
0.4,11,-41.31,-23.4,30
0.4,12,-32.825,-31.885,30
0.4,13,-24.34,-40.371,30
0.4,14,-15.854,-48.856,30
0.6,0,1.373,3.134,30
0.6,1,-11.355,-1.109,30
0.6,2,-2.869,-9.594,30
0.6,3,-24.083,-5.351,30
0.6,4,-15.597,-13.836,30
0.6,5,-7.112,-22.322,30
0.6,6,-36.811,-9.594,30
0.6,7,-28.325,-18.079,30
0.6,8,-19.84,-26.564,30
0.6,9,-11.355,-35.05,30
0.6,10,-49.538,-13.836,30
0.6,11,-41.053,-22.322,30
0.6,12,-32.568,-30.807,30
0.6,13,-24.083,-39.292,30
0.6,14,-15.597,-47.778,30
0.8,0,1.544,4.372,30
0.8,1,-11.184,0.129,30
0.8,2,-2.699,-8.356,30
0.8,3,-23.912,-4.113,30
0.8,4,-15.427,-12.599,30
0.8,5,-6.942,-21.084,30
0.8,6,-36.64,-8.356,30
0.8,7,-28.155,-16.841,30
0.8,8,-19.669,-25.326,30
0.8,9,-11.184,-33.812,30
0.8,10,-49.368,-12.599,30
0.8,11,-40.883,-21.084,30
0.8,12,-32.397,-29.569,30
0.8,13,-23.912,-38.054,30
0.8,14,-15.427,-46.54,30
1,0,1.633,5.8,30
1,1,-11.095,1.558,30
1,2,-2.61,-6.928,30
1,3,-23.823,-2.685,30
1,4,-15.338,-11.17,30
1,5,-6.853,-19.655,30
1,6,-36.551,-6.928,30
1,7,-28.066,-15.413,30
1,8,-19.58,-23.898,30
1,9,-11.095,-32.383,30
1,10,-49.279,-11.17,30
1,11,-40.794,-19.655,30
1,12,-32.308,-28.141,30
1,13,-23.823,-36.626,30
1,14,-15.338,-45.111,30
1.2,0,1.63,7.506,30
1.2,1,-11.098,3.263,30
1.2,2,-2.612,-5.222,30
1.2,3,-23.826,-0.979,30
1.2,4,-15.34,-9.465,30
1.2,5,-6.855,-17.95,30
1.2,6,-36.554,-5.222,30
1.2,7,-28.068,-13.707,30
1.2,8,-19.583,-22.193,30
1.2,9,-11.098,-30.678,30
1.2,10,-49.282,-9.465,30
1.2,11,-40.796,-17.95,30
1.2,12,-32.311,-26.435,30
1.2,13,-23.826,-34.92,30
1.2,14,-15.34,-43.406,30
1.4,0,1.552,9.481,30
1.4,1,-11.175,5.239,30
1.4,2,-2.69,-3.247,30
1.4,3,-23.903,0.996,30
1.4,4,-15.418,-7.489,30
1.4,5,-6.933,-15.975,30
1.4,6,-36.631,-3.247,30
1.4,7,-28.146,-11.732,30
1.4,8,-19.661,-20.217,30
1.4,9,-11.175,-28.703,30
1.4,10,-49.359,-7.489,30
1.4,11,-40.874,-15.975,30
1.4,12,-32.389,-24.46,30
1.4,13,-23.903,-32.945,30
1.4,14,-15.418,-41.43,30
1.6,0,1.428,11.662,30
1.6,1,-11.3,7.42,30
1.6,2,-2.815,-1.066,30
1.6,3,-24.028,3.177,30
1.6,4,-15.543,-5.308,30
1.6,5,-7.058,-13.793,30
1.6,6,-36.756,-1.066,30
1.6,7,-28.271,-9.551,30
1.6,8,-19.785,-18.036,30
1.6,9,-11.3,-26.521,30
1.6,10,-49.484,-5.308,30
1.6,11,-40.999,-13.793,30
1.6,12,-32.513,-22.279,30
1.6,13,-24.028,-30.764,30
1.6,14,-15.543,-39.249,30
1.8,0,1.3,13.896,30
1.8,1,-11.428,9.653,30
1.8,2,-2.943,1.168,30
1.8,3,-24.156,5.411,30
1.8,4,-15.671,-3.075,30
1.8,5,-7.186,-11.56,30
1.8,6,-36.884,1.168,30
1.8,7,-28.399,-7.317,30
1.8,8,-19.914,-15.803,30
1.8,9,-11.428,-24.288,30
1.8,10,-49.612,-3.075,30
1.8,11,-41.127,-11.56,30
1.8,12,-32.642,-20.045,30
1.8,13,-24.156,-28.531,30
1.8,14,-15.671,-37.016,30
2,0,1.173,16.162,30
2,1,-11.555,11.919,30
2,2,-3.069,3.434,30
2,3,-24.282,7.677,30
2,4,-15.797,-0.809,30
2,5,-7.312,-9.294,30
2,6,-37.01,3.434,30
2,7,-28.525,-5.051,30
2,8,-20.04,-13.537,30
2,9,-11.555,-22.022,30
2,10,-49.738,-0.809,30
2,11,-41.253,-9.294,30
2,12,-32.768,-17.779,30
2,13,-24.282,-26.265,30
2,14,-15.797,-34.75,30
2.2,0,1.053,18.442,30
2.2,1,-11.675,14.199,30
2.2,2,-3.189,5.714,30
2.2,3,-24.402,9.956,30
2.2,4,-15.917,1.471,30
2.2,5,-7.432,-7.014,30
2.2,6,-37.13,5.714,30
2.2,7,-28.645,-2.772,30
2.2,8,-20.16,-11.257,30
2.2,9,-11.675,-19.742,30
2.2,10,-49.858,1.471,30
2.2,11,-41.373,-7.014,30
2.2,12,-32.888,-15.499,30
2.2,13,-24.402,-23.985,30
2.2,14,-15.917,-32.47,30
2.4,0,0.943,20.718,30
2.4,1,-11.785,16.476,30
2.4,2,-3.3,7.99,30
2.4,3,-24.513,12.233,30
2.4,4,-16.028,3.748,30
2.4,5,-7.542,-4.738,30
2.4,6,-37.241,7.99,30
2.4,7,-28.756,-0.495,30
2.4,8,-20.27,-8.98,30
2.4,9,-11.785,-17.466,30
2.4,10,-49.969,3.748,30
2.4,11,-41.484,-4.738,30
2.4,12,-32.998,-13.223,30
2.4,13,-24.513,-21.708,30
2.4,14,-16.028,-30.193,30
2.6,0,0.844,22.976,30
2.6,1,-11.884,18.734,30
2.6,2,-3.399,10.249,30
2.6,3,-24.612,14.491,30
2.6,4,-16.127,6.006,30
2.6,5,-7.642,-2.479,30
2.6,6,-37.34,10.249,30
2.6,7,-28.855,1.763,30
2.6,8,-20.369,-6.722,30
2.6,9,-11.884,-15.207,30
2.6,10,-50.068,6.006,30
2.6,11,-41.583,-2.479,30
2.6,12,-33.097,-10.965,30
2.6,13,-24.612,-19.45,30
2.6,14,-16.127,-27.935,30
2.8,0,0.758,25.203,30
2.8,1,-11.97,20.961,30
2.8,2,-3.485,12.476,30
2.8,3,-24.698,16.718,30
2.8,4,-16.213,8.233,30
2.8,5,-7.728,-0.252,30
2.8,6,-37.426,12.476,30
2.8,7,-28.941,3.99,30
2.8,8,-20.456,-4.495,30
2.8,9,-11.97,-12.98,30
2.8,10,-50.154,8.233,30
2.8,11,-41.669,-0.252,30
2.8,12,-33.184,-8.738,30
2.8,13,-24.698,-17.223,30
2.8,14,-16.213,-25.708,30
3,0,0.685,27.389,30
3,1,-12.043,23.146,30
3,2,-3.558,14.661,30
3,3,-24.771,18.904,30
3,4,-16.286,10.418,30
3,5,-7.8,1.933,30
3,6,-37.499,14.661,30
3,7,-29.014,6.176,30
3,8,-20.528,-2.31,30
3,9,-12.043,-10.795,30
3,10,-50.227,10.418,30
3,11,-41.742,1.933,30
3,12,-33.256,-6.552,30
3,13,-24.771,-15.037,30
3,14,-16.286,-23.523,30
3.2,0,0.626,29.525,30
3.2,1,-12.102,25.282,30
3.2,2,-3.617,16.797,30
3.2,3,-24.83,21.04,30
3.2,4,-16.345,12.554,30
3.2,5,-7.859,4.069,30
3.2,6,-37.558,16.797,30
3.2,7,-29.073,8.312,30
3.2,8,-20.587,-0.173,30
3.2,9,-12.102,-8.659,30
3.2,10,-50.286,12.554,30
3.2,11,-41.8,4.069,30
3.2,12,-33.315,-4.416,30
3.2,13,-24.83,-12.901,30
3.2,14,-16.345,-21.387,30
3.4,0,0.58,31.606,30
3.4,1,-12.148,27.364,30
3.4,2,-3.662,18.878,30
3.4,3,-24.876,23.121,30
3.4,4,-16.39,14.636,30
3.4,5,-7.905,6.15,30
3.4,6,-37.603,18.878,30
3.4,7,-29.118,10.393,30
3.4,8,-20.633,1.908,30
3.4,9,-12.148,-6.578,30
