FlowId,Src,Dest,Tx,Rx,LossRate
1,1,8,1077,1077,0%
2,2,3,1076,1076,0%
3,2,9,1076,1076,0%
4,1,2,1076,1076,0%
5,3,4,1076,1076,0%
6,3,10,1076,1075,0.0929368%
7,0,1,1075,1075,0%
8,4,5,1075,1075,0%
9,0,7,1074,1074,0%
10,5,6,1074,1074,0%
11,5,12,1074,1074,0%
12,4,11,1074,1074,0%
13,6,7,1074,1074,0%
14,6,13,1074,1074,0%
15,7,8,1073,1073,0%
16,7,14,1073,1073,0%
17,8,9,1072,1072,0%
18,8,0,1072,1072,0%
19,9,10,1072,1072,0%
20,9,1,1072,1072,0%
21,10,11,1071,1071,0%
22,10,2,1071,1071,0%
23,11,12,1071,1071,0%
24,11,3,1071,1071,0%
25,12,13,1070,1070,0%
26,12,4,1070,1070,0%
27,13,14,1069,1069,0%
28,13,5,1069,1069,0%
29,14,0,1069,1069,0%
30,14,6,1069,1069,0%
