time,node_id,channel,tx_power,data_rate,neighbors,interference_dBm,worst_sinr_dB
0.1,0,0,20,6,14,-22.6106,-19.2603
0.1,1,0,20,6,14,-21.3767,-17.4608
0.1,2,0,20,6,14,-23.5637,-16.6732
0.1,3,0,20,6,14,-21.7637,-13.3859
0.1,4,0,20,6,14,-20.7814,-16.0698
0.1,5,0,20,6,14,-21.4275,-18.0611
0.1,6,0,20,6,14,-23.1115,-19.5883
0.1,7,0,20,6,14,-25.4284,-20.6059
0.1,8,0,20,6,14,-28.8632,-22.591
0.1,9,0,20,6,14,-33.9804,-25.1623
0.1,10,0,20,6,14,-21.7008,-17.4901
0.1,11,0,20,6,14,-25.2459,-18.0124
0.1,12,0,20,6,14,-25.7492,-15.5223
0.1,13,0,20,6,14,-31.2992,-21.8586
0.1,14,0,20,6,14,-21.923,-16.2565
0.2,0,0,20,6,14,-22.6104,-19.2609
0.2,1,0,20,6,14,-21.3772,-17.4608
0.2,2,0,20,6,14,-23.5632,-16.6732
0.2,3,0,20,6,14,-21.7637,-13.387
0.2,4,0,20,6,14,-20.7814,-16.0703
0.2,5,0,20,6,14,-21.4275,-18.0617
0.2,6,0,20,6,14,-23.1115,-19.589
0.2,7,0,20,6,14,-25.4284,-20.6057
0.2,8,0,20,6,14,-28.8632,-22.5905
0.2,9,0,20,6,14,-33.9803,-25.1623
0.2,10,0,20,6,14,-21.7001,-17.4901
0.2,11,0,20,6,14,-25.2466,-18.0124
0.2,12,0,20,6,14,-25.7495,-15.5223
0.2,13,0,20,6,14,-31.299,-21.8585
0.2,14,0,20,6,14,-21.923,-16.2571
0.3,0,0,20,6,14,-22.6104,-19.2614
0.3,1,0,20,6,14,-21.3777,-17.4608
0.3,2,0,20,6,14,-23.5627,-16.6732
0.3,3,0,20,6,14,-21.7637,-13.388
0.3,4,0,20,6,14,-20.7814,-16.0708
0.3,5,0,20,6,14,-21.4275,-18.0624
0.3,6,0,20,6,14,-23.1115,-19.5897
0.3,7,0,20,6,14,-25.4284,-20.6055
