time,num_links,connectivity
38.3,105,1
38.4,105,1
38.5,105,1
38.6,105,1
38.7,105,1
38.8,105,1
38.9,105,1
39,105,1
39.1,105,1
39.2,105,1
39.3,105,1
39.4,105,1
39.5,105,1
39.6,105,1
39.7,105,1
39.8,105,1
39.9,105,1
40,105,1
40.1,105,1
40.2,105,1
40.3,105,1
40.4,105,1
40.5,105,1
40.6,105,1
40.7,105,1
40.8,105,1
40.9,105,1
41,105,1
41.1,105,1
41.2,105,1
41.3,105,1
41.4,105,1
41.5,105,1
41.6,105,1
41.7,105,1
41.8,105,1
41.9,105,1
42,105,1
42.1,105,1
42.2,105,1
42.3,105,1
42.4,105,1
42.5,105,1
42.6,105,1
42.7,105,1
42.8,105,1
42.9,105,1
43,105,1
43.1,105,1
43.2,105,1
43.3,105,1
43.4,105,1
43.5,105,1
43.6,105,1
43.7,105,1
43.8,105,1
43.9,105,1
44,105,1
44.1,105,1
44.2,105,1
44.3,105,1
44.4,105,1
44.5,105,1
44.6,105,1
44.7,105,1
44.8,105,1
44.9,105,1
45,105,1
45.1,105,1
45.2,105,1
45.3,105,1
45.4,105,1
45.5,105,1
45.6,105,1
45.7,105,1
45.8,105,1
45.9,105,1
46,105,1
46.1,105,1
46.2,105,1
46.3,105,1
46.4,105,1
46.5,105,1
46.6,105,1
46.7,105,1
46.8,105,1
46.9,105,1
47,105,1
47.1,105,1
47.2,105,1
47.3,105,1
47.4,105,1
47.5,105,1
47.6,105,1
47.7,105,1
47.8,105,1
47.9,105,1
48,105,1
48.1,105,1
48.2,105,1
48.3,105,1
48.4,105,1
48.5,105,1
48.6,105,1
48.7,105,1
48.8,105,1
48.9,105,1
49,105,1
49.1,105,1
49.2,105,1
49.3,105,1
49.4,105,1
49.5,105,1
49.6,105,1
49.7,105,1
49.8,105,1
49.9,105,1
50,105,1
50.1,105,1
50.2,105,1
50.3,105,1
50.4,105,1
50.5,105,1
50.6,105,1
50.7,105,1
50.8,105,1
50.9,105,1
51,105,1
51.1,105,1
51.2,105,1
51.3,105,1
51.4,105,1
51.5,105,1
51.6,105,1
51.7,105,1
51.8,105,1
51.9,105,1
52,105,1
52.1,105,1
52.2,105,1
52.3,105,1
52.4,105,1
52.5,105,1
52.6,105,1
52.7,105,1
52.8,105,1
52.9,105,1
53,105,1
53.1,105,1
53.2,105,1
53.3,105,1
53.4,105,1
53.5,105,1
53.6,105,1
53.7,105,1
53.8,105,1
53.9,105,1
54,105,1
54.1,105,1
54.2,105,1
54.3,105,1
54.4,105,1
54.5,105,1
54.6,105,1
54.7,105,1
54.8,105,1
54.9,105,1
55,105,1
55.1,105,1
55.2,105,1
55.3,105,1
55.4,105,1
55.5,105,1
55.6,105,1
55.7,105,1
55.8,105,1
55.9,105,1
56,105,1
56.1,105,1
56.2,105,1
56.3,105,1
56.4,105,1
56.5,105,1
56.6,105,1
56.7,105,1
56.8,105,1
56.9,105,1
57,105,1
57.1,105,1
57.2,105,1
57.3,105,1
57.4,105,1
57.5,105,1
57.6,105,1
57.7,105,1
57.8,105,1
57.9,105,1
58,105,1
58.1,105,1
58.2,105,1
58.3,105,1
58.4,105,1
58.5,105,1
58.6,105,1
58.7,105,1
58.8,105,1
58.9,105,1
59,105,1
59.1,105,1
59.2,105,1
59.3,105,1
59.4,105,1
59.5,105,1
59.6,105,1
59.7,105,1
59.8,105,1
59.9,105,1
60,105,1
60.1,105,1
60.2,105,1
60.3,105,1
60.4,104,0.990476
60.5,104,0.990476
60.6,104,0.990476
60.7,104,0.990476
60.8,104,0.990476
60.9,104,0.990476
61,103,0.980952
61.1,103,0.980952
61.2,103,0.980952
61.3,103,0.980952
61.4,103,0.980952
61.5,103,0.980952
61.6,103,0.980952
61.7,103,0.980952
61.8,103,0.980952
61.9,103,0.980952
62,103,0.980952
62.1,102,0.971429
62.2,102,0.971429
62.3,101,0.961905
62.4,101,0.961905
62.5,101,0.961905
62.6,101,0.961905
62.7,101,0.961905
62.8,100,0.952381
62.9,99,0.942857
63,99,0.942857
63.1,99,0.942857
63.2,99,0.942857
63.3,99,0.942857
63.4,99,0.942857
63.5,99,0.942857
63.6,97,0.92381
63.7,97,0.92381
63.8,97,0.92381
63.9,95,0.904762
64,95,0.904762
64.1,95,0.904762
64.2,95,0.904762
64.3,95,0.904762
64.4,95,0.904762
64.5,93,0.885714
64.6,93,0.885714
64.7,93,0.885714
64.8,92,0.87619
64.9,91,0.866667
65,91,0.866667
65.1,91,0.866667
65.2,90,0.857143
65.3,90,0.857143
65.4,90,0.857143
65.5,87,0.828571
65.6,86,0.819048
65.7,86,0.819048
65.8,86,0.819048
65.9,85,0.809524
66,85,0.809524
66.1,84,0.8
66.2,84,0.8
66.3,84,0.8
66.4,82,0.780952
66.5,82,0.780952
66.6,81,0.771429
66.7,81,0.771429
66.8,81,0.771429
66.9,80,0.761905
67,80,0.761905
67.1,80,0.761905
67.2,80,0.761905
67.3,80,0.761905
67.4,80,0.761905
67.5,80,0.761905
67.6,80,0.761905
67.7,79,0.752381
67.8,79,0.752381
67.9,80,0.761905
68,79,0.752381
68.1,79,0.752381
68.2,79,0.752381
68.3,79,0.752381
68.4,79,0.752381
68.5,79,0.752381
68.6,78,0.742857
68.7,79,0.752381
68.8,79,0.752381
68.9,79,0.752381
69,77,0.733333
69.1,77,0.733333
69.2,77,0.733333
69.3,77,0.733333
69.4,76,0.72381
69.5,77,0.733333
69.6,77,0.733333
69.7,77,0.733333
69.8,77,0.733333
69.9,78,0.742857
70,78,0.742857
70.1,78,0.742857
70.2,78,0.742857
70.3,78,0.742857
70.4,78,0.742857
70.5,78,0.742857
70.6,78,0.742857
70.7,78,0.742857
70.8,78,0.742857
70.9,78,0.742857
71,78,0.742857
71.1,78,0.742857
71.2,78,0.742857
71.3,79,0.752381
71.4,79,0.752381
71.5,79,0.752381
71.6,79,0.752381
71.7,79,0.752381
71.8,79,0.752381
71.9,79,0.752381
72,79,0.752381
72.1,79,0.752381
72.2,79,0.752381
72.3,79,0.752381
72.4,79,0.752381
72.5,79,0.752381
72.6,79,0.752381
72.7,79,0.752381
72.8,79,0.752381
72.9,79,0.752381
73,79,0.752381
73.1,79,0.752381
73.2,79,0.752381
73.3,80,0.761905
73.4,80,0.761905
73.5,80,0.761905
73.6,80,0.761905
73.7,80,0.761905
73.8,80,0.761905
73.9,80,0.761905
74,80,0.761905
74.1,80,0.761905
74.2,80,0.761905
74.3,80,0.761905
74.4,80,0.761905
74.5,80,0.761905
74.6,80,0.761905
74.7,80,0.761905
74.8,80,0.761905
74.9,80,0.761905
75,80,0.761905
75.1,80,0.761905
