# ==========================================
# v3.1 轨迹 | v_formation | dt=0.1
# 0,0,300 -> 500,500,300
# time(s),nodeId,x(m),y(m),z(m)
# ==========================================
0.000,0,0.327,0.336,300.000
0.000,1,-16.643,0.326,300.000
0.000,2,0.338,-16.633,300.000
0.000,3,-33.614,0.315,300.000
0.000,4,0.349,-33.603,300.000
0.000,5,-50.584,0.304,300.000
0.000,6,0.360,-50.573,300.000
0.000,7,-67.555,0.293,300.000
0.000,8,0.390,-67.543,300.000
0.000,9,-84.521,0.237,300.000
0.000,10,0.391,-84.517,300.000
0.000,11,-101.495,0.236,300.000
0.000,12,0.392,-101.489,300.000
0.000,13,-118.468,0.235,300.000
0.000,14,0.392,-118.462,300.000
0.100,0,0.663,0.692,300.000
0.100,1,-16.307,0.656,300.000
0.100,2,0.698,-16.276,300.000
0.100,3,-33.277,0.621,300.000
0.100,4,0.733,-33.244,300.000
0.100,5,-50.248,0.586,300.000
0.100,6,0.788,-50.210,300.000
0.100,7,-67.212,0.507,300.000
0.100,8,0.850,-67.182,300.000
0.100,9,-84.180,0.395,300.000
0.100,10,0.852,-84.161,300.000
0.100,11,-101.161,0.392,300.000
0.100,12,0.853,-101.138,300.000
0.100,13,-118.139,0.390,300.000
0.100,14,0.854,-118.114,300.000
0.200,0,1.009,1.067,300.000
0.200,1,-15.961,0.995,300.000
0.200,2,1.080,-15.897,300.000
0.200,3,-32.932,0.923,300.000
0.200,4,1.151,-32.861,300.000
0.200,5,-49.902,0.851,300.000
0.200,6,1.283,-49.818,300.000
0.200,7,-66.852,0.650,300.000
0.200,8,1.375,-66.796,300.000
0.200,9,-83.828,0.480,300.000
0.200,10,1.378,-83.784,300.000
0.200,11,-100.820,0.474,300.000
0.200,12,1.381,-100.767,300.000
0.200,13,-117.805,0.470,300.000
0.200,14,1.382,-117.747,300.000
0.300,0,1.367,1.463,300.000
0.300,1,-15.604,1.343,300.000
0.300,2,1.485,-15.495,300.000
0.300,3,-32.575,1.224,300.000
0.300,4,1.603,-32.454,300.000
0.300,5,-49.547,1.104,300.000
0.300,6,1.840,-49.394,300.000
0.300,7,-66.476,0.738,300.000
0.300,8,1.962,-66.382,300.000
0.300,9,-83.463,0.496,300.000
0.300,10,1.968,-83.381,300.000
0.300,11,-100.471,0.484,300.000
0.300,12,1.972,-100.373,300.000
0.300,13,-117.467,0.477,300.000
0.300,14,1.974,-117.359,300.000
0.400,0,1.737,1.882,300.000
0.400,1,-15.236,1.704,300.000
0.400,2,1.911,-15.069,300.000
0.400,3,-32.209,1.527,300.000
0.400,4,2.115,-32.008,300.000
0.400,5,-49.181,1.349,300.000
0.400,6,2.456,-48.936,300.000
0.400,7,-66.095,0.819,300.000
0.400,8,2.608,-65.936,300.000
0.400,9,-83.082,0.451,300.000
0.400,10,2.618,-82.951,300.000
0.400,11,-100.112,0.428,300.000
0.400,12,2.623,-99.953,300.000
0.400,13,-117.122,0.415,300.000
0.400,14,2.627,-116.948,300.000
0.500,0,2.120,2.323,300.000
0.500,1,-14.855,2.079,300.000
0.500,2,2.358,-14.619,300.000
0.500,3,-31.830,1.836,300.000
0.500,4,2.685,-31.520,300.000
0.500,5,-48.805,1.592,300.000
0.500,6,3.129,-48.441,300.000
0.500,7,-65.710,0.901,300.000
0.500,8,3.312,-65.457,300.000
0.500,9,-82.683,0.361,300.000
0.500,10,3.325,-82.489,300.000
0.500,11,-99.738,0.311,300.000
0.500,12,3.333,-99.505,300.000
0.500,13,-116.768,0.290,300.000
0.500,14,3.338,-116.510,300.000
0.600,0,2.517,2.788,300.000
0.600,1,-14.461,2.470,300.000
0.600,2,2.827,-14.143,300.000
0.600,3,-31.440,2.153,300.000
0.600,4,3.310,-30.990,300.000
