# 实时计算弹簧避障航线 (由前端地图驱动)
# Format: time, nodeId, x, y, z
491.504,11,-71.189,129.187,200.008
491.509,6,67.618,130.166,200.018
491.512,9,120.189,95.935,200.018
491.515,10,-105.655,106.863,199.998
491.530,12,-36.730,143.797,199.998
491.536,14,15.187,151.047,200.018
491.545,5,50.196,135.197,200.018
491.547,13,-2.262,167.112,200.028
491.567,1,-88.342,113.005,200.018
491.568,8,102.648,108.724,200.008
491.589,2,-53.928,134.260,200.008
491.599,4,32.714,143.656,200.018
491.689,0,-122.859,98.628,200.028
491.696,7,85.178,115.990,200.008
491.704,11,-71.202,130.207,200.008
491.709,6,67.602,131.182,200.018
491.712,9,120.174,96.940,200.018
491.715,10,-105.668,107.881,200.008
491.730,12,-36.744,144.804,199.998
491.736,14,15.173,152.047,200.018
491.745,5,50.182,136.205,200.008
491.747,13,-2.274,168.126,200.028
491.767,1,-88.355,114.014,200.018
491.768,8,102.633,109.736,200.008
491.789,2,-53.942,135.270,200.008
491.799,4,32.698,144.660,200.018
491.889,0,-122.872,99.647,200.018
491.896,7,85.164,116.998,200.008
491.904,11,-71.215,131.230,200.008
491.909,6,67.587,132.200,200.018
491.912,9,120.158,97.947,200.028
491.915,10,-105.680,108.902,200.008
491.930,12,-36.758,145.814,199.998
491.936,14,15.158,153.049,200.018
491.945,5,50.167,137.214,200.008
491.947,13,-2.286,169.142,200.038
491.967,1,-88.368,115.026,200.018
491.968,8,102.619,110.750,200.008
491.989,2,-53.956,136.282,200.008
491.999,4,32.683,145.665,200.008
492.089,0,-122.886,100.668,200.018
492.094,7,85.149,118.008,200.008
492.104,11,-71.228,132.254,200.008
492.109,6,67.571,133.220,200.018
492.112,9,120.143,98.957,200.028
492.117,10,-105.693,109.925,200.008
492.130,12,-36.772,146.825,199.998
492.136,14,15.144,154.053,200.018
492.145,5,50.153,138.225,200.008
492.147,13,-2.298,170.159,200.038
492.167,1,-88.380,116.039,200.018
492.168,8,102.605,111.767,200.008
492.189,2,-53.970,137.296,200.008
492.199,4,32.666,146.671,200.008
492.289,0,-122.901,101.691,200.008
492.296,7,85.135,119.020,200.008
492.306,11,-71.241,133.281,200.008
492.309,6,67.556,134.242,200.008
492.312,9,120.128,99.968,200.028
492.317,10,-105.705,110.950,200.008
492.330,12,-36.786,147.838,200.008
492.336,14,15.129,155.060,200.008
492.345,5,50.138,139.239,200.008
492.347,13,-2.310,171.178,200.038
492.367,1,-88.393,117.054,200.008
492.368,8,102.590,112.785,200.018
492.389,2,-53.984,138.311,200.008
492.399,4,32.650,147.680,200.008
492.489,0,-122.915,102.716,199.998
492.496,7,85.120,120.033,200.008
492.506,11,-71.255,134.310,199.998
492.509,6,67.540,135.265,200.008
492.512,9,120.113,100.982,200.028
492.517,10,-105.718,111.977,200.008
492.530,12,-36.800,148.853,200.008
492.536,14,15.115,156.069,200.008
492.545,5,50.124,140.254,200.008
492.549,13,-2.323,172.199,200.028
492.567,1,-88.406,118.072,200.008
492.568,8,102.575,113.806,200.018
492.593,2,-53.998,139.329,200.008
492.599,4,32.633,148.690,200.008
492.689,0,-122.929,103.743,199.998
492.694,7,85.106,121.049,200.008
492.706,11,-71.269,135.341,199.998
492.709,6,67.525,136.291,200.008
492.715,10,-105.730,113.006,200.008
492.720,9,120.098,101.998,200.028
492.730,12,-36.813,149.870,200.008
492.736,14,15.101,157.079,200.008
492.745,5,50.109,141.271,200.008
492.749,13,-2.335,173.221,200.028
492.767,1,-88.418,119.091,200.008
492.768,8,102.561,114.828,200.008
492.793,2,-54.012,140.348,200.008
492.799,4,32.616,149.702,200.008
492.889,0,-122.944,104.772,199.998
492.896,7,85.091,122.067,200.008
492.904,11,-71.283,136.374,199.998
492.909,6,67.509,137.318,200.008
492.915,10,-105.743,114.037,200.008
492.920,9,120.084,103.016,200.028
492.930,12,-36.827,150.888,200.008
492.936,14,15.087,158.092,200.008
492.945,5,50.094,142.289,200.008
492.949,13,-2.348,174.245,200.018
492.967,1,-88.431,120.112,200.018
492.968,8,102.546,115.852,200.008
492.993,2,-54.027,141.369,200.008
492.999,4,32.599,150.716,200.008
493.089,0,-122.958,105.802,200.008
493.096,7,85.077,123.087,200.008
493.104,11,-71.297,137.409,199.998
493.109,6,67.494,138.347,200.008
493.115,10,-105.755,115.070,200.008
493.120,9,120.069,104.036,200.018
493.130,12,-36.840,151.909,200.008
493.136,14,15.073,159.108,199.998
493.145,5,50.080,143.310,200.008
493.147,13,-2.361,175.270,200.018
493.167,1,-88.444,121.134,200.018
493.168,8,102.532,116.878,200.008
493.193,2,-54.041,142.391,200.008
493.199,4,32.582,151.731,200.008
493.289,0,-122.973,106.834,200.008
493.296,7,85.063,124.109,200.008
493.304,11,-71.311,138.446,200.008
493.309,6,67.478,139.378,199.998
493.317,10,-105.767,116.105,200.008
493.320,9,120.054,105.057,200.018
493.330,12,-36.853,152.931,200.008
493.342,14,15.058,160.125,199.998
493.345,5,50.065,144.333,200.008
493.347,13,-2.374,176.297,200.018
493.367,1,-88.457,122.159,200.018
493.368,8,102.517,117.906,200.008
493.393,2,-54.055,143.415,200.008
493.399,4,32.564,152.749,200.008
493.489,0,-122.988,107.868,200.008
493.496,7,85.048,125.132,200.008
493.504,11,-71.325,139.485,199.998
493.509,6,67.463,140.411,199.998
493.515,10,-105.780,117.142,199.998
493.520,9,120.039,106.081,200.018
493.530,12,-36.866,153.955,200.008
493.542,14,15.044,161.145,200.008
493.545,5,50.050,145.358,200.008
493.547,13,-2.387,177.326,200.017
493.567,1,-88.469,123.185,200.008
493.568,8,102.503,118.935,200.008
493.593,2,-54.070,144.441,200.008
493.599,4,32.546,153.768,200.018
493.689,0,-123.002,108.904,200.008
493.696,7,85.034,126.158,200.008
493.704,11,-71.340,140.527,199.998
493.710,6,67.448,141.445,199.998
493.715,10,-105.793,118.180,199.998
493.720,9,120.024,107.107,200.008
493.730,12,-36.879,154.981,200.008
493.742,14,15.030,162.167,200.008
493.745,5,50.036,146.385,200.018
493.747,13,-2.400,178.357,200.017
493.767,1,-88.482,124.213,200.008
493.768,8,102.488,119.966,200.008
493.793,2,-54.084,145.468,200.008
493.799,4,32.528,154.788,200.018
493.889,0,-123.017,109.941,200.018
493.896,7,85.020,127.185,200.008
493.906,11,-71.354,141.570,199.998
493.910,6,67.432,142.481,199.998
493.917,10,-105.805,119.220,199.998
493.920,9,120.009,108.135,200.008
493.930,12,-36.892,156.008,200.008
493.942,14,15.016,163.191,200.008
493.945,5,50.021,147.413,200.018
493.949,13,-2.414,179.389,200.017
493.967,1,-88.495,125.242,200.008
493.968,8,102.473,120.999,200.008
493.993,2,-54.099,146.497,200.008
493.999,4,32.510,155.811,200.028
494.089,0,-123.032,110.980,200.018
494.096,7,85.005,128.215,200.008
494.106,11,-71.369,142.615,199.998
494.110,6,67.417,143.519,200.008
494.117,10,-105.818,120.262,199.998
494.120,9,119.995,109.165,200.008
494.130,12,-36.905,157.037,200.008
494.142,14,15.002,164.217,200.008
494.145,5,50.007,148.444,200.018
494.147,13,-2.427,180.424,200.017
494.167,1,-88.507,126.273,200.008
494.168,8,102.459,122.034,200.008
494.193,2,-54.114,147.527,200.008
494.199,4,32.492,156.835,200.038
494.289,0,-123.048,112.021,200.018
494.300,7,84.991,129.246,200.008
494.304,11,-71.384,143.661,200.008
494.308,6,67.402,144.558,200.008
494.315,10,-105.830,121.306,199.998
494.320,9,119.980,110.197,200.008
494.330,12,-36.917,158.068,200.008
494.342,14,14.988,165.245,200.008
494.345,5,49.992,149.477,200.018
494.347,13,-2.441,181.460,200.017
494.367,1,-88.520,127.306,200.008
494.368,8,102.444,123.070,200.008
494.393,2,-54.128,148.560,200.008
494.399,4,32.473,157.862,200.038
494.489,0,-123.063,113.064,200.018
494.500,7,84.977,130.279,200.008
494.506,11,-71.398,144.710,199.998
494.510,6,67.386,145.598,200.008
494.515,10,-105.843,122.351,199.998
494.520,9,119.965,111.231,200.008
494.530,12,-36.930,159.101,200.008
494.542,14,14.974,166.275,200.008
494.545,5,49.978,150.512,200.008
494.547,13,-2.455,182.498,200.027
494.567,1,-88.533,128.341,200.008
494.568,8,102.429,124.108,200.008
494.593,2,-54.143,149.594,200.018
494.599,4,32.455,158.890,200.028
494.689,0,-123.078,114.108,200.028
494.698,7,84.962,131.313,200.008
494.710,6,67.371,146.640,200.018
494.712,11,-71.413,145.760,200.008
494.715,10,-105.856,123.398,199.998
494.720,9,119.950,112.266,200.008
494.730,12,-36.942,160.135,200.008
494.742,14,14.960,167.307,200.008
494.745,5,49.963,151.548,200.008
494.747,13,-2.469,183.538,200.027
494.767,1,-88.546,129.377,200.008
494.768,8,102.414,125.147,200.008
494.793,2,-54.157,150.629,200.018
494.799,4,32.436,159.920,200.028
494.889,0,-123.094,115.153,200.028
494.898,7,84.948,132.349,200.008
494.910,6,67.356,147.684,200.018
494.912,11,-71.428,146.812,200.008
494.917,10,-105.869,124.446,200.008
494.920,9,119.935,113.304,200.008
494.930,12,-36.954,161.171,200.008
494.945,5,49.949,152.587,200.008
494.947,13,-2.483,184.580,200.027
494.950,14,14.946,168.342,200.008
494.967,1,-88.559,130.414,200.008
494.968,8,102.399,126.189,200.008
494.993,2,-54.172,151.666,200.018
494.999,4,32.418,160.951,200.018
495.089,0,-123.109,116.201,200.018
495.098,7,84.934,133.387,200.008
495.110,6,67.341,148.729,200.018
495.112,11,-71.443,147.866,200.008
495.115,10,-105.882,125.496,200.008
495.120,9,119.920,114.343,200.008
495.130,12,-36.966,162.209,200.008
495.145,5,49.935,153.628,200.008
495.147,13,-2.497,185.624,200.027
495.150,14,14.931,169.378,200.018
495.167,1,-88.571,131.453,200.008
495.168,8,102.385,127.231,200.008
495.193,2,-54.186,152.705,200.018
495.199,4,32.400,161.985,200.008
495.289,0,-123.125,117.249,200.018
495.298,7,84.919,134.427,200.008
495.308,6,67.326,149.776,200.018
495.312,11,-71.457,148.921,199.998
495.315,10,-105.895,126.547,200.008
495.320,9,119.906,115.384,200.008
495.330,12,-36.978,163.248,200.018
495.345,5,49.920,154.670,200.008
495.347,13,-2.511,186.669,200.027
495.350,14,14.917,170.416,200.018
495.367,1,-88.584,132.494,200.008
495.368,8,102.370,128.276,200.008
495.393,2,-54.201,153.746,200.018
495.399,4,32.382,163.020,200.008
495.489,0,-123.140,118.299,200.008
495.498,7,84.905,135.468,200.008
495.510,6,67.312,150.824,200.018
495.512,11,-71.472,149.978,200.008
495.515,10,-105.908,127.600,200.008
495.520,9,119.891,116.427,200.008
495.530,12,-36.990,164.289,200.008
495.545,5,49.906,155.715,200.018
495.549,13,-2.526,187.716,200.017
495.550,14,14.903,171.456,200.028
495.567,1,-88.597,133.537,200.018
495.568,8,102.355,129.322,200.008
495.593,2,-54.215,154.788,200.008
495.599,4,32.364,164.058,200.008
495.689,0,-123.156,119.351,200.008
495.698,7,84.890,136.511,200.018
495.710,6,67.297,151.873,200.018
495.712,11,-71.487,151.036,200.008
495.715,10,-105.921,128.653,200.008
495.720,9,119.876,117.472,200.008
495.730,12,-37.002,165.332,200.018
495.749,13,-2.540,188.765,200.007
495.750,14,14.888,172.498,200.018
495.755,5,49.892,156.761,200.008
495.767,1,-88.611,134.581,200.018
495.768,8,102.340,130.370,200.008
495.793,2,-54.229,155.832,200.008
495.799,4,32.346,165.097,200.008
495.889,0,-123.172,120.404,200.008
495.898,7,84.876,137.555,200.018
495.910,6,67.283,152.924,200.018
495.912,11,-71.502,152.095,200.008
495.915,10,-105.934,129.708,200.008
495.920,9,119.861,118.518,200.008
495.930,12,-37.013,166.376,200.018
495.949,13,-2.554,189.816,200.007
495.950,14,14.874,173.542,200.018
495.955,5,49.878,157.809,200.008
495.967,1,-88.624,135.626,200.028
495.968,8,102.325,131.419,200.008
495.993,2,-54.244,156.877,200.008
495.999,4,32.328,166.138,200.018
496.089,0,-123.187,121.458,200.008
496.098,7,84.861,138.601,200.018
496.110,6,67.268,153.976,200.018
496.117,10,-105.948,130.765,200.018
496.120,9,119.846,119.566,200.018
496.120,11,-71.516,153.156,200.008
496.130,12,-37.025,167.422,200.018
496.149,13,-2.568,190.868,200.007
496.150,14,14.860,174.588,200.008
496.155,5,49.864,158.859,200.008
496.167,1,-88.637,136.673,200.028
496.168,8,102.310,132.470,200.008
496.193,2,-54.258,157.924,200.008
496.199,4,32.311,167.182,200.018
496.295,0,-123.203,122.514,200.018
496.300,7,84.846,139.648,200.018
496.312,6,67.254,155.030,200.018
496.315,10,-105.961,131.822,200.018
496.320,9,119.831,120.616,200.018
496.322,11,-71.531,154.219,200.008
496.330,12,-37.037,168.470,200.018
496.347,13,-2.582,191.922,200.007
496.350,14,14.846,175.636,200.008
496.355,5,49.849,159.911,199.998
496.367,1,-88.650,137.722,200.028
496.368,8,102.295,133.523,200.008
496.393,2,-54.272,158.973,200.008
496.399,4,32.294,168.227,200.028
496.495,0,-123.219,123.571,200.018
496.500,7,84.832,140.697,200.008
496.512,6,67.240,156.085,200.018
496.520,9,119.816,121.667,200.018
496.522,11,-71.546,155.282,200.008
496.527,10,-105.975,132.881,200.008
496.530,12,-37.049,169.519,200.028
496.547,13,-2.596,192.977,200.007
496.550,14,14.831,176.685,200.007
496.555,5,49.835,160.964,199.998
496.567,1,-88.664,138.772,200.018
496.568,8,102.281,134.577,200.008
496.593,2,-54.286,160.024,200.008
496.599,4,32.277,169.274,200.018
496.695,0,-123.234,124.630,200.018
496.698,7,84.817,141.747,200.008
496.712,6,67.225,157.142,200.018
496.720,9,119.802,122.720,200.018
496.722,11,-71.560,156.347,200.008
496.727,10,-105.988,133.941,200.008
496.730,12,-37.061,170.569,200.028
496.750,14,14.817,177.736,200.017
496.753,13,-2.610,194.034,200.007
496.755,5,49.821,162.019,199.998
496.767,1,-88.677,139.824,200.018
496.770,8,102.266,135.632,200.018
496.793,2,-54.300,161.077,200.008
496.799,4,32.261,170.323,200.018
496.895,0,-123.250,125.690,200.018
496.900,7,84.802,142.799,200.008
496.912,6,67.211,158.200,200.018
496.920,9,119.787,123.774,200.018
496.920,11,-71.575,157.413,200.008
496.927,10,-106.002,135.002,200.008
496.930,12,-37.073,171.621,200.028
496.950,14,14.803,178.789,200.027
496.953,13,-2.624,195.092,200.007
496.955,5,49.806,163.075,200.008
496.967,1,-88.691,140.878,200.018
496.970,8,102.251,136.690,200.018
496.993,2,-54.314,162.131,200.008
496.999,4,32.244,171.374,200.008
497.095,0,-123.265,126.751,200.018
497.098,7,84.787,143.852,200.008
497.112,6,67.197,159.260,200.008
497.120,9,119.772,124.830,200.018
497.120,11,-71.589,158.480,199.998
497.125,10,-106.016,136.064,200.008
497.130,12,-37.085,172.675,200.028
497.150,14,14.789,179.843,200.017
497.153,13,-2.638,196.152,200.007
497.155,5,49.792,164.133,200.008
497.167,1,-88.705,141.932,200.018
497.170,8,102.236,137.748,200.008
497.193,2,-54.327,163.187,200.018
497.199,4,32.228,172.426,200.008
497.295,0,-123.280,127.814,200.017
497.298,7,84.772,144.906,200.008
497.312,6,67.182,160.321,200.008
497.320,11,-71.603,159.548,199.998
497.326,9,119.757,125.887,200.018
497.327,10,-106.030,137.128,200.008
497.336,12,-37.098,173.730,200.027
497.350,14,14.775,180.899,200.017
497.353,13,-2.652,197.213,200.007
497.355,5,49.777,165.193,200.018
497.370,8,102.221,138.809,200.008
497.371,1,-88.719,142.989,200.018
497.393,2,-54.341,164.245,200.018
497.399,4,32.213,173.480,200.008
497.495,0,-123.295,128.878,200.017
497.498,7,84.757,145.962,200.008
497.512,6,67.168,161.384,200.008
497.520,11,-71.618,160.618,199.988
497.526,9,119.742,126.946,200.018
497.527,10,-106.043,138.192,200.008
497.536,12,-37.110,174.786,200.017
497.550,14,14.761,181.957,200.007
497.553,13,-2.666,198.275,200.007
497.555,5,49.763,166.253,200.018
497.570,8,102.206,139.870,200.008
497.571,1,-88.733,144.047,200.018
497.593,2,-54.355,165.305,200.018
497.603,4,32.197,174.536,200.007
497.695,0,-123.311,129.943,200.017
497.698,7,84.742,147.018,200.008
497.712,6,67.154,162.448,200.008
497.720,11,-71.632,161.688,199.998
497.726,9,119.727,128.006,200.018
497.727,10,-106.058,139.258,200.008
497.736,12,-37.123,175.844,200.017
497.750,14,14.747,183.016,200.007
497.753,13,-2.680,199.339,200.007
497.755,5,49.748,167.316,200.018
497.770,8,102.191,140.933,200.008
497.771,1,-88.747,145.107,200.018
497.793,2,-54.368,166.366,200.018
497.803,4,32.182,175.594,200.007
497.895,0,-123.326,131.010,200.017
497.898,7,84.727,148.076,200.008
497.912,6,67.139,163.513,200.018
497.920,11,-71.646,162.759,199.997
497.926,9,119.712,129.067,200.018
497.927,10,-106.072,140.325,200.008
497.936,12,-37.135,176.904,200.017
497.950,14,14.733,184.076,199.997
497.953,13,-2.694,200.403,200.007
497.955,5,49.733,168.379,200.018
497.970,8,102.176,141.998,200.008
497.971,1,-88.762,146.168,200.018
497.993,2,-54.382,167.429,200.008
498.003,4,32.167,176.653,200.007
498.095,0,-123.340,132.078,200.017
498.098,7,84.712,149.135,200.008
498.112,6,67.125,164.580,200.017
498.120,11,-71.660,163.832,199.997
498.126,9,119.697,130.129,200.018
498.127,10,-106.086,141.393,200.008
498.136,12,-37.148,177.964,200.017
498.150,14,14.720,185.138,199.987
498.153,13,-2.708,201.469,200.017
498.155,5,49.718,169.443,200.018
498.170,8,102.161,143.064,200.008
498.171,1,-88.777,147.230,200.018
498.193,2,-54.395,168.494,200.007
498.203,4,32.153,177.714,200.007
498.295,0,-123.355,133.147,200.017
498.298,7,84.696,150.195,200.018
498.312,6,67.110,165.648,200.017
498.320,11,-71.674,164.905,200.007
498.325,10,-106.100,142.462,200.007
498.326,9,119.682,131.193,200.017
498.336,12,-37.161,179.026,200.017
498.350,14,14.707,186.202,199.987
498.353,13,-2.722,202.536,200.017
498.355,5,49.703,170.509,200.017
498.370,8,102.147,144.131,200.008
498.371,1,-88.792,148.294,200.018
498.393,2,-54.408,169.560,200.007
498.403,4,32.138,178.777,200.007
498.495,0,-123.370,134.218,200.027
498.498,7,84.681,151.257,200.018
498.512,6,67.096,166.718,200.017
498.522,11,-71.688,165.980,200.007
498.525,10,-106.114,143.533,200.007
498.526,9,119.667,132.258,200.017
498.536,12,-37.175,180.090,200.017
498.550,14,14.694,187.266,199.977
498.553,13,-2.736,203.603,200.017
498.555,5,49.687,171.576,200.007
498.570,8,102.132,145.200,200.007
498.571,1,-88.807,149.360,200.018
498.593,2,-54.422,170.627,200.007
498.603,4,32.124,179.841,200.007
498.695,0,-123.384,135.290,200.027
498.698,7,84.666,152.319,200.018
498.712,6,67.081,167.789,200.017
498.720,11,-71.702,167.055,200.007
498.725,10,-106.129,144.604,200.017
498.726,9,119.652,133.324,200.017
498.736,12,-37.188,181.155,200.017
498.750,14,14.681,188.332,199.987
498.753,13,-2.750,204.672,200.007
498.755,5,49.672,172.644,200.007
498.770,8,102.117,146.270,200.007
498.771,1,-88.822,150.427,200.018
498.801,2,-54.435,171.696,200.007
498.803,4,32.111,180.906,200.017
498.895,0,-123.398,136.363,200.027
498.898,7,84.650,153.382,200.018
498.912,6,67.067,168.861,200.017
498.920,11,-71.716,168.131,200.007
498.926,9,119.637,134.391,200.017
498.927,10,-106.143,145.677,200.017
498.936,12,-37.201,182.221,200.017
498.950,14,14.669,189.400,199.987
498.953,13,-2.765,205.742,200.007
498.955,5,49.656,173.713,200.007
498.970,8,102.102,147.342,200.007
498.971,1,-88.837,151.495,200.008
499.001,2,-54.448,172.767,200.007
499.003,4,32.097,181.973,200.027
499.095,0,-123.413,137.438,200.027
499.098,7,84.635,154.447,200.018
499.112,6,67.052,169.935,200.017
499.120,11,-71.730,169.209,200.007
499.125,10,-106.158,146.750,200.017
499.126,9,119.623,135.459,200.017
499.136,12,-37.215,183.289,200.017
499.150,14,14.656,190.468,199.987
499.153,13,-2.779,206.812,200.017
499.155,5,49.640,174.784,200.007
499.170,8,102.087,148.414,200.007
499.171,1,-88.853,152.565,200.008
499.201,2,-54.461,173.838,200.007
499.203,4,32.084,183.042,200.037
499.295,0,-123.427,138.513,200.017
499.298,7,84.620,155.512,200.007
499.312,6,67.037,171.010,200.017
499.322,11,-71.744,170.287,200.007
499.325,10,-106.173,147.825,200.017
499.326,9,119.608,136.529,200.017
499.336,12,-37.229,184.358,200.017
499.350,14,14.644,191.537,199.987
499.353,13,-2.793,207.884,200.017
499.355,5,49.624,175.855,200.007
499.370,8,102.072,149.488,200.007
499.371,1,-88.868,153.637,200.017
499.401,2,-54.474,174.911,200.007
499.403,4,32.072,184.111,200.037
499.498,7,84.604,156.578,200.007
499.505,0,-123.440,139.590,200.017
499.512,6,67.022,172.086,200.017
499.522,11,-71.758,171.366,200.007
499.525,10,-106.188,148.901,200.007
499.526,9,119.593,137.599,200.017
499.536,12,-37.243,185.428,200.007
499.552,14,14.632,192.608,199.997
499.553,13,-2.808,208.956,200.017
499.555,5,49.608,176.927,200.007
499.570,8,102.057,150.562,200.007
499.571,1,-88.884,154.709,200.017
499.601,2,-54.487,175.985,200.017
499.603,4,32.059,185.183,200.027
499.698,7,84.589,157.646,200.007
499.705,0,-123.454,140.669,200.017
499.712,6,67.007,173.164,200.007
499.722,11,-71.772,172.446,200.007
499.725,10,-106.202,149.977,200.007
499.726,9,119.578,138.671,200.017
499.736,12,-37.257,186.499,200.007
499.752,14,14.621,193.679,199.997
499.753,13,-2.823,210.030,200.016
499.755,5,49.592,178.001,200.007
499.770,8,102.042,151.638,200.007
499.771,1,-88.900,155.783,200.017
499.801,2,-54.500,177.061,200.017
499.803,4,32.047,186.255,200.017
499.898,7,84.573,158.714,200.007
499.905,0,-123.468,141.748,200.017
499.912,6,66.992,174.243,200.007
499.920,11,-71.786,173.528,200.007
499.925,10,-106.217,151.055,200.007
499.926,9,119.563,139.743,200.017
499.936,12,-37.271,187.572,200.007
499.952,14,14.609,194.751,199.997
499.953,13,-2.838,211.104,200.016
499.955,5,49.575,179.075,200.007
499.970,8,102.027,152.715,200.007
499.971,1,-88.916,156.859,200.017
500.001,2,-54.512,178.137,200.017
500.003,4,32.035,187.329,200.017
500.098,7,84.558,159.783,199.997
500.105,0,-123.482,142.829,200.017
500.112,6,66.977,175.322,200.007
500.120,11,-71.800,174.610,200.007
500.125,10,-106.232,152.134,200.007
500.126,9,119.548,140.817,200.017
500.136,12,-37.286,188.646,200.007
500.152,14,14.597,195.825,200.017
500.153,13,-2.853,212.179,200.016
500.155,5,49.559,180.151,200.007
500.170,8,102.011,153.793,200.007
500.171,1,-88.932,157.935,200.017
500.201,2,-54.525,179.215,200.017
500.203,4,32.023,188.404,200.007
500.298,7,84.543,160.853,199.997
500.305,0,-123.495,143.911,200.007
500.312,6,66.962,176.403,200.007
500.320,11,-71.814,175.693,200.007
500.325,10,-106.248,153.214,200.007
500.326,9,119.533,141.892,200.017
500.336,12,-37.300,189.721,200.007
500.352,14,14.586,196.899,200.027
500.353,13,-2.868,213.255,200.016
500.355,5,49.542,181.227,200.007
500.370,8,101.996,154.872,200.007
500.371,1,-88.948,159.013,200.017
500.401,2,-54.538,180.293,200.017
500.403,4,32.011,189.480,200.007
500.500,7,84.527,161.923,199.997
500.505,0,-123.509,144.994,200.007
500.512,6,66.947,177.485,200.007
500.520,11,-71.828,176.777,200.007
500.526,9,119.518,142.968,200.007
500.527,10,-106.263,154.295,200.007
500.536,12,-37.314,190.798,200.007
500.552,14,14.575,197.974,200.027
500.553,13,-2.883,214.332,200.006
500.555,5,49.526,182.304,200.007
500.570,8,101.981,155.951,200.007
500.571,1,-88.964,160.092,200.017
500.601,2,-54.551,181.373,200.017
500.603,4,32.000,190.557,200.007
500.700,7,84.512,162.995,200.007
500.705,0,-123.522,146.078,200.017
500.712,6,66.931,178.568,200.007
500.722,11,-71.842,177.861,200.007
500.726,9,119.503,144.045,200.017
500.727,10,-106.278,155.377,200.007
500.736,12,-37.329,191.876,200.007
500.752,14,14.564,199.050,200.027
500.753,13,-2.898,215.409,200.006
500.755,5,49.509,183.382,199.997
500.770,8,101.965,157.032,200.007
500.771,1,-88.980,161.173,200.017
500.801,2,-54.564,182.453,200.017
500.803,4,31.988,191.635,200.007
500.900,7,84.497,164.067,200.007
500.905,0,-123.535,147.163,200.017
500.912,6,66.916,179.652,200.007
500.922,11,-71.856,178.947,200.007
500.925,10,-106.293,156.461,200.017
500.926,9,119.488,145.123,200.017
500.936,12,-37.343,192.955,200.007
500.952,14,14.552,200.126,200.027
500.953,13,-2.913,216.488,200.006
500.955,5,49.492,184.461,199.997
500.970,8,101.950,158.113,200.017
500.971,1,-88.996,162.254,200.017
501.001,2,-54.577,183.535,200.017
501.003,4,31.977,192.715,200.007
501.100,7,84.481,165.140,200.007
501.105,0,-123.549,148.250,200.017
501.112,6,66.901,180.737,200.007
501.120,11,-71.870,180.034,200.007
501.126,9,119.473,146.202,200.017
501.127,10,-106.308,157.545,200.017
501.136,12,-37.358,194.035,200.007
501.153,13,-2.929,217.567,200.006
501.154,14,14.541,201.203,200.027
501.155,5,49.475,185.540,199.997
501.170,8,101.934,159.196,200.017
501.171,1,-89.011,163.337,200.007
501.201,2,-54.589,184.617,200.007
501.203,4,31.966,193.795,200.007
501.300,7,84.466,166.213,200.017
501.305,0,-123.562,149.337,200.017
501.312,6,66.886,181.823,200.007
501.320,11,-71.884,181.121,200.007
501.325,10,-106.324,158.630,200.017
501.326,9,119.459,147.282,200.017
501.336,12,-37.372,195.117,200.007
501.353,13,-2.944,218.648,200.016
501.354,14,14.530,202.281,200.017
501.355,5,49.458,186.621,199.997
501.370,8,101.919,160.279,200.017
501.371,1,-89.027,164.421,200.007
501.401,2,-54.602,185.700,200.007
501.403,4,31.955,194.877,200.007
501.500,7,84.451,167.288,200.017
501.505,0,-123.575,150.425,200.017
501.512,6,66.870,182.910,200.007
501.522,11,-71.898,182.210,200.007
501.526,9,119.444,148.363,200.017
501.527,10,-106.339,159.716,200.007
501.536,12,-37.387,196.200,200.017
501.553,13,-2.960,219.729,200.026
501.554,14,14.519,203.360,200.017
501.555,5,49.441,187.702,199.997
501.570,8,101.903,161.362,200.017
501.571,1,-89.043,165.505,199.997
501.601,2,-54.615,186.783,200.007
501.603,4,31.944,195.959,200.007
501.700,7,84.435,168.363,200.017
501.705,0,-123.589,151.514,200.017
501.712,6,66.855,183.998,200.007
501.722,11,-71.913,183.299,200.007
501.726,9,119.429,149.445,200.017
501.727,10,-106.354,160.803,200.007
501.736,12,-37.401,197.284,200.017
501.753,13,-2.975,220.811,200.026
501.754,14,14.507,204.439,200.007
501.755,5,49.423,188.784,199.997
501.770,8,101.888,162.447,200.007
501.771,1,-89.059,166.591,199.997
501.801,2,-54.628,187.868,200.017
501.803,4,31.933,197.043,200.017
501.900,7,84.420,169.440,200.017
501.905,0,-123.602,152.604,200.017
501.912,6,66.839,185.086,200.007
501.920,11,-71.927,184.389,200.007
501.926,9,119.414,150.529,200.017
501.927,10,-106.370,161.890,200.007
501.938,12,-37.416,198.369,200.017
501.953,13,-2.991,221.895,200.026
501.954,14,14.496,205.519,200.007
501.961,5,49.406,189.866,200.007
501.970,8,101.872,163.532,200.007
501.971,1,-89.074,167.677,199.997
502.001,2,-54.642,188.953,200.017
502.003,4,31.922,198.128,200.017
502.100,7,84.405,170.517,200.027
502.105,0,-123.616,153.695,200.017
502.112,6,66.824,186.175,200.017
502.120,11,-71.941,185.479,200.007
502.126,9,119.399,151.613,200.017
502.127,10,-106.385,162.979,200.007
502.138,12,-37.431,199.455,200.017
502.153,13,-3.006,222.978,200.016
502.154,14,14.484,206.599,200.007
502.161,5,49.389,190.949,200.007
502.170,8,101.856,164.617,200.007
502.171,1,-89.090,168.765,199.997
502.201,2,-54.655,190.039,200.017
502.203,4,31.911,199.213,200.017
