# 实时计算弹簧避障航线 (由前端地图驱动)
# Format: time, nodeId, x, y, z
379.059,13,-0.382,34.793,195.210
379.060,9,115.825,-31.655,195.109
379.062,12,-33.930,15.018,195.000
379.082,14,16.787,30.000,195.010
379.085,1,-82.306,-15.168,195.099
379.091,5,50.573,6.370,195.100
379.106,8,99.545,-22.321,194.789
379.144,2,-50.331,4.975,194.810
379.151,4,33.804,20.000,194.810
379.231,0,-114.138,-34.898,194.799
379.247,10,-98.391,-25.031,195.009
379.248,7,83.407,-12.832,195.109
379.248,11,-66.461,-5.089,195.200
379.252,6,67.038,-3.283,194.800
379.259,13,-0.382,34.792,195.210
379.260,9,115.824,-31.654,195.109
379.264,12,-33.931,15.019,195.000
379.282,14,16.787,30.000,195.010
379.285,1,-82.303,-15.168,195.109
379.291,5,50.571,6.371,195.110
379.306,8,99.545,-22.321,194.789
379.344,2,-50.331,4.976,194.810
379.351,4,33.804,20.000,194.810
379.431,0,-114.136,-34.899,194.799
379.447,10,-98.391,-25.030,195.009
379.448,7,83.407,-12.832,195.109
379.448,11,-66.458,-5.090,195.210
379.452,6,67.036,-3.284,194.800
379.459,13,-0.383,34.790,195.210
379.460,9,115.824,-31.654,195.119
379.464,12,-33.931,15.020,195.000
379.482,14,16.788,30.000,195.010
379.485,1,-82.299,-15.168,195.109
379.491,5,50.569,6.371,195.110
379.506,8,99.545,-22.321,194.779
379.544,2,-50.331,4.977,194.810
379.551,4,33.804,20.000,194.800
379.631,0,-114.134,-34.900,194.799
379.647,10,-98.390,-25.029,195.009
379.648,7,83.406,-12.833,195.099
379.648,11,-66.455,-5.091,195.210
379.652,6,67.033,-3.284,194.800
379.659,13,-0.383,34.789,195.210
379.660,9,115.823,-31.653,195.119
379.664,12,-33.932,15.022,195.000
379.682,14,16.788,30.000,195.010
379.685,1,-82.296,-15.168,195.109
379.691,5,50.567,6.372,195.110
379.706,8,99.545,-22.321,194.789
379.744,2,-50.331,4.978,194.810
379.751,4,33.805,20.000,194.800
379.831,0,-114.132,-34.901,194.799
379.847,10,-98.389,-25.028,194.999
379.848,7,83.406,-12.833,195.109
379.848,11,-66.452,-5.092,195.210
379.852,6,67.030,-3.284,194.800
379.859,13,-0.383,34.787,195.210
379.860,9,115.823,-31.653,195.119
379.864,12,-33.932,15.023,195.000
379.882,14,16.788,30.000,195.010
379.885,1,-82.292,-15.168,195.109
379.891,5,50.565,6.372,195.110
379.906,8,99.545,-22.320,194.789
379.944,2,-50.331,4.979,194.810
379.951,4,33.804,20.000,194.800
380.031,0,-114.130,-34.902,194.799
380.047,10,-98.389,-25.027,194.999
380.048,7,83.406,-12.833,195.109
380.048,11,-66.449,-5.093,195.210
380.052,6,67.028,-3.284,194.790
380.059,13,-0.384,34.786,195.210
380.060,9,115.823,-31.653,195.129
380.064,12,-33.933,15.024,195.000
380.082,14,16.788,30.000,195.010
380.085,1,-82.289,-15.168,195.099
380.091,5,50.563,6.373,195.110
380.106,8,99.545,-22.320,194.789
380.144,2,-50.330,4.980,194.810
380.151,4,33.804,20.000,194.800
380.231,0,-114.128,-34.903,194.799
380.247,10,-98.388,-25.026,194.999
380.248,7,83.405,-12.833,195.109
380.248,11,-66.446,-5.094,195.210
380.252,6,67.025,-3.283,194.790
380.260,9,115.822,-31.653,195.119
380.261,13,-0.385,34.785,195.210
380.264,12,-33.934,15.025,195.000
380.282,14,16.789,30.000,195.000
380.285,1,-82.286,-15.167,195.099
380.291,5,50.561,6.374,195.110
380.306,8,99.545,-22.320,194.799
380.344,2,-50.330,4.981,194.810
380.351,4,33.804,20.000,194.800
380.431,0,-114.125,-34.904,194.789
380.447,10,-98.388,-25.025,194.999
380.448,7,83.405,-12.833,195.109
380.448,11,-66.442,-5.095,195.200
380.452,6,67.022,-3.283,194.790
380.460,9,115.822,-31.653,195.119
380.461,13,-0.385,34.784,195.210
380.464,12,-33.935,15.027,195.000
380.482,14,16.789,30.000,195.000
380.485,1,-82.283,-15.167,195.099
380.491,5,50.559,6.375,195.110
380.506,8,99.546,-22.320,194.799
380.544,2,-50.329,4.982,194.810
380.551,4,33.803,20.000,194.800
380.631,0,-114.123,-34.905,194.789
380.647,10,-98.387,-25.024,195.009
380.648,7,83.404,-12.833,195.109
380.648,11,-66.439,-5.096,195.200
380.652,6,67.020,-3.282,194.790
380.660,9,115.822,-31.653,195.119
380.661,13,-0.386,34.783,195.210
380.664,12,-33.935,15.028,195.010
380.682,14,16.789,30.000,195.000
380.685,1,-82.280,-15.166,195.099
380.691,5,50.557,6.376,195.110
380.706,8,99.546,-22.320,194.799
380.744,2,-50.328,4.983,194.800
380.751,4,33.802,20.000,194.800
380.831,0,-114.121,-34.907,194.789
380.847,10,-98.386,-25.024,195.009
380.848,7,83.404,-12.833,195.109
380.848,11,-66.435,-5.098,195.210
380.852,6,67.017,-3.281,194.790
380.859,13,-0.387,34.783,195.210
380.860,9,115.822,-31.654,195.119
380.864,12,-33.936,15.029,195.010
380.882,14,16.789,30.000,195.000
380.885,1,-82.277,-15.166,195.099
380.891,5,50.555,6.377,195.110
380.906,8,99.546,-22.320,194.799
380.942,2,-50.326,4.984,194.800
380.951,4,33.801,20.000,194.810
381.031,0,-114.118,-34.908,194.789
381.047,10,-98.386,-25.023,195.009
381.048,7,83.403,-12.833,195.109
381.048,11,-66.432,-5.099,195.210
381.052,6,67.015,-3.280,194.790
381.060,9,115.822,-31.655,195.119
381.061,13,-0.388,34.782,195.210
381.064,12,-33.937,15.029,195.010
381.082,14,16.789,30.000,195.000
381.085,1,-82.275,-15.165,195.099
381.091,5,50.552,6.377,195.110
381.106,8,99.547,-22.320,194.799
381.144,2,-50.325,4.985,194.800
381.151,4,33.799,20.000,194.810
381.231,0,-114.116,-34.909,194.789
381.247,10,-98.385,-25.023,195.009
381.248,7,83.403,-12.833,195.109
381.248,11,-66.429,-5.100,195.210
381.252,6,67.013,-3.279,194.800
381.259,13,-0.389,34.782,195.210
381.260,9,115.822,-31.655,195.109
381.264,12,-33.938,15.030,195.020
381.282,14,16.789,30.000,195.000
381.285,1,-82.272,-15.165,195.099
381.291,5,50.550,6.378,195.110
381.306,8,99.548,-22.319,194.799
381.344,2,-50.323,4.986,194.790
381.351,4,33.798,20.000,194.800
381.431,0,-114.114,-34.911,194.799
381.447,10,-98.384,-25.023,195.009
381.448,7,83.402,-12.833,195.109
381.448,11,-66.425,-5.102,195.210
381.452,6,67.010,-3.278,194.800
381.459,13,-0.390,34.782,195.210
381.460,9,115.822,-31.656,195.099
381.464,12,-33.938,15.031,195.020
381.482,14,16.788,30.000,195.000
381.485,1,-82.270,-15.164,195.109
381.491,5,50.548,6.379,195.110
381.506,8,99.548,-22.319,194.799
381.544,2,-50.321,4.988,194.790
381.551,4,33.796,20.000,194.800
381.631,0,-114.112,-34.912,194.789
381.648,7,83.402,-12.833,195.109
381.648,11,-66.422,-5.103,195.210
381.649,10,-98.383,-25.022,195.009
381.652,6,67.008,-3.277,194.800
381.660,9,115.821,-31.657,195.099
381.661,13,-0.391,34.782,195.210
381.664,12,-33.939,15.032,195.020
381.682,14,16.788,30.000,195.000
381.685,1,-82.268,-15.164,195.109
381.691,5,50.546,6.379,195.110
381.706,8,99.549,-22.319,194.799
381.744,2,-50.319,4.989,194.790
381.751,4,33.794,20.000,194.800
381.831,0,-114.110,-34.913,194.789
381.848,7,83.401,-12.833,195.109
381.848,11,-66.419,-5.105,195.210
381.849,10,-98.382,-25.022,195.009
381.852,6,67.006,-3.276,194.800
381.859,13,-0.392,34.782,195.210
381.860,9,115.821,-31.659,195.089
381.864,12,-33.940,15.032,195.020
381.882,14,16.788,30.000,195.010
381.885,1,-82.266,-15.163,195.119
381.891,5,50.544,6.380,195.110
381.906,8,99.549,-22.319,194.789
381.944,2,-50.317,4.990,194.790
381.951,4,33.791,20.000,194.800
382.031,0,-114.108,-34.914,194.789
382.048,7,83.400,-12.832,195.109
382.048,11,-66.417,-5.106,195.210
382.049,10,-98.381,-25.022,195.009
382.052,6,67.004,-3.275,194.800
382.060,9,115.821,-31.660,195.089
382.061,13,-0.394,34.783,195.210
382.064,12,-33.941,15.032,195.020
382.082,14,16.787,30.000,195.010
382.085,1,-82.265,-15.163,195.119
382.091,5,50.541,6.380,195.110
382.106,8,99.550,-22.319,194.789
382.144,2,-50.315,4.991,194.790
382.151,4,33.789,20.000,194.800
382.231,0,-114.106,-34.915,194.789
382.248,7,83.400,-12.832,195.109
382.248,11,-66.414,-5.107,195.210
382.249,10,-98.380,-25.023,195.009
382.252,6,67.002,-3.273,194.800
382.260,9,115.821,-31.661,195.089
382.261,13,-0.395,34.783,195.210
382.264,12,-33.942,15.033,195.020
382.282,14,16.786,30.000,195.000
382.285,1,-82.264,-15.162,195.119
382.291,5,50.539,6.380,195.110
382.306,8,99.550,-22.319,194.789
382.344,2,-50.312,4.991,194.800
382.351,4,33.786,20.000,194.800
382.431,0,-114.104,-34.916,194.789
382.448,7,83.399,-12.832,195.109
382.448,11,-66.412,-5.108,195.210
382.449,10,-98.379,-25.023,195.009
382.452,6,67.001,-3.272,194.800
382.460,9,115.821,-31.663,195.089
382.461,13,-0.396,34.783,195.210
382.464,12,-33.942,15.033,195.020
382.482,14,16.786,30.000,195.000
382.485,1,-82.263,-15.162,195.109
382.491,5,50.536,6.380,195.110
382.506,8,99.551,-22.318,194.799
382.544,2,-50.309,4.992,194.800
382.551,4,33.783,20.000,194.800
382.631,0,-114.102,-34.917,194.789
382.648,7,83.398,-12.832,195.109
382.648,11,-66.409,-5.110,195.210
382.649,10,-98.378,-25.023,195.009
382.652,6,66.999,-3.271,194.800
382.660,9,115.821,-31.664,195.089
382.661,13,-0.398,34.784,195.200
382.664,12,-33.943,15.033,195.020
382.682,14,16.785,30.000,195.000
382.685,1,-82.262,-15.161,195.109
382.691,5,50.534,6.380,195.110
382.706,8,99.551,-22.318,194.789
382.744,2,-50.307,4.993,194.800
382.751,4,33.780,20.000,194.800
382.831,0,-114.101,-34.918,194.789
382.848,7,83.397,-12.832,195.099
382.848,11,-66.407,-5.111,195.210
382.849,10,-98.376,-25.024,195.009
382.852,6,66.997,-3.270,194.800
382.860,9,115.820,-31.665,195.089
382.861,13,-0.400,34.785,195.200
382.864,12,-33.944,15.033,195.010
382.882,14,16.784,30.000,195.000
382.885,1,-82.261,-15.161,195.109
382.891,5,50.532,6.380,195.110
382.906,8,99.552,-22.318,194.789
382.944,2,-50.304,4.993,194.810
382.951,4,33.776,20.000,194.800
383.031,0,-114.100,-34.918,194.789
383.048,7,83.397,-12.832,195.099
383.048,11,-66.406,-5.112,195.210
383.049,10,-98.375,-25.024,195.009
383.052,6,66.996,-3.269,194.800
383.060,9,115.820,-31.667,195.089
383.061,13,-0.401,34.785,195.200
383.064,12,-33.945,15.033,195.010
383.082,14,16.783,30.000,195.010
383.085,1,-82.261,-15.161,195.109
383.091,5,50.529,6.380,195.110
383.106,8,99.552,-22.318,194.799
383.144,2,-50.301,4.993,194.810
383.151,4,33.773,20.000,194.810
383.231,0,-114.098,-34.919,194.799
383.248,7,83.396,-12.832,195.099
383.248,11,-66.404,-5.113,195.220
383.249,10,-98.374,-25.025,195.009
383.252,6,66.994,-3.268,194.800
383.259,13,-0.403,34.786,195.200
383.260,9,115.820,-31.668,195.089
383.264,12,-33.947,15.032,195.010
383.282,14,16.782,30.000,195.010
383.285,1,-82.260,-15.160,195.099
383.291,5,50.526,6.380,195.110
383.306,8,99.553,-22.317,194.799
383.344,2,-50.298,4.993,194.820
383.351,4,33.769,20.000,194.810
383.431,0,-114.097,-34.919,194.799
383.448,7,83.395,-12.832,195.099
383.448,11,-66.403,-5.115,195.220
383.449,10,-98.373,-25.026,195.009
383.452,6,66.993,-3.266,194.800
383.459,13,-0.405,34.786,195.200
383.460,9,115.819,-31.669,195.099
383.464,12,-33.948,15.032,195.010
383.482,14,16.780,30.000,195.010
383.485,1,-82.260,-15.160,195.099
383.491,5,50.524,6.379,195.120
383.506,8,99.553,-22.317,194.799
383.544,2,-50.296,4.993,194.820
383.551,4,33.765,20.000,194.810
383.631,0,-114.096,-34.919,194.799
383.648,7,83.395,-12.832,195.099
383.648,11,-66.401,-5.116,195.220
383.649,10,-98.372,-25.026,195.009
383.652,6,66.992,-3.265,194.800
383.659,13,-0.407,34.787,195.210
383.660,9,115.819,-31.671,195.099
383.664,12,-33.949,15.031,195.010
383.682,14,16.779,30.000,195.010
383.685,1,-82.260,-15.160,195.099
383.691,5,50.521,6.379,195.120
383.706,8,99.553,-22.317,194.809
383.744,2,-50.293,4.992,194.810
383.751,4,33.761,20.000,194.800
383.831,0,-114.095,-34.920,194.799
383.848,7,83.394,-12.832,195.109
383.848,11,-66.400,-5.117,195.220
383.849,10,-98.370,-25.027,195.009
383.852,6,66.990,-3.264,194.800
383.859,13,-0.409,34.787,195.220
383.860,9,115.819,-31.672,195.109
383.864,12,-33.950,15.031,195.010
383.882,14,16.777,30.000,195.010
383.885,1,-82.259,-15.160,195.099
383.891,5,50.518,6.379,195.120
383.906,8,99.554,-22.317,194.809
383.944,2,-50.290,4.992,194.810
383.951,4,33.756,20.000,194.790
384.031,0,-114.094,-34.920,194.799
384.048,7,83.393,-12.832,195.109
384.048,11,-66.399,-5.118,195.220
384.049,10,-98.369,-25.028,195.009
384.052,6,66.989,-3.263,194.800
384.059,13,-0.411,34.788,195.220
384.060,9,115.818,-31.673,195.109
384.064,12,-33.952,15.030,195.010
384.082,14,16.775,30.000,195.010
384.085,1,-82.259,-15.160,195.109
384.091,5,50.515,6.378,195.120
384.106,8,99.554,-22.316,194.809
384.144,2,-50.288,4.991,194.810
384.151,4,33.752,20.000,194.790
384.231,0,-114.094,-34.920,194.809
384.248,7,83.393,-12.832,195.109
384.248,11,-66.398,-5.119,195.220
384.249,10,-98.368,-25.029,195.009
384.252,6,66.988,-3.262,194.800
384.259,13,-0.413,34.788,195.220
384.260,9,115.817,-31.674,195.109
384.264,12,-33.953,15.029,195.010
384.282,14,16.773,30.000,195.010
384.285,1,-82.259,-15.160,195.109
384.291,5,50.512,6.378,195.120
384.306,8,99.554,-22.316,194.799
384.344,2,-50.286,4.990,194.800
384.351,4,33.747,20.000,194.800
384.431,0,-114.093,-34.920,194.809
384.448,7,83.392,-12.832,195.109
384.448,11,-66.398,-5.121,195.220
384.449,10,-98.367,-25.029,195.009
384.452,6,66.987,-3.261,194.800
384.459,13,-0.415,34.788,195.220
384.460,9,115.817,-31.675,195.109
384.464,12,-33.954,15.027,195.010
384.482,14,16.771,30.000,195.010
384.485,1,-82.259,-15.160,195.099
384.491,5,50.509,6.378,195.120
384.506,8,99.554,-22.316,194.799
384.544,2,-50.284,4.988,194.800
384.551,4,33.743,20.000,194.800
384.631,0,-114.092,-34.920,194.809
384.647,10,-98.366,-25.030,195.009
384.648,7,83.392,-12.832,195.109
384.648,11,-66.397,-5.122,195.220
384.652,6,66.986,-3.260,194.800
384.659,9,115.816,-31.675,195.109
384.659,13,-0.417,34.788,195.210
384.664,12,-33.956,15.026,195.010
384.682,14,16.769,30.000,195.010
384.685,1,-82.259,-15.161,195.099
384.691,5,50.506,6.377,195.120
384.706,8,99.554,-22.315,194.799
384.744,2,-50.282,4.987,194.790
384.751,4,33.738,20.000,194.810
384.831,0,-114.092,-34.920,194.809
384.848,7,83.391,-12.833,195.099
384.848,11,-66.396,-5.123,195.210
384.849,10,-98.366,-25.031,195.009
384.852,6,66.985,-3.259,194.800
384.859,9,115.816,-31.676,195.109
384.859,13,-0.420,34.789,195.210
384.864,12,-33.957,15.024,195.010
384.882,14,16.766,30.000,195.010
384.885,1,-82.259,-15.161,195.099
384.891,5,50.503,6.377,195.120
384.906,8,99.554,-22.315,194.799
384.944,2,-50.280,4.985,194.790
384.951,4,33.734,20.000,194.820
385.031,0,-114.091,-34.920,194.809
385.048,7,83.390,-12.833,195.099
385.048,11,-66.396,-5.124,195.210
385.049,10,-98.365,-25.031,195.009
385.052,6,66.984,-3.258,194.800
385.059,9,115.815,-31.676,195.109
385.059,13,-0.422,34.789,195.210
385.064,12,-33.959,15.023,195.020
385.082,14,16.763,30.000,195.010
385.085,1,-82.259,-15.161,195.099
385.091,5,50.500,6.377,195.110
385.106,8,99.554,-22.314,194.799
385.144,2,-50.279,4.983,194.790
385.151,4,33.729,20.000,194.830
385.231,0,-114.090,-34.920,194.799
385.248,7,83.390,-12.833,195.099
385.248,11,-66.395,-5.125,195.210
385.249,10,-98.364,-25.032,195.009
385.252,6,66.983,-3.257,194.800
385.259,9,115.814,-31.677,195.109
385.261,13,-0.425,34.789,195.210
385.264,12,-33.960,15.021,195.020
385.284,14,16.760,30.000,195.010
385.285,1,-82.258,-15.162,195.109
385.291,5,50.497,6.377,195.100
385.306,8,99.554,-22.314,194.799
385.344,2,-50.278,4.981,194.790
385.351,4,33.725,20.000,194.830
385.431,0,-114.090,-34.920,194.799
385.448,7,83.389,-12.833,195.109
385.448,11,-66.395,-5.126,195.210
385.449,10,-98.364,-25.033,195.009
385.452,6,66.983,-3.256,194.800
385.459,9,115.814,-31.677,195.119
385.459,13,-0.427,34.789,195.210
385.464,12,-33.962,15.019,195.020
385.484,14,16.756,30.000,195.020
385.485,1,-82.258,-15.162,195.109
385.491,5,50.494,6.377,195.090
385.506,8,99.553,-22.314,194.799
385.544,2,-50.277,4.979,194.790
385.551,4,33.720,20.000,194.830
385.631,0,-114.089,-34.920,194.799
385.648,7,83.389,-12.833,195.109
385.648,11,-66.394,-5.128,195.200
385.649,10,-98.364,-25.033,195.009
385.651,6,66.982,-3.255,194.800
385.659,9,115.813,-31.677,195.119
385.659,13,-0.430,34.789,195.210
385.664,12,-33.963,15.017,195.010
385.684,14,16.753,30.000,195.010
385.685,1,-82.258,-15.162,195.109
385.691,5,50.491,6.377,195.090
385.706,8,99.553,-22.313,194.799
385.744,2,-50.276,4.977,194.790
385.751,4,33.716,20.000,194.830
385.831,0,-114.089,-34.920,194.799
385.847,10,-98.364,-25.034,195.009
385.848,7,83.388,-12.833,195.109
385.848,11,-66.393,-5.129,195.200
385.851,6,66.981,-3.254,194.800
385.859,9,115.812,-31.677,195.119
385.859,13,-0.432,34.788,195.210
385.864,12,-33.965,15.015,195.010
385.884,14,16.749,30.000,195.010
385.885,1,-82.258,-15.163,195.109
385.891,5,50.488,6.378,195.080
385.906,8,99.553,-22.313,194.799
385.944,2,-50.275,4.975,194.790
385.951,4,33.711,20.000,194.820
386.031,0,-114.088,-34.920,194.789
386.047,10,-98.363,-25.034,195.009
386.048,7,83.388,-12.833,195.109
386.048,11,-66.393,-5.130,195.200
386.051,6,66.981,-3.253,194.800
386.059,9,115.811,-31.677,195.119
386.059,13,-0.435,34.788,195.210
386.064,12,-33.966,15.013,195.000
386.084,14,16.745,30.000,195.010
386.085,1,-82.257,-15.163,195.109
386.091,5,50.485,6.378,195.090
386.106,8,99.553,-22.313,194.799
386.146,2,-50.275,4.972,194.790
386.151,4,33.707,20.000,194.820
386.231,0,-114.087,-34.919,194.789
386.247,10,-98.363,-25.034,195.009
386.248,7,83.387,-12.833,195.109
386.248,11,-66.392,-5.131,195.200
386.251,6,66.980,-3.252,194.790
386.259,9,115.811,-31.677,195.109
386.259,13,-0.438,34.788,195.210
386.264,12,-33.968,15.011,195.000
386.284,14,16.741,30.000,195.000
386.285,1,-82.257,-15.164,195.109
386.291,5,50.482,6.379,195.090
386.306,8,99.552,-22.313,194.799
386.344,2,-50.275,4.970,194.790
386.351,4,33.702,20.000,194.810
386.431,0,-114.086,-34.919,194.789
386.447,10,-98.363,-25.035,195.009
386.448,7,83.387,-12.833,195.109
386.448,11,-66.391,-5.133,195.200
386.451,6,66.980,-3.250,194.790
386.459,9,115.810,-31.676,195.109
386.459,13,-0.440,34.788,195.210
386.464,12,-33.969,15.009,195.000
386.484,14,16.737,30.000,195.000
386.485,1,-82.256,-15.164,195.109
386.491,5,50.480,6.379,195.090
386.506,8,99.552,-22.313,194.789
386.544,2,-50.275,4.967,194.800
386.551,4,33.698,20.000,194.800
386.631,0,-114.086,-34.918,194.789
386.647,10,-98.364,-25.035,195.009
386.648,7,83.387,-12.833,195.099
386.648,11,-66.390,-5.134,195.200
386.651,6,66.979,-3.249,194.790
386.659,9,115.809,-31.676,195.109
386.659,13,-0.443,34.788,195.210
386.664,12,-33.970,15.007,195.000
386.684,14,16.732,30.000,195.000
386.685,1,-82.256,-15.165,195.109
386.691,5,50.477,6.380,195.090
386.706,8,99.552,-22.312,194.789
386.746,2,-50.276,4.965,194.810
386.751,4,33.694,20.000,194.790
386.831,0,-114.085,-34.918,194.789
386.847,10,-98.364,-25.035,194.999
386.848,7,83.386,-12.833,195.099
386.848,11,-66.390,-5.135,195.200
386.851,6,66.979,-3.248,194.790
386.859,9,115.808,-31.676,195.099
386.859,13,-0.446,34.787,195.210
386.864,12,-33.971,15.004,195.000
386.884,14,16.728,30.000,195.000
386.885,1,-82.255,-15.166,195.109
386.891,5,50.475,6.381,195.100
386.906,8,99.551,-22.312,194.789
386.946,2,-50.276,4.962,194.810
386.951,4,33.690,20.000,194.790
387.031,0,-114.084,-34.917,194.799
387.048,7,83.386,-12.833,195.099
387.048,11,-66.389,-5.136,195.200
387.049,10,-98.364,-25.035,194.999
387.051,6,66.978,-3.247,194.790
387.059,9,115.808,-31.675,195.099
387.059,13,-0.448,34.787,195.200
387.064,12,-33.971,15.002,195.010
387.084,14,16.723,30.000,194.990
387.085,1,-82.255,-15.166,195.109
387.091,5,50.473,6.382,195.100
387.106,8,99.551,-22.312,194.789
387.144,2,-50.277,4.960,194.810
387.151,4,33.686,20.000,194.780
387.231,0,-114.083,-34.917,194.799
387.248,7,83.385,-12.833,195.099
387.248,11,-66.388,-5.137,195.200
387.249,10,-98.364,-25.035,194.999
387.251,6,66.978,-3.245,194.790
387.259,9,115.807,-31.675,195.099
387.259,13,-0.451,34.787,195.200
387.264,12,-33.972,15.000,195.010
387.284,14,16.718,30.000,194.990
387.285,1,-82.254,-15.167,195.109
387.291,5,50.471,6.383,195.110
387.306,8,99.551,-22.312,194.789
387.344,2,-50.277,4.957,194.810
387.351,4,33.682,20.000,194.780
387.431,0,-114.082,-34.916,194.799
387.448,7,83.385,-12.833,195.099
387.448,11,-66.386,-5.138,195.200
387.449,10,-98.365,-25.035,194.999
387.451,6,66.977,-3.244,194.790
387.459,9,115.806,-31.674,195.099
387.459,13,-0.454,34.787,195.200
387.464,12,-33.972,14.998,195.000
387.484,14,16.713,30.000,194.980
387.485,1,-82.254,-15.167,195.109
387.491,5,50.469,6.385,195.110
387.506,8,99.550,-22.312,194.799
387.544,2,-50.278,4.955,194.810
387.551,4,33.678,20.000,194.780
387.631,0,-114.081,-34.916,194.799
387.648,7,83.385,-12.833,195.099
387.648,11,-66.385,-5.140,195.210
387.649,10,-98.365,-25.035,194.999
387.651,6,66.977,-3.243,194.800
387.659,9,115.806,-31.674,195.109
387.659,13,-0.457,34.786,195.200
387.664,12,-33.972,14.995,195.000
387.684,14,16.708,30.000,194.980
387.685,1,-82.253,-15.168,195.109
387.691,5,50.467,6.386,195.110
387.706,8,99.550,-22.311,194.789
387.746,2,-50.278,4.953,194.810
387.751,4,33.675,20.000,194.780
387.831,0,-114.080,-34.915,194.799
387.848,7,83.384,-12.833,195.099
387.848,11,-66.384,-5.141,195.210
387.849,10,-98.365,-25.035,195.009
387.851,6,66.976,-3.241,194.800
387.859,9,115.805,-31.674,195.109
387.859,13,-0.460,34.786,195.200
387.864,12,-33.972,14.993,195.000
387.884,14,16.703,30.000,194.990
387.885,1,-82.253,-15.169,195.109
387.891,5,50.466,6.387,195.110
387.906,8,99.549,-22.311,194.799
387.944,2,-50.279,4.950,194.800
387.951,4,33.671,20.000,194.780
388.031,0,-114.079,-34.914,194.799
388.048,7,83.384,-12.833,195.109
388.048,11,-66.382,-5.142,195.210
388.049,10,-98.366,-25.035,195.009
388.051,6,66.976,-3.240,194.800
388.059,9,115.804,-31.673,195.109
388.059,13,-0.462,34.786,195.200
388.064,12,-33.972,14.991,195.000
388.084,14,16.697,30.000,194.990
388.085,1,-82.253,-15.169,195.109
388.091,5,50.465,6.389,195.110
388.106,8,99.549,-22.311,194.799
388.144,2,-50.280,4.948,194.800
388.151,4,33.668,20.000,194.780
388.231,0,-114.078,-34.913,194.799
388.248,7,83.383,-12.833,195.099
388.248,11,-66.381,-5.143,195.210
388.249,10,-98.366,-25.035,195.019
388.251,6,66.975,-3.239,194.810
388.259,9,115.803,-31.673,195.109
388.259,13,-0.465,34.785,195.200
388.264,12,-33.972,14.989,195.000
388.284,14,16.692,30.000,195.000
388.285,1,-82.253,-15.170,195.109
388.291,5,50.464,6.390,195.110
388.306,8,99.548,-22.311,194.789
388.344,2,-50.280,4.946,194.800
388.351,4,33.665,20.000,194.790
388.431,0,-114.077,-34.912,194.799
388.448,7,83.382,-12.832,195.099
388.448,11,-66.379,-5.144,195.210
388.449,10,-98.366,-25.035,195.019
388.451,6,66.975,-3.237,194.810
388.459,9,115.803,-31.672,195.109
388.459,13,-0.468,34.785,195.200
388.464,12,-33.972,14.987,195.000
388.484,14,16.687,30.000,195.000
388.485,1,-82.253,-15.171,195.109
388.491,5,50.463,6.392,195.110
388.506,8,99.548,-22.310,194.789
388.544,2,-50.280,4.944,194.800
388.551,4,33.662,20.000,194.790
388.631,0,-114.076,-34.910,194.799
388.648,7,83.382,-12.832,195.099
388.648,11,-66.378,-5.145,195.210
388.649,10,-98.367,-25.035,195.009
388.651,6,66.974,-3.236,194.810
388.659,9,115.802,-31.672,195.109
388.659,13,-0.470,34.785,195.200
388.664,12,-33.971,14.985,195.000
388.684,14,16.682,30.000,195.010
388.685,1,-82.253,-15.172,195.109
388.691,5,50.462,6.394,195.110
388.706,8,99.547,-22.310,194.789
388.744,2,-50.281,4.942,194.800
388.751,4,33.660,20.000,194.790
388.831,0,-114.075,-34.909,194.799
388.848,7,83.381,-12.832,195.099
388.848,11,-66.376,-5.146,195.210
388.849,10,-98.367,-25.035,195.009
388.851,6,66.974,-3.235,194.800
388.859,9,115.801,-31.672,195.109
388.861,13,-0.473,34.784,195.210
388.864,12,-33.971,14.983,195.000
388.884,14,16.678,30.000,195.020
388.885,1,-82.253,-15.172,195.109
388.891,5,50.462,6.395,195.110
388.906,8,99.547,-22.310,194.799
388.944,2,-50.281,4.939,194.810
388.951,4,33.657,20.000,194.800
389.031,0,-114.074,-34.907,194.799
389.048,7,83.380,-12.832,195.099
389.048,11,-66.374,-5.148,195.210
389.049,10,-98.367,-25.035,195.009
389.051,6,66.973,-3.234,194.800
389.059,9,115.800,-31.671,195.109
389.061,13,-0.475,34.784,195.220
389.064,12,-33.970,14.981,195.000
389.084,14,16.673,30.000,195.030
389.085,1,-82.253,-15.173,195.109
389.091,5,50.461,6.397,195.120
389.106,8,99.546,-22.309,194.799
389.144,2,-50.281,4.937,194.800
389.151,4,33.655,20.000,194.800
389.231,0,-114.073,-34.906,194.799
389.248,7,83.379,-12.832,195.099
389.248,11,-66.373,-5.149,195.210
389.249,10,-98.367,-25.036,194.999
389.251,6,66.973,-3.233,194.800
389.259,9,115.800,-31.671,195.109
389.261,13,-0.477,34.783,195.220
389.264,12,-33.969,14.979,195.000
389.284,14,16.669,30.000,195.040
389.285,1,-82.253,-15.174,195.109
389.291,5,50.461,6.399,195.120
389.306,8,99.546,-22.309,194.799
389.344,2,-50.280,4.935,194.800
389.351,4,33.653,20.000,194.800
389.431,0,-114.073,-34.904,194.799
389.447,10,-98.368,-25.036,194.999
389.448,7,83.378,-12.832,195.099
389.448,11,-66.371,-5.150,195.210
389.451,6,66.972,-3.232,194.810
389.459,9,115.799,-31.671,195.099
389.461,13,-0.479,34.783,195.220
389.464,12,-33.968,14.978,195.000
