# ==========================================
# 智能动态规划轨迹 v2.0 | v_formation
# 起点: 0,0,30 -> 终点: 500,500,30
# dt=0.1s  drones=15
# Format: time(s),nodeId,x(m),y(m),z(m)
# ==========================================
142.600,9,329.544,354.565,30.000
142.600,10,398.508,323.897,30.000
142.600,11,253.459,418.387,30.000
142.600,12,400.621,305.420,30.000
142.600,13,287.636,415.990,30.000
142.600,14,402.729,289.969,30.000
142.700,0,402.959,409.133,30.000
142.700,1,386.033,409.035,30.000
142.700,2,402.413,392.869,30.000
142.700,3,369.069,409.029,30.000
142.700,4,399.283,376.024,30.000
142.700,5,352.194,409.134,30.000
142.700,6,398.567,357.931,30.000
142.700,7,335.323,409.026,30.000
142.700,8,398.567,340.960,30.000
142.700,9,330.327,355.837,30.000
142.700,10,398.576,324.016,30.000
142.700,11,254.718,419.162,30.000
142.700,12,400.699,305.505,30.000
142.700,13,287.427,415.792,30.000
142.700,14,402.854,290.084,30.000
142.800,0,403.089,409.252,30.000
142.800,1,386.162,409.155,30.000
142.800,2,402.547,392.994,30.000
142.800,3,369.198,409.148,30.000
142.800,4,399.391,376.191,30.000
142.800,5,352.323,409.251,30.000
142.800,6,398.636,358.049,30.000
142.800,7,335.445,409.142,30.000
142.800,8,398.636,341.079,30.000
142.800,9,331.095,357.126,30.000
142.800,10,398.644,324.135,30.000
142.800,11,256.007,419.928,30.000
142.800,12,400.776,305.590,30.000
142.800,13,287.203,415.598,30.000
142.800,14,402.979,290.198,30.000
142.900,0,403.219,409.370,30.000
142.900,1,386.291,409.274,30.000
142.900,2,402.682,393.119,30.000
142.900,3,369.327,409.268,30.000
142.900,4,399.499,376.359,30.000
142.900,5,352.451,409.368,30.000
142.900,6,398.704,358.168,30.000
142.900,7,335.569,409.259,30.000
142.900,8,398.704,341.197,30.000
142.900,9,331.844,358.425,30.000
142.900,10,398.711,324.253,30.000
142.900,11,257.310,420.672,30.000
142.900,12,400.852,305.675,30.000
142.900,13,286.967,415.408,30.000
142.900,14,403.104,290.313,30.000
143.000,0,403.349,409.488,30.000
143.000,1,386.421,409.393,30.000
143.000,2,402.817,393.244,30.000
143.000,3,369.456,409.387,30.000
143.000,4,399.609,376.527,30.000
143.000,5,352.579,409.484,30.000
143.000,6,398.772,358.286,30.000
143.000,7,335.694,409.379,30.000
143.000,8,398.772,341.316,30.000
143.000,9,332.575,359.735,30.000
143.000,10,398.778,324.371,30.000
143.000,11,258.624,421.396,30.000
143.000,12,400.928,305.758,30.000
143.000,13,286.724,415.223,30.000
143.000,14,403.228,290.426,30.000
143.100,0,403.479,409.606,30.000
143.100,1,386.550,409.512,30.000
143.100,2,402.951,393.368,30.000
143.100,3,369.585,409.505,30.000
143.100,4,399.719,376.696,30.000
143.100,5,352.706,409.599,30.000
143.100,6,398.839,358.404,30.000
143.100,7,335.822,409.500,30.000
143.100,8,398.839,341.434,30.000
143.100,9,333.286,361.056,30.000
143.100,10,398.845,324.488,30.000
143.100,11,259.949,422.097,30.000
143.100,12,401.003,305.842,30.000
143.100,13,286.476,415.044,30.000
143.100,14,403.352,290.539,30.000
143.200,0,403.609,409.724,30.000
143.200,1,386.679,409.631,30.000
143.200,2,403.086,393.492,30.000
143.200,3,369.715,409.624,30.000
143.200,4,399.831,376.866,30.000
143.200,5,352.832,409.713,30.000
143.200,6,398.905,358.522,30.000
143.200,7,335.951,409.622,30.000
143.200,8,398.905,341.551,30.000
143.200,9,333.978,362.387,30.000
143.200,10,398.911,324.606,30.000
143.200,11,261.287,422.777,30.000
143.200,12,401.077,305.924,30.000
143.200,13,286.228,414.874,30.000
143.200,14,403.476,290.652,30.000
143.300,0,403.743,409.845,30.000
143.300,1,386.812,409.752,30.000
143.300,2,403.224,393.619,30.000
143.300,3,369.847,409.745,30.000
143.300,4,399.946,377.039,30.000
143.300,5,352.961,409.830,30.000
143.300,6,399.000,358.646,30.000
143.300,7,336.085,409.749,30.000
143.300,8,399.000,341.675,30.000
143.300,9,334.650,363.728,30.000
143.300,10,399.005,324.728,30.000
143.300,11,262.634,423.435,30.000
143.300,12,401.154,306.009,30.000
143.300,13,285.993,414.741,30.000
143.300,14,403.604,290.767,30.000
143.400,0,403.880,409.969,30.000
143.400,1,386.949,409.878,30.000
143.400,2,403.367,393.749,30.000
143.400,3,369.984,409.871,30.000
143.400,4,400.066,377.215,30.000
143.400,5,353.094,409.951,30.000
143.400,6,399.117,358.776,30.000
143.400,7,336.225,409.882,30.000
143.400,8,399.117,341.805,30.000
143.400,9,335.302,365.078,30.000
143.400,10,399.121,324.857,30.000
143.400,11,263.993,424.072,30.000
143.400,12,401.233,306.097,30.000
143.400,13,285.772,414.640,30.000
143.400,14,403.735,290.886,30.000
143.500,0,404.023,410.098,30.000
143.500,1,387.091,410.008,30.000
143.500,2,403.514,393.884,30.000
143.500,3,370.126,410.000,30.000
143.500,4,400.191,377.397,30.000
143.500,5,353.232,410.075,30.000
143.500,6,399.250,358.913,30.000
143.500,7,336.371,410.020,30.000
143.500,8,399.250,341.943,30.000
143.500,9,335.935,366.438,30.000
143.500,10,399.254,324.993,30.000
143.500,11,265.361,424.687,30.000
143.500,12,401.315,306.187,30.000
143.500,13,285.569,414.569,30.000
143.500,14,403.871,291.009,30.000
143.600,0,404.172,410.233,30.000
143.600,1,387.239,410.143,30.000
143.600,2,403.668,394.024,30.000
143.600,3,370.274,410.136,30.000
143.600,4,400.323,377.584,30.000
143.600,5,353.376,410.205,30.000
143.600,6,399.394,359.058,30.000
143.600,7,336.524,410.165,30.000
143.600,8,399.394,342.087,30.000
143.600,9,336.549,367.807,30.000
143.600,10,399.398,325.137,30.000
143.600,11,266.738,425.280,30.000
143.600,12,401.400,306.281,30.000
143.600,13,285.387,414.524,30.000
143.600,14,404.013,291.136,30.000
143.700,0,404.328,410.373,30.000
143.700,1,387.394,410.285,30.000
143.700,2,403.828,394.170,30.000
143.700,3,370.429,410.277,30.000
143.700,4,400.461,377.777,30.000
143.700,5,353.527,410.341,30.000
143.700,6,399.546,359.211,30.000
143.700,7,336.685,410.316,30.000
143.700,8,399.546,342.240,30.000
143.700,9,337.143,369.185,30.000
143.700,10,399.549,325.288,30.000
143.700,11,268.125,425.852,30.000
143.700,12,401.489,306.379,30.000
143.700,13,285.227,414.504,30.000
143.700,14,404.161,291.269,30.000
143.800,0,404.492,410.521,30.000
143.800,1,387.557,410.433,30.000
143.800,2,403.996,394.323,30.000
143.800,3,370.592,410.426,30.000
143.800,4,400.607,377.978,30.000
143.800,5,353.685,410.483,30.000
143.800,6,399.702,359.371,30.000
143.800,7,336.854,410.476,30.000
143.800,8,399.702,342.400,30.000
143.800,9,337.717,370.570,30.000
143.800,10,399.705,325.447,30.000
143.800,11,269.520,426.403,30.000
143.800,12,401.581,306.480,30.000
143.800,13,285.093,414.506,30.000
143.800,14,404.316,291.408,30.000
143.900,0,404.665,410.677,30.000
143.900,1,387.729,410.590,30.000
143.900,2,404.172,394.483,30.000
143.900,3,370.763,410.582,30.000
143.900,4,400.762,378.186,30.000
143.900,5,353.851,410.634,30.000
143.900,6,399.860,359.539,30.000
143.900,7,337.032,410.644,30.000
143.900,8,399.860,342.568,30.000
143.900,9,338.272,371.964,30.000
143.900,10,399.863,325.613,30.000
143.900,11,270.924,426.933,30.000
143.900,12,401.677,306.586,30.000
143.900,13,284.985,414.530,30.000
143.900,14,404.479,291.553,30.000
144.000,0,404.847,410.841,30.000
144.000,1,387.910,410.755,30.000
144.000,2,404.358,394.652,30.000
144.000,3,370.944,410.747,30.000
144.000,4,400.926,378.403,30.000
144.000,5,354.027,410.793,30.000
144.000,6,400.017,359.715,30.000
144.000,7,337.219,410.820,30.000
144.000,8,400.017,342.744,30.000
144.000,9,338.809,373.365,30.000
144.000,10,400.020,325.788,30.000
144.000,11,272.335,427.441,30.000
144.000,12,401.795,306.711,30.000
144.000,13,284.906,414.573,30.000
144.000,14,404.651,291.705,30.000
144.100,0,405.039,411.014,30.000
144.100,1,388.101,410.929,30.000
144.100,2,404.554,394.829,30.000
144.100,3,371.136,410.921,30.000
144.100,4,401.129,378.627,30.000
144.100,5,354.213,410.961,30.000
144.100,6,400.173,359.898,30.000
144.100,7,337.417,411.007,30.000
144.100,8,400.173,342.927,30.000
144.100,9,339.326,374.773,30.000
144.100,10,400.175,325.969,30.000
144.100,11,273.754,427.928,30.000
144.100,12,401.930,306.852,30.000
144.100,13,284.860,414.624,30.000
144.100,14,404.831,291.865,30.000
144.200,0,405.242,411.197,30.000
144.200,1,388.303,411.113,30.000
144.200,2,404.760,395.016,30.000
144.200,3,371.338,411.105,30.000
144.200,4,401.367,378.862,30.000
144.200,5,354.409,411.139,30.000
144.200,6,400.326,360.089,30.000
144.200,7,337.626,411.203,30.000
144.200,8,400.326,343.118,30.000
144.200,9,339.823,376.188,30.000
144.200,10,400.328,326.158,30.000
144.200,11,275.179,428.394,30.000
144.200,12,402.076,307.005,30.000
144.200,13,284.848,414.685,30.000
144.200,14,405.021,292.031,30.000
144.300,0,405.457,411.391,30.000
144.300,1,388.517,411.307,30.000
144.300,2,404.979,395.214,30.000
144.300,3,371.551,411.299,30.000
144.300,4,401.640,379.109,30.000
144.300,5,354.618,411.327,30.000
144.300,6,400.474,360.287,30.000
144.300,7,337.846,411.409,30.000
144.300,8,400.474,343.316,30.000
144.300,9,340.303,377.609,30.000
144.300,10,400.476,326.355,30.000
144.300,11,276.612,428.839,30.000
144.300,12,402.230,307.167,30.000
144.300,13,284.869,414.757,30.000
144.300,14,405.221,292.205,30.000
144.400,0,405.684,411.595,30.000
144.400,1,388.743,411.512,30.000
144.400,2,405.209,395.422,30.000
144.400,3,371.777,411.505,30.000
144.400,4,401.945,379.373,30.000
144.400,5,354.838,411.527,30.000
144.400,6,400.619,360.491,30.000
144.400,7,338.078,411.626,30.000
144.400,8,400.619,343.521,30.000
144.400,9,340.763,379.037,30.000
144.400,10,400.620,326.558,30.000
144.400,11,278.051,429.263,30.000
144.400,12,402.388,307.335,30.000
144.400,13,284.925,414.842,30.000
144.400,14,405.431,292.386,30.000
144.500,0,405.924,411.811,30.000
144.500,1,388.982,411.729,30.000
144.500,2,405.452,395.641,30.000
144.500,3,372.016,411.721,30.000
144.500,4,402.283,379.653,30.000
144.500,5,355.072,411.738,30.000
144.500,6,400.758,360.702,30.000
144.500,7,338.323,411.854,30.000
144.500,8,400.758,343.732,30.000
144.500,9,341.204,380.470,30.000
144.500,10,400.759,326.768,30.000
144.500,11,279.495,429.666,30.000
144.500,12,402.545,307.508,30.000
144.500,13,285.013,414.950,30.000
144.500,14,405.652,292.574,30.000
144.600,0,406.177,412.039,30.000
144.600,1,389.234,411.958,30.000
144.600,2,405.709,395.872,30.000
144.600,3,372.268,411.950,30.000
144.600,4,402.654,379.950,30.000
144.600,5,355.319,411.961,30.000
144.600,6,400.892,360.920,30.000
144.600,7,338.580,412.094,30.000
144.600,8,400.892,343.949,30.000
144.600,9,341.627,381.910,30.000
144.600,10,400.893,326.984,30.000
144.600,11,280.946,430.049,30.000
144.600,12,402.701,307.684,30.000
144.600,13,285.134,415.078,30.000
144.600,14,405.883,292.769,30.000
144.700,0,406.444,412.279,30.000
144.700,1,389.500,412.198,30.000
144.700,2,405.980,396.115,30.000
144.700,3,372.534,412.190,30.000
144.700,4,403.059,380.266,30.000
144.700,5,355.580,412.196,30.000
144.700,6,401.020,361.144,30.000
144.700,7,338.850,412.345,30.000
144.700,8,401.020,344.173,30.000
144.700,9,342.030,383.354,30.000
144.700,10,401.021,327.206,30.000
144.700,11,282.402,430.410,30.000
144.700,12,402.852,307.861,30.000
144.700,13,285.288,415.227,30.000
144.700,14,406.125,292.970,30.000
144.800,0,406.725,412.530,30.000
144.800,1,389.780,412.451,30.000
144.800,2,406.265,396.371,30.000
144.800,3,372.815,412.443,30.000
144.800,4,403.498,380.599,30.000
144.800,5,355.855,412.444,30.000
144.800,6,401.143,361.373,30.000
144.800,7,339.133,412.608,30.000
144.800,8,401.143,344.402,30.000
144.800,9,342.416,384.804,30.000
144.800,10,401.143,327.434,30.000
144.800,11,283.863,430.749,30.000
144.800,12,402.998,308.039,30.000
144.800,13,285.476,415.396,30.000
144.800,14,406.379,293.177,30.000
144.900,0,407.021,412.795,30.000
144.900,1,390.075,412.716,30.000
144.900,2,406.565,396.638,30.000
144.900,3,373.109,412.709,30.000
144.900,4,403.972,380.950,30.000
144.900,5,356.145,412.705,30.000
144.900,6,401.260,361.607,30.000
144.900,7,339.430,412.882,30.000
144.900,8,401.260,344.637,30.000
144.900,9,342.782,386.259,30.000
144.900,10,401.260,327.667,30.000
144.900,11,285.329,431.068,30.000
144.900,12,403.138,308.216,30.000
144.900,13,285.698,415.583,30.000
144.900,14,406.643,293.389,30.000
145.000,0,407.332,413.072,30.000
145.000,1,390.385,412.994,30.000
145.000,2,406.880,396.918,30.000
145.000,3,373.419,412.986,30.000
145.000,4,404.480,381.316,30.000
145.000,5,356.451,412.979,30.000
145.000,6,401.372,361.847,30.000
145.000,7,339.742,413.168,30.000
145.000,8,401.372,344.876,30.000
145.000,9,343.129,387.718,30.000
145.000,10,401.372,327.905,30.000
145.000,11,286.799,431.365,30.000
145.000,12,403.270,308.392,30.000
145.000,13,285.954,415.789,30.000
145.000,14,406.919,293.605,30.000
145.100,0,407.659,413.361,30.000
145.100,1,390.711,413.284,30.000
145.100,2,407.210,397.211,30.000
145.100,3,373.745,413.276,30.000
145.100,4,404.987,381.698,30.000
145.100,5,356.772,413.265,30.000
145.100,6,401.478,362.091,30.000
145.100,7,340.067,413.465,30.000
145.100,8,401.478,345.120,30.000
145.100,9,343.458,389.181,30.000
145.100,10,401.478,328.148,30.000
145.100,11,288.273,431.641,30.000
145.100,12,403.395,308.567,30.000
145.100,13,286.243,416.013,30.000
145.100,14,407.206,293.826,30.000
145.200,0,408.001,413.662,30.000
145.200,1,391.051,413.586,30.000
145.200,2,407.557,397.517,30.000
145.200,3,374.085,413.579,30.000
145.200,4,405.494,382.095,30.000
145.200,5,357.109,413.564,30.000
145.200,6,401.579,362.339,30.000
145.200,7,340.407,413.773,30.000
145.200,8,401.579,345.368,30.000
145.200,9,343.767,390.649,30.000
145.200,10,401.579,328.395,30.000
145.200,11,289.752,431.895,30.000
145.200,12,403.511,308.739,30.000
145.200,13,286.566,416.254,30.000
145.200,14,407.505,294.050,30.000
145.300,0,408.358,413.974,30.000
145.300,1,391.408,413.900,30.000
145.300,2,407.920,397.835,30.000
145.300,3,374.442,413.892,30.000
145.300,4,406.001,382.504,30.000
145.300,5,357.462,413.874,30.000
145.300,6,401.675,362.591,30.000
145.300,7,340.761,414.092,30.000
145.300,8,401.676,345.621,30.000
145.300,9,344.066,392.083,30.000
145.300,10,401.675,328.647,30.000
145.300,11,291.233,432.127,30.000
145.300,12,403.620,308.910,30.000
145.300,13,286.921,416.512,30.000
145.300,14,407.816,294.277,30.000
145.400,0,408.732,414.298,30.000
145.400,1,391.780,414.225,30.000
145.400,2,408.300,398.166,30.000
145.400,3,374.814,414.217,30.000
145.400,4,406.510,382.924,30.000
145.400,5,357.830,414.196,30.000
145.400,6,401.767,362.847,30.000
145.400,7,341.130,414.420,30.000
145.400,8,401.767,345.877,30.000
145.400,9,344.353,393.482,30.000
145.400,10,401.766,328.902,30.000
145.400,11,292.716,432.336,30.000
145.400,12,403.720,309.078,30.000
145.400,13,287.308,416.787,30.000
145.400,14,408.139,294.506,30.000
145.500,0,409.121,414.633,30.000
145.500,1,392.168,414.560,30.000
145.500,2,408.696,398.510,30.000
145.500,3,375.201,414.552,30.000
145.500,4,407.020,383.355,30.000
145.500,5,358.215,414.529,30.000
145.500,6,401.853,363.108,30.000
145.500,7,341.513,414.757,30.000
145.500,8,401.853,346.136,30.000
145.500,9,344.628,394.844,30.000
145.500,10,401.852,329.160,30.000
145.500,11,294.175,432.514,30.000
145.500,12,403.813,309.244,30.000
145.500,13,287.760,417.077,30.000
145.500,14,408.474,294.737,30.000
145.600,0,409.527,414.978,30.000
145.600,1,392.571,414.904,30.000
145.600,2,409.109,398.865,30.000
145.600,3,375.605,414.897,30.000
145.600,4,407.533,383.794,30.000
145.600,5,358.616,414.872,30.000
145.600,6,401.935,363.373,30.000
145.600,7,341.911,415.102,30.000
145.600,8,401.934,346.398,30.000
145.600,9,344.890,396.168,30.000
145.600,10,401.933,329.422,30.000
145.600,11,295.610,432.660,30.000
145.600,12,403.897,309.408,30.000
145.600,13,288.275,417.382,30.000
145.600,14,408.823,294.969,30.000
145.700,0,409.949,415.332,30.000
145.700,1,392.990,415.258,30.000
145.700,2,409.539,399.233,30.000
145.700,3,376.024,415.250,30.000
145.700,4,408.049,384.243,30.000
145.700,5,359.033,415.224,30.000
145.700,6,402.013,363.643,30.000
145.700,7,342.323,415.455,30.000
145.700,8,402.011,346.664,30.000
145.700,9,345.137,397.454,30.000
145.700,10,402.010,329.687,30.000
145.700,11,297.022,432.772,30.000
145.700,12,403.974,309.569,30.000
145.700,13,288.812,417.706,30.000
145.700,14,409.185,295.203,30.000
145.800,0,410.388,415.696,30.000
145.800,1,393.425,415.618,30.000
145.800,2,409.985,399.613,30.000
145.800,3,376.458,415.611,30.000
145.800,4,408.570,384.699,30.000
145.800,5,359.465,415.584,30.000
145.800,6,402.087,363.919,30.000
145.800,7,342.749,415.814,30.000
145.800,8,402.084,346.932,30.000
145.800,9,345.369,398.701,30.000
145.800,10,402.083,329.954,30.000
145.800,11,298.409,432.849,30.000
145.800,12,404.044,309.727,30.000
145.800,13,289.371,418.046,30.000
145.800,14,409.562,295.438,30.000
145.900,0,410.842,416.068,30.000
145.900,1,393.874,415.986,30.000
145.900,2,410.449,400.004,30.000
145.900,3,376.907,415.979,30.000
145.900,4,409.096,385.162,30.000
145.900,5,359.912,415.951,30.000
145.900,6,402.159,364.200,30.000
145.900,7,343.189,416.179,30.000
145.900,8,402.153,347.202,30.000
145.900,9,345.585,399.910,30.000
145.900,10,402.152,330.224,30.000
145.900,11,299.773,432.890,30.000
145.900,12,404.106,309.883,30.000
145.900,13,289.951,418.403,30.000
145.900,14,409.970,295.693,30.000
146.000,0,411.313,416.449,30.000
146.000,1,394.337,416.360,30.000
146.000,2,410.929,400.407,30.000
146.000,3,377.371,416.353,30.000
146.000,4,409.628,385.632,30.000
146.000,5,360.375,416.324,30.000
146.000,6,402.228,364.487,30.000
146.000,7,343.642,416.548,30.000
146.000,8,402.217,347.475,30.000
146.000,9,345.784,401.082,30.000
146.000,10,402.216,330.496,30.000
146.000,11,301.114,432.895,30.000
146.000,12,404.162,310.036,30.000
146.000,13,290.549,418.776,30.000
146.000,14,410.408,295.964,30.000
146.100,0,411.800,416.839,30.000
146.100,1,394.815,416.738,30.000
146.100,2,411.425,400.821,30.000
146.100,3,377.849,416.731,30.000
146.100,4,410.168,386.109,30.000
146.100,5,360.852,416.703,30.000
146.100,6,402.296,364.781,30.000
146.100,7,344.109,416.922,30.000
146.100,8,402.278,347.749,30.000
146.100,9,345.965,402.216,30.000
146.100,10,402.277,330.770,30.000
146.100,11,302.433,432.865,30.000
146.100,12,404.211,310.187,30.000
146.100,13,291.166,419.163,30.000
146.100,14,410.872,296.246,30.000
146.200,0,412.302,417.236,30.000
146.200,1,395.307,417.121,30.000
146.200,2,411.938,401.245,30.000
146.200,3,378.340,417.114,30.000
146.200,4,410.715,386.592,30.000
146.200,5,361.342,417.086,30.000
146.200,6,402.362,365.081,30.000
146.200,7,344.588,417.298,30.000
146.200,8,402.335,348.026,30.000
146.200,9,346.128,403.313,30.000
146.200,10,402.334,331.046,30.000
146.200,11,303.732,432.800,30.000
146.200,12,404.253,310.335,30.000
146.200,13,291.800,419.565,30.000
146.200,14,411.359,296.535,30.000
146.300,0,412.821,417.642,30.000
146.300,1,395.812,417.507,30.000
146.300,2,412.467,401.680,30.000
146.300,3,378.845,417.500,30.000
146.300,4,411.272,387.081,30.000
146.300,5,361.847,417.473,30.000
146.300,6,402.428,365.389,30.000
146.300,7,345.080,417.678,30.000
146.300,8,402.389,348.304,30.000
146.300,9,346.272,404.375,30.000
146.300,10,402.388,331.324,30.000
146.300,11,305.009,432.701,30.000
146.300,12,404.290,310.482,30.000
146.300,13,292.449,419.979,30.000
146.300,14,411.867,296.829,30.000
146.400,0,413.355,418.056,30.000
146.400,1,396.329,417.895,30.000
146.400,2,413.011,402.125,30.000
146.400,3,379.362,417.889,30.000
146.400,4,411.838,387.576,30.000
146.400,5,362.364,417.862,30.000
146.400,6,402.494,365.703,30.000
146.400,7,345.583,418.059,30.000
146.400,8,402.440,348.584,30.000
146.400,9,346.396,405.402,30.000
146.400,10,402.438,331.603,30.000
146.400,11,306.267,432.569,30.000
146.400,12,404.321,310.626,30.000
146.400,13,293.113,420.406,30.000
146.400,14,412.392,297.124,30.000
146.500,0,413.903,418.479,30.000
146.500,1,396.858,418.285,30.000
146.500,2,413.570,402.581,30.000
146.500,3,379.891,418.279,30.000
146.500,4,412.415,388.076,30.000
146.500,5,362.893,418.253,30.000
146.500,6,402.560,366.026,30.000
146.500,7,346.098,418.441,30.000
146.500,8,402.487,348.865,30.000
146.500,9,346.501,406.394,30.000
146.500,10,402.486,331.885,30.000
146.500,11,307.505,432.405,30.000
146.500,12,404.346,310.768,30.000
146.500,13,293.790,420.844,30.000
146.500,14,412.933,297.417,30.000
146.600,0,414.467,418.910,30.000
146.600,1,397.399,418.676,30.000
146.600,2,414.144,403.045,30.000
146.600,3,380.431,418.670,30.000
146.600,4,413.003,388.581,30.000
146.600,5,363.434,418.645,30.000
146.600,6,402.629,366.356,30.000
146.600,7,346.624,418.824,30.000
146.600,8,402.531,349.148,30.000
146.600,9,346.585,407.354,30.000
146.600,10,402.530,332.167,30.000
146.600,11,308.724,432.211,30.000
146.600,12,404.366,310.908,30.000
146.600,13,294.478,421.293,30.000
146.600,14,413.487,297.708,30.000
146.700,0,415.044,419.349,30.000
146.700,1,397.950,419.068,30.000
146.700,2,414.732,403.519,30.000
146.700,3,380.983,419.062,30.000
146.700,4,413.604,389.090,30.000
146.700,5,363.986,419.038,30.000
146.700,6,402.699,366.695,30.000
146.700,7,347.160,419.207,30.000
146.700,8,402.573,349.433,30.000
146.700,9,346.647,408.281,30.000
146.700,10,402.571,332.451,30.000
146.700,11,309.923,431.987,30.000
146.700,12,404.381,311.047,30.000
146.700,13,295.178,421.751,30.000
146.700,14,414.052,297.994,30.000
146.800,0,415.634,419.798,30.000
146.800,1,398.511,419.460,30.000
146.800,2,415.333,404.002,30.000
146.800,3,381.544,419.454,30.000
146.800,4,414.216,389.604,30.000
146.800,5,364.547,419.431,30.000
146.800,6,402.773,367.043,30.000
146.800,7,347.706,419.590,30.000
146.800,8,402.612,349.718,30.000
146.800,9,346.686,409.179,30.000
146.800,10,402.610,332.737,30.000
146.800,11,311.101,431.735,30.000
146.800,12,404.391,311.185,30.000
146.800,13,295.887,422.220,30.000
146.800,14,414.626,298.274,30.000
146.900,0,416.238,420.256,30.000
146.900,1,399.082,419.851,30.000
146.900,2,415.947,404.493,30.000
146.900,3,382.115,419.845,30.000
146.900,4,414.842,390.120,30.000
146.900,5,365.119,419.824,30.000
146.900,6,402.851,367.400,30.000
146.900,7,348.261,419.972,30.000
146.900,8,402.648,350.005,30.000
146.900,9,346.700,410.048,30.000
146.900,10,402.646,333.024,30.000
146.900,11,312.260,431.456,30.000
146.900,12,404.396,311.322,30.000
146.900,13,296.605,422.696,30.000
146.900,14,415.207,298.546,30.000
147.000,0,416.853,420.722,30.000
147.000,1,399.663,420.241,30.000
147.000,2,416.574,404.993,30.000
147.000,3,382.694,420.235,30.000
147.000,4,415.480,390.640,30.000
147.000,5,365.699,420.215,30.000
147.000,6,402.933,367.766,30.000
147.000,7,348.826,420.353,30.000
147.000,8,402.682,350.293,30.000
147.000,9,346.690,410.890,30.000
147.000,10,402.680,333.312,30.000
147.000,11,313.398,431.151,30.000
147.000,12,404.398,311.457,30.000
147.000,13,297.330,423.181,30.000
147.000,14,415.793,298.811,30.000
147.100,0,417.480,421.198,30.000
147.100,1,400.254,420.630,30.000
147.100,2,417.212,405.500,30.000
147.100,3,383.281,420.624,30.000
147.100,4,416.131,391.162,30.000
147.100,5,366.288,420.605,30.000
147.100,6,403.022,368.143,30.000
147.100,7,349.398,420.732,30.000
147.100,8,402.713,350.583,30.000
147.100,9,346.654,411.708,30.000
147.100,10,402.712,333.601,30.000
147.100,11,314.515,430.821,30.000
147.100,12,404.395,311.593,30.000
147.100,13,298.061,423.672,30.000
147.100,14,416.384,299.068,30.000
147.200,0,418.117,421.682,30.000
147.200,1,400.855,421.018,30.000
147.200,2,417.860,406.014,30.000
147.200,3,383.875,421.010,30.000
147.200,4,416.794,391.685,30.000
147.200,5,366.883,420.993,30.000
147.200,6,403.116,368.529,30.000
147.200,7,349.979,421.112,30.000
147.200,8,402.743,350.874,30.000
147.200,9,346.592,412.504,30.000
147.200,10,402.741,333.892,30.000
147.200,11,315.611,430.467,30.000
147.200,12,404.388,311.728,30.000
147.200,13,298.797,424.170,30.000
147.200,14,416.977,299.315,30.000
147.300,0,418.762,422.173,30.000
147.300,1,401.465,421.405,30.000
147.300,2,418.517,406.534,30.000
147.300,3,384.474,421.392,30.000
147.300,4,417.468,392.207,30.000
147.300,5,367.484,421.376,30.000
147.300,6,403.218,368.925,30.000
147.300,7,350.567,421.491,30.000
147.300,8,402.770,351.165,30.000
147.300,9,346.505,413.280,30.000
147.300,10,402.769,334.184,30.000
147.300,11,316.683,430.092,30.000
147.300,12,404.378,311.863,30.000
147.300,13,299.535,424.672,30.000
147.300,14,417.572,299.553,30.000
147.400,0,419.414,422.671,30.000
147.400,1,402.084,421.789,30.000
147.400,2,419.182,407.058,30.000
147.400,3,385.078,421.770,30.000
147.400,4,418.152,392.729,30.000
147.400,5,368.088,421.756,30.000
147.400,6,403.329,369.332,30.000
147.400,7,351.161,421.868,30.000
147.400,8,402.795,351.458,30.000
147.400,9,346.392,414.038,30.000
147.400,10,402.794,334.476,30.000
147.400,11,317.725,429.710,30.000
147.400,12,404.364,311.998,30.000
147.400,13,300.275,425.177,30.000
147.400,14,418.168,299.781,30.000
147.500,0,420.072,423.173,30.000
147.500,1,402.711,422.173,30.000
147.500,2,419.851,407.584,30.000
147.500,3,385.685,422.143,30.000
147.500,4,418.844,393.247,30.000
147.500,5,368.696,422.129,30.000
147.500,6,403.449,369.748,30.000
147.500,7,351.760,422.241,30.000
147.500,8,402.819,351.752,30.000
147.500,9,346.254,414.782,30.000
147.500,10,402.818,334.770,30.000
147.500,11,318.732,429.334,30.000
147.500,12,404.348,312.134,30.000
147.500,13,301.013,425.684,30.000
147.500,14,418.764,300.000,30.000
147.600,0,420.734,423.680,30.000
147.600,1,403.347,422.555,30.000
147.600,2,420.525,408.113,30.000
147.600,3,386.293,422.510,30.000
147.600,4,419.544,393.762,30.000
147.600,5,369.306,422.497,30.000
147.600,6,403.578,370.175,30.000
147.600,7,352.364,422.609,30.000
147.600,8,402.841,352.046,30.000
147.600,9,346.093,415.514,30.000
147.600,10,402.840,335.064,30.000
147.600,11,319.683,429.005,30.000
147.600,12,404.328,312.270,30.000
147.600,13,301.749,426.191,30.000
147.600,14,419.359,300.210,30.000
147.700,0,421.399,424.188,30.000
147.700,1,403.991,422.938,30.000
147.700,2,421.202,408.641,30.000
147.700,3,386.902,422.870,30.000
147.700,4,420.250,394.271,30.000
147.700,5,369.917,422.859,30.000
147.700,6,403.719,370.612,30.000
147.700,7,352.970,422.971,30.000
147.700,8,402.862,352.341,30.000
147.700,9,345.909,416.237,30.000
147.700,10,402.861,335.359,30.000
147.700,11,320.582,428.724,30.000
147.700,12,404.305,312.408,30.000
147.700,13,302.481,426.697,30.000
147.700,14,419.953,300.411,30.000
147.800,0,422.065,424.699,30.000
