# ==========================================
# v3.1 轨迹 | v_formation | dt=0.1
# 0,0,30 -> 865,1006,30
# time(s),nodeId,x(m),y(m),z(m)
# ==========================================
0.000,0,0.308,0.354,30.004
0.000,1,-16.614,-0.922,30.004
0.000,2,1.584,-16.569,30.004
0.000,3,-33.537,-2.197,30.004
0.000,4,2.859,-33.491,30.004
0.000,5,-50.459,-3.472,30.004
0.000,6,4.134,-50.414,30.004
0.000,7,-67.382,-4.747,30.004
0.000,8,5.410,-67.337,30.004
0.000,9,-84.305,-6.023,30.004
0.000,10,6.685,-84.259,30.004
0.000,11,-101.227,-7.298,30.004
0.000,12,7.960,-101.182,30.004
0.000,13,-118.150,-8.573,30.004
0.000,14,9.235,-118.104,30.004
0.100,0,0.634,0.721,30.014
0.100,1,-16.289,-0.549,30.014
0.100,2,1.905,-16.202,30.014
0.100,3,-33.211,-1.820,30.014
0.100,4,3.175,-33.125,30.014
0.100,5,-50.134,-3.090,30.014
0.100,6,4.446,-50.048,30.014
0.100,7,-67.057,-4.361,30.014
0.100,8,5.716,-66.971,30.014
0.100,9,-83.980,-5.631,30.014
0.100,10,6.987,-83.894,30.014
0.100,11,-100.902,-6.902,30.014
0.100,12,8.257,-100.817,30.014
0.100,13,-117.822,-8.146,30.014
0.100,14,9.528,-117.740,30.014
0.200,0,0.979,1.103,30.028
0.200,1,-15.943,-0.154,30.028
0.200,2,2.236,-15.821,30.028
0.200,3,-32.866,-1.410,30.028
0.200,4,3.492,-32.745,30.028
0.200,5,-49.789,-2.667,30.028
0.200,6,4.749,-49.670,30.028
0.200,7,-66.711,-3.903,30.028
0.200,8,6.005,-66.594,30.028
0.200,9,-83.637,-5.168,30.028
0.200,10,7.262,-83.518,30.028
0.200,11,-100.562,-6.433,30.027
0.200,12,8.475,-100.437,30.030
0.200,13,-117.481,-7.648,30.027
0.200,14,9.739,-117.366,30.029
0.300,0,1.345,1.501,30.048
0.300,1,-15.577,0.267,30.048
0.300,2,2.579,-15.426,30.048
0.300,3,-32.500,-0.966,30.048
0.300,4,3.812,-32.352,30.048
0.300,5,-49.417,-2.175,30.049
0.300,6,5.046,-49.278,30.048
0.300,7,-66.341,-3.377,30.049
0.300,8,6.279,-66.205,30.048
0.300,9,-83.274,-4.636,30.046
0.300,10,7.512,-83.131,30.048
0.300,11,-100.205,-5.895,30.044
0.300,12,8.618,-100.042,30.054
0.300,13,-117.124,-7.081,30.044
0.300,14,9.875,-116.981,30.050
0.400,0,1.733,1.915,30.074
0.400,1,-15.189,0.713,30.074
0.400,2,2.935,-15.014,30.074
0.400,3,-32.111,-0.489,30.074
0.400,4,4.137,-31.944,30.074
0.400,5,-49.014,-1.617,30.078
0.400,6,5.339,-48.873,30.074
0.400,7,-65.944,-2.785,30.075
0.400,8,6.542,-65.803,30.074
0.400,9,-82.888,-4.037,30.070
0.400,10,7.744,-82.732,30.074
0.400,11,-99.826,-5.291,30.066
0.400,12,8.699,-99.630,30.087
0.400,13,-116.747,-6.448,30.065
0.400,14,9.940,-116.584,30.079
0.500,0,2.143,2.348,30.105
0.500,1,-14.777,1.184,30.105
0.500,2,3.307,-14.586,30.105
0.500,3,-31.698,0.020,30.105
0.500,4,4.470,-31.520,30.105
0.500,5,-48.578,-0.998,30.113
0.500,6,5.634,-48.454,30.105
0.500,7,-65.518,-2.131,30.107
0.500,8,6.798,-65.387,30.105
0.500,9,-82.475,-3.375,30.099
0.500,10,7.961,-82.321,30.105
0.500,11,-99.424,-4.623,30.093
0.500,12,8.731,-99.199,30.128
0.500,13,-116.348,-5.752,30.091
0.500,14,9.940,-116.171,30.116
0.600,0,2.576,2.799,30.142
0.600,1,-14.342,1.680,30.142
0.600,2,3.695,-14.140,30.142
0.600,3,-31.261,0.561,30.142
0.600,4,4.814,-31.079,30.142
0.600,5,-48.107,-0.319,30.157
0.600,6,5.932,-48.019,30.142
0.600,7,-65.060,-1.417,30.147
0.600,8,7.051,-64.958,30.142
0.600,9,-82.034,-2.653,30.135
0.600,10,8.170,-81.898,30.142
0.600,11,-98.996,-3.894,30.125
0.600,12,8.764,-98.763,30.174
0.600,13,-115.925,-4.996,30.121
0.600,14,9.890,-115.738,30.164
0.700,0,3.032,3.270,30.185
0.700,1,-13.883,2.201,30.185
0.700,2,4.101,-13.676,30.185
0.700,3,-30.784,1.160,30.189
0.700,4,5.169,-30.622,30.185
0.700,5,-47.599,0.418,30.208
0.700,6,6.237,-47.569,30.185
0.700,7,-64.568,-0.645,30.194
0.700,8,7.305,-64.515,30.185
0.700,9,-81.562,-1.872,30.177
0.700,10,8.374,-81.461,30.185
0.700,11,-98.539,-3.106,30.163
0.700,12,8.803,-98.321,30.226
0.700,13,-115.475,-4.182,30.156
0.700,14,9.804,-115.286,30.220
0.800,0,3.512,3.761,30.234
0.800,1,-13.400,2.746,30.234
0.800,2,4.525,-13.194,30.234
0.800,3,-30.265,1.817,30.245
0.800,4,5.538,-30.148,30.234
0.800,5,-47.052,1.209,30.268
0.800,6,6.551,-47.102,30.234
0.800,7,-64.040,0.182,30.248
0.800,8,7.564,-64.056,30.234
0.800,9,-81.057,-1.035,30.225
0.800,10,8.577,-81.011,30.234
0.800,11,-98.052,-2.262,30.207
0.800,12,8.851,-97.871,30.282
0.800,13,-114.996,-3.311,30.197
0.800,14,9.731,-114.831,30.282
0.900,0,4.014,4.271,30.289
0.900,1,-12.893,3.315,30.289
0.900,2,4.968,-12.692,30.289
0.900,3,-29.704,2.529,30.311
0.900,4,5.922,-29.656,30.289
0.900,5,-46.464,2.053,30.337
0.900,6,6.877,-46.619,30.289
0.900,7,-63.475,1.062,30.311
0.900,8,7.831,-63.583,30.289
0.900,9,-80.517,-0.145,30.281
0.900,10,8.785,-80.546,30.289
0.900,11,-97.532,-1.363,30.258
0.900,12,8.914,-97.412,30.343
0.900,13,-114.486,-2.387,30.244
0.900,14,9.675,-114.370,30.348
1.000,0,4.539,4.801,30.349
1.000,1,-12.362,3.906,30.349
1.000,2,5.431,-12.172,30.349
1.000,3,-29.100,3.293,30.387
1.000,4,6.323,-29.146,30.349
1.000,5,-45.835,2.947,30.416
1.000,6,7.215,-46.120,30.349
1.000,7,-62.870,1.993,30.382
1.000,8,8.108,-63.093,30.349
1.000,9,-79.940,0.798,30.345
1.000,10,9.000,-80.067,30.349
1.000,11,-96.979,-0.412,30.315
1.000,12,8.996,-96.942,30.409
1.000,13,-113.944,-1.410,30.297
1.000,14,9.641,-113.902,30.418
1.100,0,5.081,5.356,30.414
1.100,1,-11.815,4.525,30.414
1.100,2,5.908,-11.629,30.414
1.100,3,-28.460,4.114,30.471
1.100,4,6.736,-28.613,30.414
1.100,5,-45.172,3.893,30.502
1.100,6,7.563,-45.598,30.414
1.100,7,-62.232,2.976,30.460
1.100,8,8.391,-62.583,30.414
1.100,9,-79.332,1.793,30.415
1.100,10,9.219,-79.568,30.414
1.100,11,-96.395,0.592,30.379
1.100,12,9.092,-96.456,30.478
1.100,13,-113.373,-0.382,30.357
1.100,14,9.626,-113.422,30.491
1.200,0,5.636,5.937,30.483
1.200,1,-11.252,5.167,30.483
1.200,2,6.402,-11.060,30.483
1.200,3,-27.811,4.941,30.558
1.200,4,7.169,-28.056,30.483
1.200,5,-44.501,4.833,30.591
1.200,6,7.935,-45.053,30.483
1.200,7,-61.581,3.953,30.542
1.200,8,8.702,-62.050,30.483
1.200,9,-78.707,2.784,30.489
1.200,10,9.468,-79.047,30.483
1.200,11,-95.770,1.631,30.453
1.200,12,9.235,-95.950,30.551
1.200,13,-112.758,0.686,30.427
1.200,14,9.668,-112.923,30.568
