# ==========================================
# v3.1 轨迹 | line | dt=0.1
# 0,0,30 -> 500,500,30
# time(s),nodeId,x(m),y(m),z(m)
# ==========================================
0.000,0,-59.140,59.658,30.000
0.000,1,-50.617,51.213,30.000
0.000,2,-42.126,42.734,30.000
0.000,3,-33.635,34.254,30.000
0.000,4,-25.145,25.775,30.000
0.000,5,-16.654,17.295,30.000
0.000,6,-8.163,8.816,30.000
0.000,7,0.327,0.336,30.000
0.000,8,8.818,-8.143,30.000
0.000,9,17.308,-16.623,30.000
0.000,10,25.799,-25.102,30.000
0.000,11,34.290,-33.582,30.000
0.000,12,42.793,-42.048,30.000
0.000,13,51.278,-50.534,30.000
0.000,14,59.764,-59.019,30.000
0.100,0,-58.946,59.857,30.000
0.100,1,-50.386,51.453,30.000
0.100,2,-41.849,43.024,30.000
0.100,3,-33.346,34.558,30.000
0.100,4,-24.843,26.092,30.000
0.100,5,-16.341,17.626,30.000
0.100,6,-7.838,9.159,30.000
0.100,7,0.664,0.693,30.000
0.100,8,9.167,-7.773,30.000
0.100,9,17.670,-16.239,30.000
0.100,10,26.188,-24.687,30.000
0.100,11,34.685,-33.162,30.000
0.100,12,43.205,-41.610,30.000
0.100,13,51.692,-50.096,30.000
0.100,14,60.177,-58.582,30.000
0.200,0,-58.816,59.994,30.000
0.200,1,-50.211,51.640,30.000
0.200,2,-41.590,43.302,30.000
0.200,3,-33.070,34.856,30.000
0.200,4,-24.549,26.410,30.000
0.200,5,-16.028,17.964,30.000
0.200,6,-7.507,9.518,30.000
0.200,7,1.013,1.072,30.000
0.200,8,9.534,-7.374,30.000
0.200,9,18.055,-15.820,30.000
0.200,10,26.623,-24.213,30.000
0.200,11,35.125,-32.682,30.000
0.200,12,43.664,-41.113,30.000
0.200,13,52.150,-49.599,30.000
0.200,14,60.637,-58.086,30.000
0.300,0,-58.740,60.080,30.000
0.300,1,-50.052,51.818,30.000
0.300,2,-41.347,43.571,30.000
0.300,3,-32.803,35.151,30.000
0.300,4,-24.258,26.732,30.000
0.300,5,-15.714,18.313,30.000
0.300,6,-7.169,9.893,30.000
0.300,7,1.375,1.474,30.000
0.300,8,9.920,-6.945,30.000
0.300,9,18.464,-15.365,30.000
0.300,10,27.101,-23.678,30.000
0.300,11,35.610,-32.143,30.000
0.300,12,44.166,-40.557,30.000
0.300,13,52.654,-49.044,30.000
0.300,14,61.141,-57.531,30.000
0.400,0,-58.707,60.128,30.000
0.400,1,-49.904,51.989,30.000
0.400,2,-41.115,43.835,30.000
0.400,3,-32.542,35.448,30.000
0.400,4,-23.969,27.061,30.000
0.400,5,-15.395,18.674,30.000
0.400,6,-6.822,10.287,30.000
0.400,7,1.751,1.900,30.000
0.400,8,10.325,-6.487,30.000
0.400,9,18.898,-14.874,30.000
0.400,10,27.623,-23.086,30.000
0.400,11,36.138,-31.546,30.000
0.400,12,44.713,-39.943,30.000
0.400,13,53.202,-48.431,30.000
0.400,14,61.690,-56.919,30.000
0.500,0,-58.678,60.177,30.000
0.500,1,-49.763,52.159,30.000
0.500,2,-40.891,44.097,30.000
0.500,3,-32.284,35.748,30.000
0.500,4,-23.678,27.399,30.000
0.500,5,-15.071,19.050,30.000
0.500,6,-6.464,10.701,30.000
0.500,7,2.143,2.351,30.000
0.500,8,10.750,-5.998,30.000
0.500,9,19.376,-14.323,30.000
0.500,10,28.187,-22.435,30.000
0.500,11,36.710,-30.892,30.000
0.500,12,45.302,-39.272,30.000
0.500,13,53.792,-47.762,30.000
0.500,14,62.282,-56.251,30.000
0.600,0,-58.648,60.231,30.000
0.600,1,-49.625,52.333,30.000
0.600,2,-40.671,44.362,30.000
0.600,3,-32.027,36.056,30.000
0.600,4,-23.383,27.749,30.000
0.600,5,-14.739,19.442,30.000
0.600,6,-6.094,11.135,30.000
0.600,7,2.550,2.828,30.000
0.600,8,11.194,-5.479,30.000
0.600,9,19.896,-13.713,30.000
0.600,10,28.794,-21.727,30.000
0.600,11,37.324,-30.181,30.000
0.600,12,45.933,-38.545,30.000
0.600,13,54.425,-47.036,30.000
0.600,14,62.916,-55.526,30.000
0.700,0,-58.614,60.297,30.000
0.700,1,-49.487,52.513,30.000
0.700,2,-40.452,44.633,30.000
0.700,3,-31.767,36.373,30.000
0.700,4,-23.082,28.112,30.000
0.700,5,-14.397,19.852,30.000
0.700,6,-5.712,11.591,30.000
0.700,7,2.974,3.331,30.000
0.700,8,11.659,-4.930,30.000
0.700,9,20.459,-13.046,30.000
0.700,10,29.442,-20.963,30.000
0.700,11,37.979,-29.414,30.000
