# ==========================================
# v3.1 轨迹 | line | dt=0.1
# 0,0,30 -> 500,500,30
# time(s),nodeId,x(m),y(m),z(m)
# ==========================================
0.000,0,-59.065,59.729,30.006
0.000,1,-50.580,51.243,30.006
0.000,2,-42.095,42.758,30.006
0.000,3,-33.609,34.273,30.006
0.000,4,-25.124,25.788,30.006
0.000,5,-16.639,17.302,30.006
0.000,6,-8.154,8.817,30.006
0.000,7,0.332,0.332,30.006
0.000,8,8.817,-8.154,30.006
0.000,9,17.302,-16.639,30.006
0.000,10,25.788,-25.124,30.006
0.000,11,34.273,-33.609,30.006
0.000,12,42.758,-42.095,30.006
0.000,13,51.243,-50.580,30.006
0.000,14,59.729,-59.065,30.006
0.100,0,-58.718,60.076,30.018
0.100,1,-50.233,51.590,30.018
0.100,2,-41.748,43.105,30.018
0.100,3,-33.262,34.620,30.018
0.100,4,-24.777,26.135,30.018
0.100,5,-16.292,17.649,30.018
0.100,6,-7.807,9.164,30.018
0.100,7,0.679,0.679,30.018
0.100,8,9.164,-7.807,30.018
0.100,9,17.649,-16.292,30.018
0.100,10,26.135,-24.777,30.018
0.100,11,34.620,-33.262,30.018
0.100,12,43.105,-41.748,30.018
0.100,13,51.590,-50.233,30.018
0.100,14,60.076,-58.718,30.018
0.200,0,-58.354,60.439,30.037
0.200,1,-49.869,51.954,30.037
0.200,2,-41.384,43.469,30.037
0.200,3,-32.899,34.984,30.037
0.200,4,-24.413,26.498,30.037
0.200,5,-15.928,18.013,30.037
0.200,6,-7.443,9.528,30.037
0.200,7,1.043,1.043,30.037
0.200,8,9.528,-7.443,30.037
0.200,9,18.013,-15.928,30.037
0.200,10,26.498,-24.413,30.037
0.200,11,34.984,-32.899,30.037
0.200,12,43.469,-41.384,30.037
0.200,13,51.954,-49.869,30.037
0.200,14,60.439,-58.354,30.037
0.300,0,-57.973,60.821,30.062
0.300,1,-49.487,52.336,30.062
0.300,2,-41.002,43.851,30.062
0.300,3,-32.517,35.365,30.062
0.300,4,-24.032,26.880,30.062
0.300,5,-15.546,18.395,30.062
0.300,6,-7.061,9.910,30.062
0.300,7,1.424,1.424,30.062
0.300,8,9.910,-7.061,30.062
0.300,9,18.395,-15.546,30.062
0.300,10,26.880,-24.032,30.062
0.300,11,35.365,-32.517,30.062
0.300,12,43.851,-41.002,30.062
0.300,13,52.336,-49.487,30.062
0.300,14,60.821,-57.973,30.062
0.400,0,-57.572,61.222,30.092
0.400,1,-49.086,52.737,30.092
0.400,2,-40.601,44.252,30.092
0.400,3,-32.116,35.767,30.092
0.400,4,-23.630,27.281,30.092
0.400,5,-15.145,18.796,30.092
0.400,6,-6.660,10.311,30.092
0.400,7,1.825,1.825,30.092
0.400,8,10.311,-6.660,30.092
0.400,9,18.796,-15.145,30.092
0.400,10,27.281,-23.630,30.092
0.400,11,35.767,-32.116,30.092
0.400,12,44.252,-40.601,30.092
0.400,13,52.737,-49.086,30.092
0.400,14,61.222,-57.572,30.092
0.500,0,-57.150,61.644,30.127
0.500,1,-48.665,53.158,30.127
0.500,2,-40.180,44.673,30.127
0.500,3,-31.695,36.188,30.127
0.500,4,-23.209,27.702,30.127
0.500,5,-14.724,19.217,30.127
0.500,6,-6.239,10.732,30.127
0.500,7,2.247,2.247,30.127
0.500,8,10.732,-6.239,30.127
0.500,9,19.217,-14.724,30.127
0.500,10,27.702,-23.209,30.127
0.500,11,36.188,-31.695,30.127
0.500,12,44.673,-40.180,30.127
0.500,13,53.158,-48.665,30.127
0.500,14,61.644,-57.150,30.127
0.600,0,-56.708,62.086,30.166
0.600,1,-48.223,53.600,30.166
0.600,2,-39.738,45.115,30.166
0.600,3,-31.253,36.630,30.166
0.600,4,-22.767,28.144,30.166
0.600,5,-14.282,19.659,30.166
0.600,6,-5.797,11.174,30.166
0.600,7,2.689,2.689,30.166
0.600,8,11.174,-5.797,30.166
0.600,9,19.659,-14.282,30.166
0.600,10,28.144,-22.767,30.166
0.600,11,36.630,-31.253,30.166
0.600,12,45.115,-39.738,30.166
0.600,13,53.600,-48.223,30.166
0.600,14,62.086,-56.708,30.166
0.700,0,-56.245,62.549,30.210
0.700,1,-47.760,54.063,30.210
0.700,2,-39.275,45.578,30.210
0.700,3,-30.789,37.093,30.210
0.700,4,-22.304,28.608,30.210
0.700,5,-13.819,20.122,30.210
0.700,6,-5.334,11.637,30.210
0.700,7,3.152,3.152,30.210
0.700,8,11.637,-5.334,30.210
0.700,9,20.122,-13.819,30.210
0.700,10,28.608,-22.304,30.210
0.700,11,37.093,-30.789,30.210
0.700,12,45.578,-39.275,30.210
0.700,13,54.063,-47.760,30.210
0.700,14,62.549,-56.245,30.210
0.800,0,-55.761,63.033,30.258
0.800,1,-47.275,54.548,30.258
0.800,2,-38.790,46.063,30.258
0.800,3,-30.305,37.577,30.258
0.800,4,-21.820,29.092,30.258
0.800,5,-13.334,20.607,30.258
0.800,6,-4.849,12.122,30.258
0.800,7,3.636,3.636,30.258
0.800,8,12.122,-4.849,30.258
0.800,9,20.607,-13.334,30.258
0.800,10,29.092,-21.820,30.258
0.800,11,37.577,-30.305,30.258
0.800,12,46.063,-38.790,30.258
