# ==========================================
# v3.1 轨迹 | triangle | dt=0.1
# 0,0,30 -> 500,500,30
# time(s),nodeId,x(m),y(m),z(m)
# ==========================================
0.000,0,0.332,0.332,30.000
0.000,1,-12.396,-3.911,30.000
0.000,2,-3.911,-12.396,30.000
0.000,3,-25.124,-8.153,30.000
0.000,4,-16.639,-16.639,30.000
0.000,5,-8.153,-25.124,30.000
0.000,6,-37.852,-12.396,30.000
0.000,7,-29.366,-20.881,30.000
0.000,8,-20.881,-29.366,30.000
0.000,9,-12.396,-37.852,30.000
0.000,10,-50.580,-16.639,30.000
0.000,11,-42.094,-25.124,30.000
0.000,12,-33.609,-33.609,30.000
0.000,13,-25.124,-42.094,30.000
0.000,14,-16.639,-50.580,30.000
0.100,0,0.680,0.680,30.001
0.100,1,-12.048,-3.563,30.001
0.100,2,-3.563,-12.048,30.001
0.100,3,-24.776,-7.806,30.001
0.100,4,-16.291,-16.291,30.001
0.100,5,-7.806,-24.776,30.001
0.100,6,-37.504,-12.048,30.001
0.100,7,-29.019,-20.533,30.001
0.100,8,-20.533,-29.019,30.001
0.100,9,-12.048,-37.504,30.001
0.100,10,-50.232,-16.291,30.001
0.100,11,-41.747,-24.776,30.001
0.100,12,-33.261,-33.261,30.001
0.100,13,-24.776,-41.747,30.001
0.100,14,-16.291,-50.232,30.001
0.200,0,1.045,1.045,30.003
0.200,1,-11.683,-3.198,30.003
0.200,2,-3.198,-11.683,30.003
0.200,3,-24.411,-7.441,30.003
0.200,4,-15.926,-15.926,30.003
0.200,5,-7.441,-24.411,30.003
0.200,6,-37.139,-11.683,30.003
0.200,7,-28.654,-20.169,30.003
0.200,8,-20.169,-28.654,30.003
0.200,9,-11.683,-37.139,30.003
0.200,10,-49.867,-15.926,30.003
0.200,11,-41.382,-24.411,30.003
0.200,12,-32.897,-32.897,30.003
0.200,13,-24.411,-41.382,30.003
0.200,14,-15.926,-49.867,30.003
0.300,0,1.428,1.428,30.005
0.300,1,-11.300,-2.815,30.005
0.300,2,-2.815,-11.300,30.005
0.300,3,-24.028,-7.058,30.005
0.300,4,-15.543,-15.543,30.005
0.300,5,-7.058,-24.028,30.005
0.300,6,-36.756,-11.300,30.005
0.300,7,-28.271,-19.785,30.005
0.300,8,-19.785,-28.271,30.005
