time,phase,connectivity,avg_degree,pdr,throughput_mbps,delay_ms,p99_delay_ms,response_time_sec,recovery_time_sec,stabilization_time_sec,route_change_count,relay_switch_count,control_deadline_miss_count,route_pressure_score,failure_neighborhood_pdr,failure_neighborhood_throughput_mbps,failure_neighborhood_delay_ms,failure_neighborhood_node_count,failure_target_id,is_failure_target_failed,failure_target_pdr,failure_target_throughput_mbps,failure_target_delay_ms,leader_node_id,is_leader_alive,scene_type,operation_mode
77.1,normal,0.828571,11.6,0.029594,0.0148683,119.387,312.584,nan,nan,nan,248,541,0,0,0.0325444,0.0165083,126.674,13,7,false,0.0208333,0.008416,44.0438,0,true,urban,cooperative
77.6,normal,0.838095,11.7333,0.0290824,0.0140267,112.472,276.783,nan,nan,nan,249,541,0,0,0.0326923,0.0158609,118.48,13,7,false,0.011236,0.004208,46.8482,0,true,urban,cooperative
78.1,normal,0.885714,12.4,0.027265,0.0145877,110.584,246.178,nan,nan,nan,256,559,0,3,0.0292125,0.0156297,111.34,14,7,false,0,0,100,0,true,urban,cooperative
78.6,normal,0.904762,12.6667,0.025411,0.0134656,107.212,212.753,nan,nan,nan,260,576,0,18,0.027226,0.0144274,107.728,14,7,false,0,0,100,0,true,urban,cooperative
79.1,normal,0.942857,13.2,0.030517,0.0148683,102.019,216.762,nan,nan,nan,264,593,0,1,0.0326968,0.0159303,102.164,14,7,false,0,0,100,0,true,urban,cooperative
79.6,normal,0.961905,13.4667,0.0306259,0.0159904,98.7278,179.744,nan,nan,nan,266,593,0,1,0.0328134,0.0171326,98.637,14,7,false,0,0,100,0,true,urban,cooperative
80.1,recovery,0.866667,12.1333,0.0381461,0.0204389,98.8254,159.81,0.1,nan,nan,290,610,1,1.25,0.0381461,0.0204389,98.8254,14,7,true,0,0,100,0,true,urban,cooperative
80.6,recovery,0.866667,12.1333,0.0458446,0.0225429,94.2918,140.246,0.1,nan,nan,290,610,2,1.25,0.0458446,0.0225429,94.2918,14,7,true,0,0,100,0,true,urban,cooperative
81.1,recovery,0.866667,12.1333,0.03663,0.018936,91.9218,109.188,0.1,nan,nan,290,610,3,1.25,0.03663,0.018936,91.9218,14,7,true,0,0,100,0,true,urban,cooperative
81.6,recovery,0.857143,12,0.0322214,0.016832,93.2407,141.148,0.1,nan,nan,291,626,4,1.25,0.0322214,0.016832,93.2407,14,7,true,0,0,100,0,true,urban,cooperative
82.1,recovery,0.819048,11.4667,0.0303424,0.0153291,93.1984,122.142,0.1,nan,nan,296,643,5,18.25,0.0303424,0.0153291,93.1984,14,7,true,0,0,100,0,true,urban,cooperative
82.6,recovery,0.780952,10.9333,0.0270607,0.0141269,95.2284,100.273,0.1,nan,nan,300,675,6,18.25,0.0270607,0.0141269,95.2284,14,7,true,0,0,100,0,true,urban,cooperative
83.1,recovery,0.780952,10.9333,0.028535,0.0153291,93.5346,100,0.1,nan,nan,300,675,7,1.25,0.028535,0.0153291,93.5346,14,7,true,0,0,100,0,true,urban,cooperative
83.6,recovery,0.771429,10.8,0.0326923,0.0171326,91.9516,100,0.1,nan,nan,301,675,8,1.25,0.0326923,0.0171326,91.9516,14,7,true,0,0,100,0,true,urban,cooperative
84.1,recovery,0.780952,10.9333,0.032967,0.0174331,89.6026,100,0.1,nan,nan,302,675,9,2.25,0.032967,0.0174331,89.6026,14,7,true,0,0,100,0,true,urban,cooperative
84.6,recovery,0.790476,11.0667,0.0369195,0.0183349,78.7139,100,0.1,nan,nan,303,691,9,1.25,0.0369195,0.0183349,78.7139,14,7,true,0,0,100,0,true,urban,cooperative
85.1,recovery,0.8,11.2,0.0411289,0.018936,78.8492,100,0.1,nan,nan,304,707,9,18.25,0.0411289,0.018936,78.8492,14,7,true,0,0,100,0,true,urban,cooperative
85.6,recovery,0.828571,11.6,0.0352564,0.0165314,83.4248,100,0.1,nan,nan,308,707,10,4.25,0.0352564,0.0165314,83.4248,14,7,true,0,0,100,0,true,urban,cooperative
86.1,recovery,0.857143,12,0.0364458,0.018936,82.8856,100,0.1,nan,nan,311,725,11,3.25,0.0364458,0.018936,82.8856,14,7,true,0,0,100,0,true,urban,cooperative
86.6,recovery,0.857143,12,0.0370777,0.0192366,80.406,100,0.1,nan,nan,311,725,12,1.25,0.0370777,0.0192366,80.406,14,7,true,0,0,100,0,true,urban,cooperative
87.1,recovery,0.866667,12.1333,0.0384863,0.0195371,80.8121,100,0.1,nan,nan,312,741,13,1.25,0.0384863,0.0195371,80.8121,14,7,true,0,0,100,0,true,urban,cooperative
87.6,recovery,0.866667,12.1333,0.0406416,0.0219417,81.637,100,0.1,nan,nan,312,741,14,1.25,0.0406416,0.0219417,81.637,14,7,true,0,0,100,0,true,urban,cooperative
88.1,recovery,0.866667,12.1333,0.0393221,0.0207394,82.2031,100,0.1,nan,nan,312,741,15,1.25,0.0393221,0.0207394,82.2031,14,7,true,0,0,100,0,true,urban,cooperative
88.6,recovery,0.866667,12.1333,0.0301282,0.0156297,83.1143,100,0.1,nan,nan,312,741,16,1.25,0.0301282,0.0156297,83.1143,14,7,true,0,0,100,0,true,urban,cooperative
89.1,recovery,0.866667,12.1333,0.0275845,0.0150286,79.9428,100,0.1,nan,nan,312,741,16,1.25,0.0275845,0.0150286,79.9428,14,7,true,0,0,100,0,true,urban,cooperative
89.6,recovery,0.866667,12.1333,0.0294414,0.0153291,79.98,100,0.1,nan,nan,312,741,16,1.25,0.0294414,0.0153291,79.98,14,7,true,0,0,100,0,true,urban,cooperative
90.1,recovery,0.866667,12.1333,0.0279582,0.0129246,79.6136,100,0.1,nan,nan,312,741,16,1.25,0.0279582,0.0129246,79.6136,14,7,true,0,0,100,0,true,urban,cooperative
