FlowId,Src,Dest,Tx,Rx,LossRate
1,0,1,1063,406,61.8062%
2,0,7,1096,412,62.4088%
3,2,9,1308,525,59.8624%
4,1,2,926,283,69.4384%
5,1,8,418,66,84.2105%
6,5,6,2363,1504,36.3521%
7,5,12,2366,1652,30.1775%
8,7,8,2200,1732,21.2727%
9,8,9,2162,1458,32.5624%
10,8,0,568,153,73.0634%
11,9,10,1628,986,39.4349%
12,9,1,458,88,80.786%
13,10,2,1776,1457,17.9617%
14,11,12,2410,2332,3.23651%
15,11,3,2410,2310,4.14938%
16,14,6,2390,1762,26.2762%
17,14,0,1527,754,50.6221%
18,6,7,1964,1407,28.3605%
19,6,13,1767,699,60.4414%
20,3,4,2192,2045,6.7062%
21,3,10,1550,1139,26.5161%
22,12,13,1765,1312,25.6657%
23,2,3,2172,1983,8.70166%
24,12,4,2144,1515,29.3377%
25,4,5,2048,1665,18.7012%
26,4,11,2055,1442,29.8297%
27,7,14,1774,902,49.1545%
28,10,11,1439,1248,13.2731%
29,13,5,1614,1431,11.3383%
30,13,14,1536,1515,1.36719%
