FlowId,Src,Dest,Tx,Rx,LossRate
1,0,1,2382,2284,4.11419%
2,0,7,2382,0,100%
3,1,2,2381,0,100%
4,1,8,2381,0,100%
5,2,3,2380,0,100%
6,2,9,2380,0,100%
7,3,4,2379,0,100%
8,3,10,2379,0,100%
9,4,5,2377,0,100%
10,4,11,2377,0,100%
11,5,6,2376,0,100%
12,5,12,2376,0,100%
13,6,7,2375,0,100%
14,6,13,2375,0,100%
15,7,8,2374,0,100%
16,7,14,2374,0,100%
17,8,9,2373,0,100%
18,8,0,2373,0,100%
19,9,10,2371,0,100%
20,9,1,2371,0,100%
21,10,11,2370,0,100%
22,10,2,2370,0,100%
23,11,12,2369,0,100%
24,11,3,2369,0,100%
25,12,13,2368,0,100%
26,12,4,2368,0,100%
27,13,14,2366,0,100%
28,13,5,2366,0,100%
29,14,0,2365,0,100%
30,14,6,2365,0,100%
