time,uav0_pdr,uav0_delay,uav0_throughput,uav1_pdr,uav1_delay,uav1_throughput,uav2_pdr,uav2_delay,uav2_throughput,uav3_pdr,uav3_delay,uav3_throughput,uav4_pdr,uav4_delay,uav4_throughput,uav5_pdr,uav5_delay,uav5_throughput,uav6_pdr,uav6_delay,uav6_throughput,uav7_pdr,uav7_delay,uav7_throughput,uav8_pdr,uav8_delay,uav8_throughput,uav9_pdr,uav9_delay,uav9_throughput,uav10_pdr,uav10_delay,uav10_throughput,uav11_pdr,uav11_delay,uav11_throughput,uav12_pdr,uav12_delay,uav12_throughput,uav13_pdr,uav13_delay,uav13_throughput,uav14_pdr,uav14_delay,uav14_throughput,uav15_pdr,uav15_delay,uav15_throughput,uav16_pdr,uav16_delay,uav16_throughput,uav17_pdr,uav17_delay,uav17_throughput,uav18_pdr,uav18_delay,uav18_throughput,uav19_pdr,uav19_delay,uav19_throughput,uav20_pdr,uav20_delay,uav20_throughput,uav21_pdr,uav21_delay,uav21_throughput,uav22_pdr,uav22_delay,uav22_throughput,uav23_pdr,uav23_delay,uav23_throughput,uav24_pdr,uav24_delay,uav24_throughput,uav25_pdr,uav25_delay,uav25_throughput,uav26_pdr,uav26_delay,uav26_throughput,uav27_pdr,uav27_delay,uav27_throughput,uav28_pdr,uav28_delay,uav28_throughput,uav29_pdr,uav29_delay,uav29_throughput
31,0,0,0,1,0.00471692,197640,1,0.0044066,197097,1,0.00585174,196554,1,0.00599865,196011,0.902778,0.0359735,176465,0.829609,0.00448924,161261,1,0.00490111,193839,1,0.00590539,193297,1,0.00628636,192754,0.14548,0.00225371,27962.8,0.144886,0.00173999,27691.4,1,0.00669198,190582,0.5,0.00253662,95019.4,0.5,0.00259556,94747.9,0.5,0.00176741,94204.9,1,0.00441712,187867,1,0.00573513,187324,1,0.00656678,186781,0.997085,0.00546871,185695,0.967742,0.0134767,179179,0.891176,0.0366226,164519,1,0.00705243,184066,1,0.0059643,183523,0.467262,0.0110174,85245.9,0,0,0,0,0,0,0.5,0.0023618,90404.1,0,0,0,0,0,0
32,0,0,0,1,0.00473636,198302,1,0.00437716,197250,1,0.00589065,196724,1,0.00598919,196198,0.905914,0.0349461,177262,0.83558,0.00447623,163060,1,0.00488734,194094,1,0.0058897,193568,1,0.00626892,193042,0.14071,0.00225371,27089,0.14011,0.00173999,26826,1,0.00675047,190938,0.5,0.00251159,95206,0.5,0.00263195,94943,0.5,0.00178708,94680,1,0.00443146,188308,1,0.00573827,187782,1,0.00659021,187256,1,0.00548857,186730,0.966102,0.0131502,179892,0.894886,0.0355095,165690,1,0.00699693,184626,1,0.00594793,184100,0.468481,0.010642,86001,0,0,0,0,0,0,0.5,0.00237848,90735,0,0,0,0,0,0
33,0,0,0,1,0.0047251,198414,1,0.00437621,197904,1,0.00596608,196883,1,0.0059713,196373,0.908854,0.0340254,178011,0.840731,0.00448391,164240,1,0.00489493,194843,1,0.00593062,193823,1,0.00627793,193313,0.136243,0.00225371,26268.1,0.135279,0.00173999,26013.1,1,0.00674727,191273,0.5,0.00249286,95381.3,0.5,0.00261249,95126.3,0.5,0.00178192,94871.3,1,0.00441189,189232,1,0.00571914,188212,1,0.00659507,187702,1,0.00545905,187192,0.969945,0.0128067,181072,0.898352,0.034423,166790,1,0.00694809,185152,1,0.00592249,184642,0.469529,0.010321,86455.3,0,0,0,0,0,0,0.5,0.0024438,91045.8,0,0,0,0,0,0
34,0,0,0,1,0.00471387,198519,1,0.00437277,198024,1,0.00596459,197528,1,0.00594645,196538,0.911616,0.0331222,178716,0.84557,0.00445771,165350,1,0.00489371,195053,1,0.0058951,194558,1,0.00627889,193568,0.132051,0.00225371,25495.5,0.131105,0.00173999,25248,1,0.00670554,192083,0.5,0.0024783,95546.4,0.5,0.00260762,95298.8,0.5,0.00176867,95051.3,1,0.00437595,189608,0.997382,0.00565506,188617,1,0.00652752,188122,1,0.00538462,187627,0.970899,0.0124933,181687,0.901857,0.0333342,168320,1,0.00695982,185647,1,0.00586418,185152,0.470509,0.0100223,86882.8,0,0,0,0,0,0,0.5,0.00242223,91338.4,0,0,0,0,0,0
35,0,0,0,1,0.00470235,198618,1,0.00435637,198137,1,0.00598871,197656,1,0.00591352,197175,0.914216,0.0322653,179381,0.850123,0.00447384,166396,1,0.00493738,195251,1,0.00584992,194770,0.997525,0.00626469,193808,0.128109,0.00225371,24767.1,0.127182,0.00173999,24526.6,1,0.00667359,192366,0.5,0.00252316,95942.4,0.5,0.00258576,95461.5,0.5,0.00176853,95221,1,0.00438114,189961,1,0.0056124,189480,0.998728,0.0064943,188759,1,0.00533815,188037,0.971795,0.0122217,182267,0.904884,0.0323712,169282,1,0.00689827,186595,1,0.00580745,185633,0.471429,0.00972963,87285.9,0,0,0,0,0,0,0.498691,0.00239292,91614.2,0,0,0,0,0,0
36,0,0,0,0.997653,0.0047736,198711,1,0.004357,198244,1,0.00598851,197776,1,0.00593365,197308,0.916865,0.0314142,180476,0.854415,0.00450217,167385,1,0.00492708,195438,1,0.00583143,194971,1,0.00625688,194503,0.124096,0.00225371,24079.1,0.123487,0.00173999,23845.3,1,0.00668791,192633,0.5,0.00253091,96082.7,0.5,0.00268697,95848.9,0.5,0.00177795,95381.3,1,0.0043783,190295,1,0.00565582,189828,1,0.0064811,189360,1,0.00530144,188892,0.972637,0.0119785,182814,0.907731,0.0314915,170190,1,0.00694867,187022,1,0.00591187,186555,0.472292,0.00947692,87666.7,0,0,0,0,0,0,0.5,0.00237969,92108.4,0,0,0,0,0,0
37,0,0,0,1,0.00475677,199254,0.997712,0.00435982,198345,1,0.00602712,197890,1,0.00592608,197435,0.919169,0.030674,181058,0.858796,0.00450253,168775,1,0.00491244,195615,1,0.00582889,195160,1,0.00625338,194705,0.120609,0.00225371,23428.3,0.119718,0.00173999,23200.9,1,0.00670872,192886,0.5,0.00257309,96215.4,0.5,0.00268712,95987.9,0.5,0.00176368,95760.4,1,0.00436296,190611,1,0.00566337,190156,1,0.00651848,189701,1,0.00526432,189246,0.972289,0.0116987,183560,0.910412,0.030678,171050,1,0.00698338,187427,1,0.00590004,186972,0.473171,0.00922058,88254.3,0,0,0,0,0,0,0.5,0.00236592,92348.5,0,0,0,0,0,0
38,0,0,0,1,0.00473154,199326,1,0.00436506,198883,1,0.00603818,197997,1,0.0059424,197555,0.921348,0.030004,181608,0.862613,0.00449416,169649,1,0.00492675,196226,1,0.00584816,195340,1,0.00625417,194897,0.117312,0.00225371,22811.8,0.116438,0.00173999,22590.3,0.997712,0.00688509,193125,0.5,0.00256514,96341.1,0.5,0.00267994,96119.6,0.5,0.00177113,95898.1,1,0.00434703,191353,1,0.00569954,190467,1,0.00650973,190024,1,0.00523616,189581,0.974239,0.0114345,184266,0.911972,0.0298626,172085,1,0.00691689,187810,1,0.00586396,187367,0.473934,0.00899367,88589.5,0,0,0,0,0,0,0.5,0.00235509,92576,0,0,0,0,0,0
39,0,0,0,1,0.00474083,199394,1,0.00435855,198963,1,0.00601778,198531,1,0.00594468,197668,0.923414,0.0293754,182131,0.866228,0.00450503,170478,1,0.00493596,196373,1,0.00582105,195942,1,0.00625716,195079,0.114191,0.00225371,22226.9,0.113333,0.00173999,22011.1,1,0.00684762,193784,0.5,0.00255501,96460.3,0.5,0.00267502,96244.5,0.5,0.00177022,96028.7,1,0.00433369,191626,1,0.00563249,191194,1,0.00651636,190331,1,0.0052333,189899,0.974943,0.0112114,184720,0.915525,0.0291257,173067,0.997712,0.00687499,188173,1,0.00584356,187742,0.474654,0.00877139,88907.5,0,0,0,0,0,0,0.5,0.00233793,92791.8,0,0,0,0,0,0
40,0,0,0,1,0.00471552,199459,1,0.00434632,199038,1,0.00602049,198618,1,0.00594048,198197,0.925373,0.0287362,182627,0.869658,0.00448886,171266,1,0.00492589,196514,1,0.0057968,196093,0.998925,0.00625676,195462,0.111231,0.00225371,21671.2,0.11039,0.00173999,21460.8,1,0.00681124,193989,0.5,0.00253865,96784,0.5,0.00266054,96363.2,0.5,0.00177593,96152.8,1,0.0043156,191885,1,0.00563336,191464,1,0.0064935,191043,1,0.00521749,190202,0.97561,0.0109919,185152,0.917778,0.028466,173790,1,0.00684042,188939,1,0.00583453,188098,0.475336,0.00855182,89209.6,0,0,0,0,0,0,0.5,0.00231424,93207.2,0,0,0,0,0,0
41,0,0,0,0.998973,0.00470203,199726,1,0.00434385,199110,1,0.00603189,198700,1,0.00601455,198289,0.927386,0.0280805,183510,0.872917,0.00448117,172015,1,0.00492784,196647,1,0.00578152,196236,1,0.00624805,195826,0.108193,0.00225371,21142.6,0.107595,0.00173999,20937.4,1,0.00684842,194184,0.5,0.00252496,96886.6,0.5,0.00273558,96681.4,0.5,0.0017775,96270.8,1,0.00431047,192131,1,0.00564044,191721,1,0.00645648,191310,1,0.00516249,190900,0.976242,0.0107853,185563,0.919913,0.0278482,174478,1,0.00683706,189257,1,0.00582744,188847,0.475983,0.0083529,89497,0,0,0,0,0,0,0.5,0.00232116,93397.1,0,0,0,0,0,0
42,0,0,0,1,0.00469704,199980,0.998996,0.00432738,199379,1,0.00605886,198778,1,0.00600273,198377,0.92915,0.0275042,183950,0.876268,0.00447704,173129,1,0.00492981,196774,1,0.00577704,196373,1,0.00621722,195973,0.105533,0.00225371,20639.2,0.104723,0.00173999,20438.9,1,0.00681415,194370,0.5,0.00251993,96984.4,0.5,0.00273078,96784,0.5,0.00177699,96583.6,1,0.00429155,192366,1,0.00558546,191965,1,0.00643255,191564,1,0.00515299,191163,0.97584,0.0105738,186154,0.921941,0.0272011,175133,1,0.00681859,189560,1,0.00583543,189160,0.476645,0.00814965,89971,0,0,0,0,0,0,0.5,0.00232778,93577.9,0,0,0,0,0,0
43,0,0,0,1,0.00468304,200027,1,0.00435716,199635,0.998035,0.00612951,198852,1,0.0059887,198461,0.93083,0.0269748,184369,0.879208,0.00450813,173800,1,0.00496898,197287,1,0.00576537,196504,1,0.00621156,196112,0.103,0.00225371,20159.3,0.102204,0.00173999,19963.5,0.997992,0.0067957,194547,0.5,0.00254444,97077.6,0.49798,0.00273371,96490.4,0.5,0.0017797,96686.1,1,0.00428971,192981,1,0.00562667,192198,1,0.00654731,191807,1,0.00513467,191415,0.977459,0.0103867,186718,0.924025,0.02658,176149,1,0.00684499,189849,1,0.00583745,189458,0.477226,0.00796258,90227.3,0,0,0,0,0,0,0.5,0.00234741,93750.3,0,0,0,0,0,0
44,0,0,0,1,0.00467114,200071,1,0.00435141,199689,1,0.00612295,199306,0.998077,0.00597617,198541,0.932432,0.0264562,184769,0.882012,0.00449905,174441,1,0.00496596,197393,1,0.00573386,197011,1,0.0061979,196246,0.100586,0.00225371,19701.1,0.0998043,0.00173999,19509.8,1,0.00678045,195098,0.499018,0.00253355,97166.5,0.5,0.00296661,96975.3,0.5,0.0017794,96784,1,0.00427546,193185,1,0.00562858,192803,1,0.00654733,192038,1,0.00511513,191655,0.978,0.0102115,187065,0.925852,0.0260983,176736,1,0.00677557,190508,1,0.00583436,189743,0.477778,0.0077921,90472,0,0,0,0,0,0,0.5,0.00232228,93914.9,0,0,0,0,0,0
45,0,0,0,1,0.0046492,200114,1,0.00434284,199740,1,0.00612284,199366,1,0.00597135,198992,0.932203,0.0259658,185152,0.884688,0.00449375,175053,1,0.00495484,197495,1,0.00574637,197121,0.999049,0.0061959,196560,0.0982824,0.00225371,19263.3,0.0975143,0.00173999,19076.3,1,0.00676209,195251,0.5,0.00251243,97438.6,0.499038,0.00293292,97064.5,0.5,0.00176797,96877.5,1,0.00429238,193381,1,0.00560572,193007,1,0.0065299,192633,1,0.00510121,191885,0.978516,0.0100755,187396,0.927593,0.0256162,177297,1,0.00672649,190763,0.998035,0.00582319,190015,0.478304,0.00763658,90705.8,0,0,0,0,0,0,0.5,0.00229793,94259.2,0,0,0,0,0,0
46,0,0,0,1,0.00465494,200520,1,0.00433267,199789,1,0.00622232,199423,1,0.00596424,199057,0.935543,0.0254698,185884,0.887246,0.0044969,175638,1,0.00494505,197593,1,0.00575531,197227,1,0.00616947,196861,0.0959032,0.00225371,18844.5,0.0953271,0.00173999,18661.6,1,0.00673901,195398,0.5,0.00250567,97515.8,0.5,0.00295658,97332.9,0.499058,0.00175928,96967,1,0.00427367,193568,1,0.00557937,193202,1,0.00653534,192836,1,0.00513016,192470,0.979008,0.00990895,187713,0.929254,0.0251239,177834,1,0.00669411,191007,1,0.00583222,190641,0.477885,0.00750245,90929.4,0,0,0,0,0,0,0.5,0.0022876,94405.6,0,0,0,0,0,0
47,0,0,0,1,0.00464731,200551,1,0.00433433,200193,1,0.00623098,199477,1,0.00595772,199119,0.936937,0.0250431,186226,0.889892,0.0044933,176557,1,0.0049393,197686,1,0.00573611,197328,1,0.00617499,196970,0.0938069,0.00225371,18443.6,0.0930657,0.00173999,18264.5,1,0.00673488,195538,0.5,0.00249147,97589.8,0.5,0.00294062,97410.7,0.5,0.00174704,97231.7,1,0.00425566,193747,1,0.00556492,193389,1,0.00651302,193031,1,0.00510645,192673,0.979516,0.00974226,188375,0.930841,0.0246587,178348,1,0.00665833,191240,1,0.00581919,190882,0.479323,0.00735403,91322.6,0,0,0,0,0,0,0.5,0.00227177,94545.7,0,0,0,0,0,0
48,0,0,0,1,0.00463312,200581,1,0.00433169,200231,0.998246,0.00625619,199529,1,0.00595268,199179,0.938272,0.0246233,186555,0.892226,0.00448251,177087,1,0.00492539,198127,1,0.00571751,197425,1,0.00620013,197075,0.0918004,0.00225371,18059.3,0.0910714,0.00173999,17884,1,0.0067307,196023,0.5,0.00248407,97660.7,0.5,0.00291507,97485.3,0.5,0.00173329,97310,1,0.00426505,194269,1,0.00557395,193568,1,0.00649323,193217,1,0.0050851,192867,0.979964,0.00959985,188659,0.931569,0.0241519,179015,1,0.006605,191464,1,0.00581447,191113,0.479779,0.00721413,91524,0,0,0,0,0,0,0.5,0.00227656,94680,0,0,0,0,0,0
49,0,0,0,1,0.00464429,200610,1,0.00432681,200266,1,0.00625074,199923,0.998279,0.00594918,199236,0.939551,0.0242288,186870,0.894464,0.0044706,177595,1,0.00491538,198205,1,0.0057037,197862,1,0.0062485,197175,0.0898778,0.00225371,17690.8,0.0891608,0.00173999,17519,1,0.00674578,196144,0.5,0.00246913,97900.4,0.5,0.00290967,97556.9,0.5,0.00173764,97385.1,1,0.0042741,194427,1,0.00558187,194083,1,0.00655016,193396,1,0.00509273,193053,0.980392,0.00949986,188931,0.933929,0.0237048,179656,1,0.00666702,192022,1,0.00581511,191335,0.480216,0.00710359,91717.2,0,0,0,0,0,0,0.5,0.00229005,94808.8,0,0,0,0,0,0
