FlowId,Src,Dest,Tx,Rx,LossRate
1,0,1,2429,0,100%
2,0,7,2429,0,100%
3,1,2,2427,0,100%
4,1,8,2427,0,100%
5,2,3,2426,0,100%
6,2,9,2426,0,100%
7,3,4,2425,0,100%
8,3,10,2425,0,100%
9,4,5,2424,0,100%
10,4,11,2424,0,100%
11,5,6,2423,0,100%
12,5,12,2423,0,100%
13,6,7,2421,0,100%
14,6,13,2421,0,100%
15,7,8,2420,0,100%
16,7,14,2420,0,100%
17,8,9,2419,0,100%
18,8,0,2419,0,100%
19,9,10,2418,0,100%
20,9,1,2418,0,100%
21,10,11,2416,0,100%
22,10,2,2416,0,100%
23,11,12,2415,0,100%
24,11,3,2415,0,100%
25,12,13,2414,0,100%
26,12,4,2414,0,100%
27,13,14,2413,0,100%
28,13,5,2413,0,100%
29,14,0,2412,0,100%
30,14,6,2412,0,100%
