time_s,nodeId,x,y,z
45,4,4.017,0.055,0.04
45,5,5.045,0.0740033,0.0163667
45,6,5.985,0.0897993,0.186193
45,7,6.61853,0.458345,-1.85778
45,8,7.74817,-0.211,-3.15421
45,9,1.07827,6.049,-6.51096
45,10,1.046,-0.366,-0.35
45,11,1.091,1.565,1.19
45,12,2.722,0.377,2.3
45,13,2.43,0.61,-6.19
45,14,3.981,1.043,0.02
46,0,-0.009,0.011,0.0129667
46,1,1.011,0.01144,0.0196
46,2,1.98923,0.078,0.0228267
46,3,2.988,0.067,0.03
46,4,4.017,0.055,0.04
46,5,5.045,0.07767,0.0197
46,6,5.985,0.093466,0.12286
46,7,6.61253,0.46201,-1.92108
46,8,7.74169,-0.211,-3.20461
46,9,1.07527,6.049,-6.48763
46,10,1.046,-0.366,-0.35
46,11,1.091,1.565,1.19
46,12,2.722,0.377,2.3
46,13,2.43,0.61,-6.19
46,14,3.981,1.043,0.02
47,0,-0.009,0.011,0.0163
47,1,1.01344,0.0139847,0.0172867
47,2,1.98623,0.078,0.0294933
47,3,2.988,0.067,0.03
47,4,4.017,0.055,0.04
47,5,5.04773,0.078,0.02
47,6,5.985,0.0971327,0.0595267
47,7,6.60653,0.465674,-1.98437
47,8,7.82551,-0.118457,-3.24273
47,9,2.15597,5.24077,-6.48639
47,10,1.046,-0.366,-0.35
47,11,1.091,1.565,1.19
47,12,2.722,0.377,2.3
47,13,2.43,0.61,-6.19
47,14,3.981,1.043,0.02
48,0,-0.009,0.011,0.0196333
48,1,1.01644,0.0176513,0.0139533
48,2,1.98877,0.074612,0.02692
48,3,2.988,0.067,0.03
48,4,4.017,0.055,0.04
48,5,5.05073,0.078,0.02
48,6,5.985,0.0984013,0.0114533
48,7,6.76314,0.333478,-2.02983
48,8,7.92014,-0.0148244,-3.27939
48,9,6.59438,1.92834,-6.55358
48,10,1.046,-0.366,-0.35
48,11,1.091,1.565,1.19
48,12,2.722,0.377,2.3
48,13,2.43,0.61,-6.19
48,14,3.981,1.043,0.02
49,0,-0.00366,0.00447333,0.0170333
49,1,1.01944,0.021318,0.01062
49,2,1.99177,0.0709453,0.0235867
49,3,2.988,0.067,0.03
49,4,4.017,0.055,0.04
49,5,5.05373,0.078,0.02
49,6,5.985,0.091068,0.01812
49,7,6.93564,0.188009,-2.07355
49,8,8.01478,0.0888077,-3.31604
49,9,9,0.133,-6.6328
49,10,1.046,-0.366,-0.35
49,11,1.091,1.565,1.19
49,12,2.722,0.377,2.3
49,13,2.43,0.61,-6.19
49,14,3.981,1.043,0.02
50,0,0.00234,-0.00286,0.0137
50,1,1.01756,0.0190153,0.01
50,2,1.99477,0.0672787,0.0202533
50,3,2.988,0.067,0.03
50,4,4.017,0.055,0.04
50,5,5.05127,0.0746633,0.0169667
50,6,5.985,0.0837347,0.0247867
50,7,7.04119,0.1,-2.09737
50,8,8.025,0.1,-2.32691
50,9,9.00277,0.129618,-6.65537
50,10,1.046,-0.366,-0.35
50,11,1.091,1.565,1.19
50,12,2.722,0.377,2.3
50,13,2.43,0.61,-6.19
50,14,3.981,1.043,0.02
51,0,0.00834,-0.0101933,0.0103667
51,1,1.01456,0.0153487,0.01
51,2,1.99223,0.070388,0.02308
51,3,2.988,0.067,0.03
51,4,4.01926,0.0522427,0.0374933
51,5,5.04827,0.0709967,0.0136333
51,6,5.98565,0.0787993,0.03
51,7,7.04419,0.1,-2.0907
51,8,8.025,0.1,-1.21357
51,9,9.00577,0.125954,-6.67203
51,10,1.046,-0.366,-0.35
51,11,1.091,1.565,1.19
51,12,2.722,0.377,2.3
51,13,2.43,0.61,-6.19
51,14,3.981,1.043,0.02
52,0,0.00633,-0.00773667,0.01
52,1,1.01156,0.011682,0.01
52,2,1.98923,0.0740547,0.0264133
52,3,2.988,0.067,0.03
52,4,4.02226,0.048576,0.03416
52,5,5.04527,0.06733,0.0103
52,6,5.98865,0.082466,0.03
52,7,7.04719,0.1,-2.08403
52,8,8.025,0.1,-0.10024
52,9,9.00876,0.122289,-6.68868
52,10,1.046,-0.366,-0.35
52,11,1.091,1.565,1.19
52,12,2.722,0.377,2.3
52,13,2.43,0.61,-6.19
52,14,3.981,1.043,0.02
53,0,0.00333,-0.00407,0.01
53,1,1.011,0.0169693,0.0127133
53,2,1.98623,0.0777213,0.0297467
53,3,2.988,0.067,0.03
53,4,4.02526,0.0449093,0.0308267
53,5,5.045,0.0703367,0.01
53,6,5.99165,0.0861327,0.03
53,7,7.049,0.0985517,-1.79692
53,8,8.025,0.1,0.0170267
53,9,9.00624,0.125377,-4.6331
53,10,1.046,-0.366,-0.35
53,11,1.091,1.565,1.19
53,12,2.722,0.377,2.3
53,13,2.43,0.61,-6.19
