FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
19638,10.0.0.12,10.0.0.7,8,8,0,0,68341.3,0.001336
19639,10.0.0.1,10.0.0.13,15,15,0,0,1.03684e+06,0.00299264
19640,10.0.0.13,10.0.0.1,8,8,0,0,68328.8,0.001336
19641,10.0.0.8,10.0.0.3,15,15,0,0,1.03862e+06,0.00523482
19642,10.0.0.3,10.0.0.8,8,8,0,0,71853.2,0.00135401
19643,10.0.0.13,10.0.0.12,15,15,0,0,1.03831e+06,0.0028437
19644,10.0.0.12,10.0.0.13,8,8,0,0,68341.3,0.001336
19645,10.0.0.11,10.0.0.9,15,15,0,0,1.03799e+06,0.00282888
19646,10.0.0.9,10.0.0.11,8,8,0,0,68341.3,0.00133601
19647,10.0.0.9,10.0.0.14,15,15,0,0,1.03673e+06,0.00296676
19648,10.0.0.14,10.0.0.9,8,8,0,0,68341.3,0.001336
19649,10.0.0.11,10.0.0.9,15,15,0,0,1.03654e+06,0.00291294
19650,10.0.0.9,10.0.0.11,8,8,0,0,68341.3,0.00133601
19651,10.0.0.2,10.0.0.7,15,15,0,0,1.03627e+06,0.00293
19652,10.0.0.7,10.0.0.2,8,8,0,0,68328.8,0.00133601
19653,10.0.0.14,10.0.0.7,15,15,0,0,1.03633e+06,0.00292406
19654,10.0.0.7,10.0.0.14,8,8,0,0,68341.3,0.00133601
19655,10.0.0.13,10.0.0.1,15,15,0,0,1.03828e+06,0.00280094
19656,10.0.0.1,10.0.0.13,8,8,0,0,68341.3,0.001336
19657,10.0.0.13,10.0.0.7,15,15,0,0,1.03801e+06,0.00285394
19658,10.0.0.7,10.0.0.13,8,8,0,0,68341.3,0.001336
19659,10.0.0.1,10.0.0.11,15,15,0,0,1.03872e+06,0.00277711
19660,10.0.0.11,10.0.0.1,8,8,0,0,68328.8,0.00133601
19661,10.0.0.1,10.0.0.6,15,15,0,0,1.03853e+06,0.002795
19662,10.0.0.6,10.0.0.1,8,8,0,0,68328.8,0.001336
19663,10.0.0.12,10.0.0.10,15,15,0,0,1.0366e+06,0.00288917
19664,10.0.0.10,10.0.0.12,8,8,0,0,68341.3,0.00133601
19665,10.0.0.9,10.0.0.8,15,15,0,0,1.03855e+06,0.00291023
19666,10.0.0.8,10.0.0.9,8,8,0,0,68341.3,0.00133601
19667,10.0.0.12,10.0.0.5,15,15,0,0,1.03881e+06,0.00282329
19668,10.0.0.5,10.0.0.12,8,8,0,0,68341.3,0.00133601
19669,10.0.0.13,10.0.0.5,15,15,0,0,1.03782e+06,0.00283635
19670,10.0.0.5,10.0.0.13,8,8,0,0,68341.3,0.00133601
19671,10.0.0.7,10.0.0.6,15,15,0,0,1.03883e+06,0.00284824
19672,10.0.0.6,10.0.0.7,8,8,0,0,68341.3,0.001336
19673,10.0.0.4,10.0.0.5,13,13,0,0,856251,0.0107625
19674,10.0.0.5,10.0.0.4,7,7,0,0,72066.1,0.00120512
19675,10.0.0.15,10.0.0.1,15,15,0,0,1.03693e+06,0.00292119
19676,10.0.0.1,10.0.0.15,8,8,0,0,68341.3,0.001336
19677,10.0.0.13,10.0.0.9,15,15,0,0,1.03793e+06,0.00294236
19678,10.0.0.9,10.0.0.13,8,8,0,0,68341.3,0.00133601
19679,10.0.0.3,10.0.0.4,15,15,0,0,1.03811e+06,0.00284619
19680,10.0.0.4,10.0.0.3,8,8,0,0,68340.7,0.00133614
19681,10.0.0.13,10.0.0.10,15,15,0,0,1.03648e+06,0.00300944
19682,10.0.0.10,10.0.0.13,8,8,0,0,68341.3,0.00133601
19683,10.0.0.3,10.0.0.6,15,15,0,0,1.03767e+06,0.00283233
19684,10.0.0.6,10.0.0.3,8,8,0,0,68341.3,0.001336
19685,10.0.0.2,10.0.0.6,15,15,0,0,1.03796e+06,0.0029125
19686,10.0.0.6,10.0.0.2,8,8,0,0,68328.8,0.00133601
19687,10.0.0.11,10.0.0.10,15,15,0,0,1.03702e+06,0.00293056
19688,10.0.0.10,10.0.0.11,8,8,0,0,68328.8,0.00133601
19689,10.0.0.11,10.0.0.10,15,15,0,0,1.03784e+06,0.00286162
19690,10.0.0.10,10.0.0.11,8,8,0,0,68341.3,0.00133601
19691,10.0.0.10,10.0.0.13,15,15,0,0,1.03695e+06,0.00292768
19692,10.0.0.13,10.0.0.10,8,8,0,0,68341.3,0.00133601
19693,10.0.0.4,10.0.0.3,15,15,0,0,1.03682e+06,0.00298754
19694,10.0.0.3,10.0.0.4,8,8,0,0,68328.2,0.00133614
19695,10.0.0.8,10.0.0.2,15,15,0,0,1.03904e+06,0.00276476
19696,10.0.0.2,10.0.0.8,8,8,0,0,68341.3,0.00133601
19697,10.0.0.1,10.0.0.12,15,15,0,0,1.0378e+06,0.00528565
19698,10.0.0.12,10.0.0.1,8,8,0,0,71839.4,0.001336
19699,10.0.0.7,10.0.0.6,15,15,0,0,1.03696e+06,0.00288164
19700,10.0.0.6,10.0.0.7,8,8,0,0,68341.3,0.001336
19701,10.0.0.15,10.0.0.3,15,15,0,0,1.03877e+06,0.00287165
19702,10.0.0.3,10.0.0.15,8,8,0,0,68341.3,0.001336
19703,10.0.0.12,10.0.0.4,14,14,0,0,946603,0.00907123
19704,10.0.0.4,10.0.0.12,7,7,0,0,68834.2,0.00116912
19705,10.0.0.6,10.0.0.2,15,15,0,0,1.03827e+06,0.00286484
19706,10.0.0.2,10.0.0.6,8,8,0,0,68341.3,0.00133601
19707,10.0.0.2,10.0.0.8,15,15,0,0,1.03872e+06,0.0028409
19708,10.0.0.8,10.0.0.2,8,8,0,0,68328.8,0.00133601
19709,10.0.0.1,10.0.0.7,15,15,0,0,1.03641e+06,0.00297078
19710,10.0.0.7,10.0.0.1,8,8,0,0,68341.3,0.001336
19711,10.0.0.1,10.0.0.4,15,15,0,0,1.03898e+06,0.00509462
19712,10.0.0.4,10.0.0.1,8,8,0,0,71728.3,0.00139013
19713,10.0.0.3,10.0.0.9,15,15,0,0,1.03778e+06,0.00328081
19714,10.0.0.9,10.0.0.3,8,8,0,0,68947.1,0.001336
19715,10.0.0.6,10.0.0.4,15,15,0,0,1.03679e+06,0.00290958
19716,10.0.0.4,10.0.0.6,8,8,0,0,68340.7,0.00133613
19717,10.0.0.1,10.0.0.6,15,15,0,0,1.03647e+06,0.00301877
19718,10.0.0.6,10.0.0.1,8,8,0,0,68341.3,0.001336
19719,10.0.0.15,10.0.0.13,15,15,0,0,1.0371e+06,0.00287777
19720,10.0.0.13,10.0.0.15,8,8,0,0,68341.3,0.001336
19721,10.0.0.14,10.0.0.9,15,15,0,0,1.03811e+06,0.00286277
19722,10.0.0.9,10.0.0.14,8,8,0,0,68341.3,0.001336
19723,10.0.0.8,10.0.0.5,15,15,0,0,1.03901e+06,0.00282195
19724,10.0.0.5,10.0.0.8,8,8,0,0,68341.3,0.00133601
19725,10.0.0.3,10.0.0.2,15,15,0,0,1.03643e+06,0.00298683
19726,10.0.0.2,10.0.0.3,8,8,0,0,68328.8,0.001336
19727,10.0.0.6,10.0.0.11,15,15,0,0,1.03869e+06,0.00284301
19728,10.0.0.11,10.0.0.6,8,8,0,0,68328.8,0.00133601
19729,10.0.0.11,10.0.0.1,15,15,0,0,1.03647e+06,0.00289306
19730,10.0.0.1,10.0.0.11,8,8,0,0,68341.3,0.00133601
19731,10.0.0.14,10.0.0.9,15,15,0,0,1.03647e+06,0.00289295
19732,10.0.0.9,10.0.0.14,8,8,0,0,68341.3,0.001336
19733,10.0.0.6,10.0.0.5,15,15,0,0,1.03785e+06,0.00289613
19734,10.0.0.5,10.0.0.6,8,8,0,0,68341.3,0.00133601
19735,10.0.0.10,10.0.0.15,15,15,0,0,1.03905e+06,0.00280918
19736,10.0.0.15,10.0.0.10,8,8,0,0,68341.3,0.00133601
19737,10.0.0.5,10.0.0.4,15,15,0,0,1.03776e+06,0.00282601
19738,10.0.0.4,10.0.0.5,8,8,0,0,68328.2,0.00133614
19739,10.0.0.3,10.0.0.11,15,15,0,0,1.03746e+06,0.00431027
19740,10.0.0.11,10.0.0.3,8,8,0,0,70403.3,0.00133601
19741,10.0.0.2,10.0.0.3,15,15,0,0,1.03696e+06,0.00292715
19742,10.0.0.3,10.0.0.2,8,8,0,0,68341.3,0.001336
19743,10.0.0.11,10.0.0.10,15,15,0,0,1.03881e+06,0.00285033
19744,10.0.0.10,10.0.0.11,8,8,0,0,68341.3,0.00133601
19745,10.0.0.6,10.0.0.13,15,15,0,0,1.03773e+06,0.00290721
19746,10.0.0.13,10.0.0.6,8,8,0,0,68341.3,0.001336
19747,10.0.0.11,10.0.0.4,14,14,0,0,945317,0.0070548
19748,10.0.0.4,10.0.0.11,7,7,0,0,65722.5,0.00116912
19749,10.0.0.2,10.0.0.10,15,15,0,0,1.03661e+06,0.00300524
19750,10.0.0.10,10.0.0.2,8,8,0,0,68341.3,0.001336
19751,10.0.0.2,10.0.0.3,15,15,0,0,1.03647e+06,0.00297424
19752,10.0.0.3,10.0.0.2,8,8,0,0,68328.8,0.001336
19753,10.0.0.11,10.0.0.1,15,15,0,0,1.03647e+06,0.00300141
19754,10.0.0.1,10.0.0.11,8,8,0,0,68328.8,0.00133601
19755,10.0.0.6,10.0.0.2,15,15,0,0,1.0368e+06,0.00289747
19756,10.0.0.2,10.0.0.6,8,8,0,0,68341.3,0.00133601
19757,10.0.0.10,10.0.0.14,15,15,0,0,1.03657e+06,0.00292853
19758,10.0.0.14,10.0.0.10,8,8,0,0,68341.3,0.00133601
19759,10.0.0.7,10.0.0.15,15,15,0,0,1.03879e+06,0.00287859
19760,10.0.0.15,10.0.0.7,8,8,0,0,68341.3,0.00133601
19761,10.0.0.5,10.0.0.3,15,15,0,0,1.03829e+06,0.00283647
19762,10.0.0.3,10.0.0.5,8,8,0,0,68341.3,0.001336
19763,10.0.0.2,10.0.0.11,15,15,0,0,1.03632e+06,0.00289865
19764,10.0.0.11,10.0.0.2,8,8,0,0,68341.3,0.00133601
19765,10.0.0.5,10.0.0.2,15,15,0,0,1.03793e+06,0.00284353
19766,10.0.0.2,10.0.0.5,8,8,0,0,68341.3,0.001336
19767,10.0.0.14,10.0.0.1,15,15,0,0,1.03711e+06,0.00528871
19768,10.0.0.1,10.0.0.14,8,8,0,0,71797.9,0.00133601
19769,10.0.0.8,10.0.0.5,15,15,0,0,1.03755e+06,0.00290677
19770,10.0.0.5,10.0.0.8,8,8,0,0,68341.3,0.00133601
19771,10.0.0.2,10.0.0.9,15,15,0,0,1.03864e+06,0.00285666
19772,10.0.0.9,10.0.0.2,8,8,0,0,68341.3,0.001336
19773,10.0.0.1,10.0.0.2,15,15,0,0,1.03889e+06,0.00287783
19774,10.0.0.2,10.0.0.1,8,8,0,0,68328.8,0.00133601
19775,10.0.0.7,10.0.0.9,15,15,0,0,1.03625e+06,0.00293189
19776,10.0.0.9,10.0.0.7,8,8,0,0,68328.8,0.00133601
19777,10.0.0.7,10.0.0.6,15,15,0,0,1.03673e+06,0.00298478
19778,10.0.0.6,10.0.0.7,8,8,0,0,68341.3,0.001336
19779,10.0.0.3,10.0.0.8,15,15,0,0,1.0374e+06,0.00295695
19780,10.0.0.8,10.0.0.3,8,8,0,0,68328.8,0.00133601
19781,10.0.0.13,10.0.0.14,15,15,0,0,1.03728e+06,0.00297784
19782,10.0.0.14,10.0.0.13,8,8,0,0,68341.3,0.001336
19783,10.0.0.7,10.0.0.8,15,15,0,0,1.03809e+06,0.00284584
19784,10.0.0.8,10.0.0.7,8,8,0,0,68341.3,0.001336
19785,10.0.0.12,10.0.0.5,15,15,0,0,1.03627e+06,0.00295701
19786,10.0.0.5,10.0.0.12,8,8,0,0,68328.8,0.00133601
19787,10.0.0.13,10.0.0.1,15,15,0,0,1.03826e+06,0.0029109
19788,10.0.0.1,10.0.0.13,8,8,0,0,68341.3,0.001336
19789,10.0.0.2,10.0.0.12,15,15,0,0,1.03893e+06,0.00279307
19790,10.0.0.12,10.0.0.2,8,8,0,0,68341.3,0.00133601
19791,10.0.0.11,10.0.0.3,15,15,0,0,1.03874e+06,0.00287413
19792,10.0.0.3,10.0.0.11,8,8,0,0,68341.3,0.00133601
