time,nodeId,x,y,z,node_type,speed
44.3,6,5.98645,0.0907673,0.21446,0,0.0303718
44.3,7,6.62272,0.45578,-1.81348,0,0.06368
44.3,8,7.74875,-0.211,-3.14836,0,0.0202237
44.3,9,1.08037,6.049,-6.52729,0,0.0235176
44.3,10,1.046,-0.366,-0.35,0,0
44.3,11,1.091,1.565,1.19,0,0
44.3,12,2.722,0.377,2.3,0,0
44.3,13,2.43,0.61,-6.19,0,0
44.3,14,3.981,1.043,0.02,0,0
44.4,0,-0.009,0.011,0.00763333,0,0.00333333
44.4,1,1.011,0.0173067,0.0142667,0,0.00495536
44.4,2,1.99403,0.078,0.01216,0,0.00731057
44.4,3,2.988,0.067,0.03,0,0
44.4,4,4.017,0.055,0.04,0,0
44.4,5,5.045,0.0718033,0.0143667,0,0.00495536
44.4,6,5.98615,0.0904007,0.21146,0,0.0303718
44.4,7,6.62212,0.456147,-1.81981,0,0.06368
44.4,8,7.74905,-0.211,-3.14636,0,0.0202237
44.4,9,1.08007,6.049,-6.52496,0,0.0235176
44.4,10,1.046,-0.366,-0.35,0,0
44.4,11,1.091,1.565,1.19,0,0
44.4,12,2.722,0.377,2.3,0,0
44.4,13,2.43,0.61,-6.19,0,0
44.4,14,3.981,1.043,0.02,0,0
44.5,0,-0.009,0.011,0.00796667,0,0.00333333
44.5,1,1.011,0.01694,0.0146,0,0.00495536
44.5,2,1.99373,0.078,0.0128267,0,0.00731057
44.5,3,2.988,0.067,0.03,0,0
44.5,4,4.017,0.055,0.04,0,0
44.5,5,5.045,0.07217,0.0147,0,0.00495536
44.5,6,5.98585,0.090034,0.20846,0,0.0303718
44.5,7,6.62152,0.456513,-1.82614,0,0.06368
44.5,8,7.74935,-0.211,-3.14436,0,0.0202237
44.5,9,1.07977,6.049,-6.52262,0,0.0235176
44.5,10,1.046,-0.366,-0.35,0,0
44.5,11,1.091,1.565,1.19,0,0
44.5,12,2.722,0.377,2.3,0,0
44.5,13,2.43,0.61,-6.19,0,0
44.5,14,3.981,1.043,0.02,0,0
44.6,0,-0.009,0.011,0.0083,0,0.00333333
44.6,1,1.011,0.0165733,0.0149333,0,0.00495536
44.6,2,1.99343,0.078,0.0134933,0,0.00731057
44.6,3,2.988,0.067,0.03,0,0
44.6,4,4.017,0.055,0.04,0,0
44.6,5,5.045,0.0725367,0.0150333,0,0.00495536
44.6,6,5.98555,0.0896673,0.20546,0,0.0303718
44.6,7,6.62092,0.45688,-1.83247,0,0.06368
