time,node_id,channel,tx_power,data_rate,neighbors,interference_dBm,worst_sinr_dB
0.1,0,0,17.9043,9,14,-69.9812,18.5566
0.1,1,2,17.5,9,14,-69.9702,19.5547
0.1,2,0,17.7154,9,14,-69.9443,18.9973
0.1,3,1,18.0745,9,14,-69.9361,18.1595
0.1,4,2,18.953,9,14,-69.8554,16.1097
0.1,5,0,17.6844,9,14,-69.7016,19.0698
0.1,6,0,17.5,9,14,-69.8799,19.8892
0.1,7,2,18.483,9,14,-69.8044,17.2064
0.1,8,2,19,9,14,-69.8859,14.296
0.1,9,1,18.7514,9,14,-69.8441,16.58
0.1,10,1,17.6522,9,14,-69.8427,19.1448
0.1,11,0,19,9,14,-69.8211,14.3607
0.1,12,2,17.5,9,14,-69.8247,20.1041
0.1,13,1,18.751,9,14,-69.9503,16.5809
0.1,14,0,17.9717,9,14,-69.679,18.3993
0.2,0,0,17.9043,9,14,-69.9771,18.5536
0.2,1,2,17.5,9,14,-69.9663,19.5525
0.2,2,0,17.7154,9,14,-69.9407,18.9917
0.2,3,1,18.0745,9,14,-69.9327,18.1539
0.2,4,2,18.953,9,14,-69.8502,16.1075
0.2,5,0,17.6844,9,14,-69.6981,19.0676
0.2,6,0,17.5,9,14,-69.8759,19.887
0.2,7,2,18.483,9,14,-69.8017,17.2008
0.2,8,2,19,9,14,-69.8838,14.2904
0.2,9,1,18.7514,9,14,-69.8411,16.5744
0.2,10,1,17.6522,9,14,-69.8389,19.1427
0.2,11,0,19,9,14,-69.8154,14.3585
0.2,12,2,17.5,9,14,-69.8209,20.102
0.2,13,1,18.751,9,14,-69.9454,16.5787
0.2,14,0,17.9717,9,14,-69.6758,18.3937
0.3,0,0,17.9043,9,14,-69.973,18.5506
0.3,1,2,17.5,9,14,-69.9624,19.5503
0.3,2,0,17.7154,9,14,-69.9371,18.9861
0.3,3,1,18.0745,9,14,-69.9293,18.1483
0.3,4,2,18.953,9,14,-69.8451,16.1053
0.3,5,0,17.6844,9,14,-69.6946,19.0654
0.3,6,0,17.5,9,14,-69.8718,19.8848
0.3,7,2,18.483,9,14,-69.7989,17.1952
0.3,8,2,19,9,14,-69.8816,14.2848
0.3,9,1,18.7514,9,14,-69.838,16.5688
0.3,10,1,17.6522,9,14,-69.835,19.1405
0.3,11,0,19,9,14,-69.8098,14.3564
0.3,12,2,17.5,9,14,-69.8172,20.0998
0.3,13,1,18.751,9,14,-69.9405,16.5765
0.3,14,0,17.9717,9,14,-69.6726,18.3881
0.4,0,0,17.9043,9,14,-69.9689,18.5476
0.4,1,2,17.5,9,14,-69.9584,19.5481
0.4,2,0,17.7154,9,14,-69.9334,18.9805
0.4,3,1,18.0745,9,14,-69.9259,18.1427
0.4,4,2,18.953,9,14,-69.8399,16.1031
0.4,5,0,17.6844,9,14,-69.6911,19.0632
0.4,6,0,17.5,9,14,-69.8678,19.8826
0.4,7,2,18.483,9,14,-69.7962,17.1896
0.4,8,2,19,9,14,-69.8793,14.2792
0.4,9,1,18.7514,9,14,-69.835,16.5632
0.4,10,1,17.6522,9,14,-69.8311,19.1383
0.4,11,0,19,9,14,-69.8042,14.3541
0.4,12,2,17.5,9,14,-69.8134,20.0976
0.4,13,1,18.751,9,14,-69.9355,16.5743
0.4,14,0,17.9717,9,14,-69.6694,18.3825
0.5,0,0,17.9043,9,14,-69.9647,18.5445
0.5,1,2,17.5,9,14,-69.9544,19.5459
0.5,2,0,17.7154,9,14,-69.9298,18.9749
0.5,3,1,18.0745,9,14,-69.9224,18.1371
0.5,4,2,18.953,9,14,-69.8348,16.1009
0.5,5,0,17.6844,9,14,-69.6876,19.061
0.5,6,0,17.5,9,14,-69.8637,19.8804
0.5,7,2,18.483,9,14,-69.7934,17.184
0.5,8,2,19,9,14,-69.8771,14.2736
0.5,9,1,18.7514,9,14,-69.8319,16.5576
0.5,10,1,17.6522,9,14,-69.8272,19.136
0.5,11,0,19,9,14,-69.7986,14.3519
0.5,12,2,17.5,9,14,-69.8096,20.0953
0.5,13,1,18.751,9,14,-69.9306,16.5721
0.5,14,0,17.9717,9,14,-69.6662,18.3768
0.6,0,0,16.0886,12,14,-69.9606,16.7257
0.6,1,2,15.2996,12,14,-67.5252,14.9151
