time,communication_mode,recovery_policy,leader_node_id,failure_active,recovery_active,stabilization_active,active_node_count,effective_recovery_policy,decision_reason,scene_type,operation_mode
130.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
130.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
131.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
131.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
132.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
132.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
133.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
133.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
134.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
134.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
135.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
135.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
136.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
136.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
137.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
137.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
138.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
138.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
139.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
139.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
140.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
140.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
141.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
141.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
142.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
142.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
143.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
143.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
144.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
144.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
145.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
145.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
146.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
146.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
147.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
147.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
148.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
148.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
149.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
149.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
150.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
150.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
151.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
151.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
152.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
152.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
153.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
153.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
154.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
154.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
155.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
155.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
156.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
156.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
157.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
157.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
158.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
158.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
159.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
159.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
160.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
160.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
161.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
161.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
162.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
162.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
163.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
163.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
164.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
164.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
165.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
165.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
166.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
166.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
167.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
167.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
168.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
168.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
169.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
169.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
170.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
170.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
171.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
171.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
172.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
172.6,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
173.1,hybrid,global_recovery,0,false,true,false,15,global_recovery,requested_global_recovery_applied,urban,cooperative
