FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
6715,10.0.0.6,10.0.0.9,15,15,0,0,1.03905e+06,0.00287239
6716,10.0.0.9,10.0.0.6,8,8,0,0,68341.3,0.001336
6717,10.0.0.8,10.0.0.4,15,15,0,0,1.03904e+06,0.00282774
6718,10.0.0.4,10.0.0.8,8,8,0,0,68341.2,0.00133602
6719,10.0.0.12,10.0.0.13,15,15,0,0,1.03787e+06,0.00282304
6720,10.0.0.13,10.0.0.12,8,8,0,0,68341.2,0.00133602
6721,10.0.0.4,10.0.0.1,15,15,0,0,1.03684e+06,0.00286707
6722,10.0.0.1,10.0.0.4,8,8,0,0,68328.7,0.00133602
6723,10.0.0.12,10.0.0.5,15,15,0,0,1.03708e+06,0.00286241
6724,10.0.0.5,10.0.0.12,8,8,0,0,68341,0.00133607
6725,10.0.0.14,10.0.0.10,15,15,0,0,1.03873e+06,0.002832
6726,10.0.0.10,10.0.0.14,8,8,0,0,68340.7,0.00133612
6727,10.0.0.4,10.0.0.8,15,15,0,0,1.03804e+06,0.00281562
6728,10.0.0.8,10.0.0.4,8,8,0,0,68341.2,0.00133602
6729,10.0.0.8,10.0.0.9,15,15,0,0,1.03904e+06,0.00284556
6730,10.0.0.9,10.0.0.8,8,8,0,0,68341.3,0.00133601
6731,10.0.0.10,10.0.0.7,15,15,0,0,1.03749e+06,0.00292145
6732,10.0.0.7,10.0.0.10,8,8,0,0,68341.3,0.001336
6733,10.0.0.4,10.0.0.9,15,15,0,0,1.03854e+06,0.0027858
6734,10.0.0.9,10.0.0.4,8,8,0,0,68328.7,0.00133602
6735,10.0.0.1,10.0.0.14,15,15,0,0,1.03878e+06,0.00280899
6736,10.0.0.14,10.0.0.1,8,8,0,0,68340.8,0.00133611
6737,10.0.0.5,10.0.0.7,15,15,0,0,1.03836e+06,0.00284741
6738,10.0.0.7,10.0.0.5,8,8,0,0,68341.3,0.001336
6739,10.0.0.12,10.0.0.1,15,15,0,0,1.03699e+06,0.00287964
6740,10.0.0.1,10.0.0.12,8,8,0,0,68328.5,0.00133606
6741,10.0.0.12,10.0.0.3,15,15,0,0,1.03804e+06,0.00290641
6742,10.0.0.3,10.0.0.12,8,8,0,0,68341,0.00133607
6743,10.0.0.15,10.0.0.12,15,15,0,0,1.03906e+06,0.00279114
6744,10.0.0.12,10.0.0.15,8,8,0,0,68340.9,0.00133608
6745,10.0.0.3,10.0.0.10,15,15,0,0,1.03883e+06,0.00287518
6746,10.0.0.10,10.0.0.3,8,8,0,0,68341.3,0.00133601
6747,10.0.0.3,10.0.0.11,13,13,0,0,854151,0.0108421
6748,10.0.0.11,10.0.0.3,7,7,0,0,72098.5,0.001259
6749,10.0.0.12,10.0.0.10,15,15,0,0,1.03811e+06,0.00287264
6750,10.0.0.10,10.0.0.12,8,8,0,0,68341,0.00133607
6751,10.0.0.9,10.0.0.14,15,15,0,0,1.03728e+06,0.00288903
6752,10.0.0.14,10.0.0.9,8,8,0,0,68340.8,0.00133611
6753,10.0.0.8,10.0.0.7,15,15,0,0,1.03848e+06,0.0028998
6754,10.0.0.7,10.0.0.8,8,8,0,0,68341.2,0.00133602
6755,10.0.0.9,10.0.0.3,15,15,0,0,1.03688e+06,0.00290792
6756,10.0.0.3,10.0.0.9,8,8,0,0,68341.2,0.00133602
6757,10.0.0.10,10.0.0.14,15,15,0,0,1.03899e+06,0.00279829
6758,10.0.0.14,10.0.0.10,8,8,0,0,68340.7,0.00133612
6759,10.0.0.15,10.0.0.3,15,15,0,0,1.03757e+06,0.00286185
6760,10.0.0.3,10.0.0.15,8,8,0,0,68328.1,0.00133615
6761,10.0.0.10,10.0.0.6,15,15,0,0,1.03648e+06,0.00299102
6762,10.0.0.6,10.0.0.10,8,8,0,0,68341.2,0.00133602
6763,10.0.0.3,10.0.0.8,15,15,0,0,1.03686e+06,0.00291014
6764,10.0.0.8,10.0.0.3,8,8,0,0,68341.2,0.00133602
