time_s,nodeId,x,y,z
40,3,2.9833,0.044,0.00477667
40,4,3.981,0.0642,-0.0176667
40,5,4.98532,0.1,0.01
40,6,5.967,0.135009,-0.0318267
40,7,4.23506,0.476976,2.17716
40,8,7.971,0.133,0.03
40,9,5.551,1.809,-0.98
40,10,0.763,1.276,1.12
40,11,-4.504,3.718,-0.02
40,12,1.525,1.654,0.74
40,13,-2.279,1.376,-0.52
40,14,3.44,3.085,1.38
41,0,0,-0.011,-0.03
41,1,0.962998,0.003234,-0.02706
41,2,1.98568,0,-0.01
41,3,2.9863,0.044,0.00811
41,4,3.981,0.0602,-0.0143333
41,5,4.98832,0.1,0.01
41,6,5.96836,0.131343,-0.03
41,7,5.6704,0.285466,2.15248
41,8,7.971,0.133,0.03
41,9,5.551,1.809,-0.98
41,10,0.763,1.276,1.12
41,11,-4.504,3.718,-0.02
41,12,1.525,1.654,0.74
41,13,-2.279,1.376,-0.52
41,14,3.44,3.085,1.38
42,0,0,-0.011,-0.03
42,1,0.958315,0,-0.0296067
42,2,1.98268,0,-0.01
42,3,2.988,0.044,0.01
42,4,3.981,0.0562,-0.011
42,5,4.99132,0.1,0.01
42,6,5.97136,0.127676,-0.03
42,7,6.978,0.111652,2.12941
42,8,7.971,0.133,0.03
42,9,5.551,1.809,-0.98
42,10,0.763,1.276,1.12
42,11,-4.504,3.718,-0.02
42,12,1.525,1.654,0.74
42,13,-2.279,1.376,-0.52
42,14,3.44,3.085,1.38
43,0,0,-0.011,-0.0333267
43,1,0.960981,0,-0.0262733
43,2,1.97968,0,-0.01
43,3,2.988,0.044,0.01
43,4,3.981,0.0578,-0.01
43,5,4.992,0.1,0.01
43,6,5.97436,0.124009,-0.03
43,7,6.978,0.118983,2.12274
43,8,7.971,0.133,0.03
43,9,5.551,1.809,-0.98
43,10,0.763,1.276,1.12
43,11,-4.504,3.718,-0.02
43,12,1.525,1.654,0.74
43,13,-2.279,1.376,-0.52
43,14,3.44,3.085,1.38
44,0,0,-0.011,-0.03666
44,1,0.963648,0,-0.02294
