time_s,nodeId,eventType
138.818,1,Rx Data
138.822,6,Tx Data
138.822,1,Rx Data
138.822,1,Tx Ack
138.822,6,Rx Ack
138.826,6,Tx Data
138.826,1,Rx Data
138.830,6,Tx Data
138.830,1,Rx Data
138.830,1,Tx Ack
138.830,6,Rx Ack
138.834,6,Tx Data
138.834,1,Rx Data
138.838,6,Tx Data
138.838,1,Rx Data
138.838,1,Tx Ack
138.838,6,Rx Ack
138.842,6,Tx Data
138.842,1,Rx Data
138.846,6,Tx Data
138.846,1,Rx Data
138.846,1,Tx Ack
138.847,6,Rx Ack
138.850,6,Tx Ack
138.850,1,Rx Ack
138.850,1,Tx Ack
138.850,6,Rx Ack
138.850,6,Tx Ack
138.851,1,Rx Ack
139.001,13,Tx Ack
139.001,7,Rx Ack
139.001,7,Tx Ack
139.002,13,Rx Ack
139.005,7,Tx Data
139.006,13,Rx Data
139.006,13,Tx Ack
139.006,7,Rx Ack
139.009,7,Tx Data
139.010,13,Rx Data
139.014,7,Tx Data
139.014,13,Rx Data
139.014,13,Tx Ack
139.014,7,Rx Ack
139.018,7,Tx Data
139.018,13,Rx Data
139.022,7,Tx Data
139.022,13,Rx Data
139.022,13,Tx Ack
139.022,7,Rx Ack
139.026,7,Tx Data
139.026,13,Rx Data
139.030,7,Tx Data
139.030,13,Rx Data
139.030,13,Tx Ack
139.030,7,Rx Ack
139.034,7,Tx Data
139.034,13,Rx Data
139.038,7,Tx Data
139.038,13,Rx Data
139.038,13,Tx Ack
139.038,7,Rx Ack
139.042,7,Tx Data
139.042,13,Rx Data
139.046,7,Tx Data
139.047,13,Rx Data
139.047,13,Tx Ack
139.047,7,Rx Ack
139.050,7,Tx Ack
139.050,13,Rx Ack
139.050,13,Tx Ack
139.050,7,Rx Ack
139.050,7,Tx Ack
139.051,13,Rx Ack
139.801,8,Tx Ack
139.801,10,Rx Ack
139.801,10,Tx Ack
139.802,8,Rx Ack
139.805,10,Tx Data
139.806,8,Rx Data
139.806,8,Tx Ack
139.806,10,Rx Ack
139.809,10,Tx Data
139.810,8,Rx Data
139.814,10,Tx Data
139.814,8,Rx Data
139.814,8,Tx Ack
139.814,10,Rx Ack
139.818,10,Tx Data
139.818,8,Rx Data
139.822,10,Tx Data
139.822,8,Rx Data
139.822,8,Tx Ack
139.822,10,Rx Ack
139.826,10,Tx Data
139.826,8,Rx Data
139.830,10,Tx Data
139.830,8,Rx Data
139.830,8,Tx Ack
139.830,10,Rx Ack
139.834,10,Tx Data
139.834,8,Rx Data
139.838,10,Tx Data
139.838,8,Rx Data
139.838,8,Tx Ack
139.838,10,Rx Ack
139.842,10,Tx Data
139.842,8,Rx Data
139.846,10,Tx Data
139.847,8,Rx Data
139.847,8,Tx Ack
139.847,10,Rx Ack
139.850,10,Tx Ack
139.850,8,Rx Ack
139.850,8,Tx Ack
139.850,10,Rx Ack
139.850,10,Tx Ack
139.851,8,Rx Ack
140.001,7,Tx Ack
140.001,8,Rx Ack
140.001,8,Tx Ack
140.001,7,Rx Ack
140.005,8,Tx Data
140.006,7,Rx Data
140.006,7,Tx Ack
140.006,8,Rx Ack
140.009,8,Tx Data
140.010,7,Rx Data
140.014,8,Tx Data
140.014,7,Rx Data
140.014,7,Tx Ack
140.014,8,Rx Ack
140.018,8,Tx Data
140.018,7,Rx Data
140.022,8,Tx Data
140.022,7,Rx Data
140.022,7,Tx Ack
140.022,8,Rx Ack
140.026,8,Tx Data
140.026,7,Rx Data
140.030,8,Tx Data
140.030,7,Rx Data
140.030,7,Tx Ack
140.030,8,Rx Ack
140.034,8,Tx Data
140.034,7,Rx Data
140.038,8,Tx Data
140.038,7,Rx Data
140.038,7,Tx Ack
140.038,8,Rx Ack
140.042,8,Tx Data
140.042,7,Rx Data
140.046,8,Tx Data
140.047,7,Rx Data
140.047,7,Tx Ack
140.047,8,Rx Ack
140.050,8,Tx Ack
140.050,7,Rx Ack
140.050,7,Tx Ack
140.050,8,Rx Ack
140.050,8,Tx Ack
140.050,7,Rx Ack
140.201,5,Tx Ack
140.201,11,Rx Ack
140.201,11,Tx Ack
140.201,5,Rx Ack
140.205,11,Tx Data
140.206,5,Rx Data
140.206,5,Tx Ack
140.206,11,Rx Ack
140.209,11,Tx Data
140.210,5,Rx Data
140.214,11,Tx Data
140.214,5,Rx Data
140.214,5,Tx Ack
140.214,11,Rx Ack
140.218,11,Tx Data
140.218,5,Rx Data
140.222,11,Tx Data
140.222,5,Rx Data
140.222,5,Tx Ack
140.222,11,Rx Ack
140.226,11,Tx Data
140.226,5,Rx Data
140.230,11,Tx Data
140.230,5,Rx Data
140.230,5,Tx Ack
140.230,11,Rx Ack
140.234,11,Tx Data
140.234,5,Rx Data
140.238,11,Tx Data
140.238,5,Rx Data
140.238,5,Tx Ack
140.238,11,Rx Ack
140.242,11,Tx Data
140.242,5,Rx Data
140.246,11,Tx Data
140.247,5,Rx Data
140.247,5,Tx Ack
140.247,11,Rx Ack
140.250,11,Tx Ack
140.250,5,Rx Ack
140.250,5,Tx Ack
140.250,11,Rx Ack
140.250,11,Tx Ack
140.250,5,Rx Ack
141.001,14,Tx Ack
141.001,7,Rx Ack
141.001,7,Tx Ack
141.001,14,Rx Ack
141.005,7,Tx Data
141.006,14,Rx Data
141.006,14,Tx Ack
141.006,7,Rx Ack
141.009,7,Tx Data
141.010,14,Rx Data
141.014,7,Tx Data
141.014,14,Rx Data
141.014,14,Tx Ack
141.014,7,Rx Ack
141.018,7,Tx Data
141.018,14,Rx Data
141.022,7,Tx Data
141.022,14,Rx Data
141.022,14,Tx Ack
141.022,7,Rx Ack
141.026,7,Tx Data
141.026,14,Rx Data
141.030,7,Tx Data
141.030,14,Rx Data
141.030,14,Tx Ack
141.030,7,Rx Ack
141.034,7,Tx Data
141.034,14,Rx Data
141.038,7,Tx Data
141.038,14,Rx Data
141.038,14,Tx Ack
141.038,7,Rx Ack
141.042,7,Tx Data
141.042,14,Rx Data
141.046,7,Tx Data
141.047,14,Rx Data
141.047,14,Tx Ack
141.047,7,Rx Ack
141.050,7,Tx Ack
141.050,14,Rx Ack
141.050,14,Tx Ack
141.050,7,Rx Ack
141.050,7,Tx Ack
141.050,14,Rx Ack
141.410,5,Tx Ack
141.414,2,Rx Ack
141.414,2,Tx Ack
141.414,5,Rx Ack
141.418,2,Tx Data
141.418,5,Rx Data
141.418,5,Tx Ack
141.418,2,Rx Ack
141.422,2,Tx Data
141.422,5,Rx Data
141.426,2,Tx Data
141.426,5,Rx Data
141.426,5,Tx Ack
141.426,2,Rx Ack
141.430,2,Tx Data
141.430,5,Rx Data
141.434,2,Tx Data
141.434,5,Rx Data
141.434,5,Tx Ack
141.435,2,Rx Ack
141.438,2,Tx Data
141.438,5,Rx Data
141.442,2,Tx Data
141.443,5,Rx Data
141.443,5,Tx Ack
141.443,2,Rx Ack
141.446,2,Tx Data
141.447,5,Rx Data
141.450,2,Tx Ack
141.450,5,Rx Ack
141.450,5,Tx Ack
141.450,2,Rx Ack
141.450,2,Tx Ack
141.451,5,Rx Ack
141.801,5,Tx Ack
141.801,11,Rx Ack
141.801,11,Tx Ack
141.802,5,Rx Ack
141.805,11,Tx Data
141.806,5,Rx Data
141.806,5,Tx Ack
141.806,11,Rx Ack
141.809,11,Tx Data
141.810,5,Rx Data
141.814,11,Tx Data
141.814,5,Rx Data
141.814,5,Tx Ack
141.814,11,Rx Ack
141.818,11,Tx Data
141.818,5,Rx Data
141.822,11,Tx Data
141.822,5,Rx Data
141.822,5,Tx Ack
141.822,11,Rx Ack
141.826,11,Tx Data
141.826,5,Rx Data
141.830,11,Tx Data
141.830,5,Rx Data
141.830,5,Tx Ack
141.830,11,Rx Ack
141.834,11,Tx Data
141.834,5,Rx Data
141.838,11,Tx Data
141.838,5,Rx Data
141.838,5,Tx Ack
141.838,11,Rx Ack
141.842,11,Tx Data
141.842,5,Rx Data
141.846,11,Tx Data
141.846,5,Rx Data
141.846,5,Tx Ack
141.847,11,Rx Ack
141.850,11,Tx Ack
141.850,5,Rx Ack
141.850,5,Tx Ack
141.850,11,Rx Ack
141.850,11,Tx Ack
141.850,5,Rx Ack
142.801,1,Tx Ack
142.801,4,Rx Ack
142.801,4,Tx Ack
142.802,1,Rx Ack
142.805,4,Tx Data
142.806,1,Rx Data
142.806,1,Tx Ack
142.806,4,Rx Ack
142.809,4,Tx Data
142.810,1,Rx Data
142.814,4,Tx Data
142.814,1,Rx Data
142.814,1,Tx Ack
142.814,4,Rx Ack
142.818,4,Tx Data
142.818,1,Rx Data
142.822,4,Tx Data
142.822,1,Rx Data
142.822,1,Tx Ack
142.822,4,Rx Ack
142.826,4,Tx Data
142.826,1,Rx Data
142.830,4,Tx Data
142.830,1,Rx Data
142.830,1,Tx Ack
142.830,4,Rx Ack
142.834,4,Tx Data
142.834,1,Rx Data
142.838,4,Tx Data
142.838,1,Rx Data
142.838,1,Tx Ack
142.838,4,Rx Ack
142.842,4,Tx Data
142.842,1,Rx Data
142.846,4,Tx Data
142.846,1,Rx Data
142.846,1,Tx Ack
142.847,4,Rx Ack
142.850,4,Tx Ack
142.850,1,Rx Ack
142.850,1,Tx Ack
142.850,4,Rx Ack
142.850,4,Tx Ack
142.850,1,Rx Ack
143.001,12,Tx Ack
143.001,4,Rx Ack
143.001,4,Tx Ack
143.001,12,Rx Ack
143.005,4,Tx Data
143.006,12,Rx Data
143.006,12,Tx Ack
143.006,4,Rx Ack
143.009,4,Tx Data
143.010,12,Rx Data
143.014,4,Tx Data
143.014,12,Rx Data
143.014,12,Tx Ack
143.014,4,Rx Ack
143.018,4,Tx Data
143.018,12,Rx Data
143.022,4,Tx Data
143.022,12,Rx Data
143.022,12,Tx Ack
143.022,4,Rx Ack
143.026,4,Tx Data
143.026,12,Rx Data
143.030,4,Tx Data
143.030,12,Rx Data
143.030,12,Tx Ack
143.030,4,Rx Ack
143.034,4,Tx Data
143.034,12,Rx Data
143.038,4,Tx Data
143.038,12,Rx Data
143.038,12,Tx Ack
143.038,4,Rx Ack
143.042,4,Tx Data
143.042,12,Rx Data
143.046,4,Tx Data
143.047,12,Rx Data
143.047,12,Tx Ack
143.047,4,Rx Ack
143.050,4,Tx Ack
143.050,12,Rx Ack
143.050,12,Tx Ack
143.050,4,Rx Ack
143.050,4,Tx Ack
143.050,12,Rx Ack
143.601,14,Tx Ack
143.601,0,Rx Ack
143.601,0,Tx Ack
143.602,14,Rx Ack
143.605,0,Tx Data
143.606,14,Rx Data
143.606,14,Tx Ack
143.606,0,Rx Ack
143.609,0,Tx Data
143.610,14,Rx Data
143.614,0,Tx Data
143.614,14,Rx Data
143.614,14,Tx Ack
143.614,0,Rx Ack
143.618,0,Tx Data
143.618,14,Rx Data
143.622,0,Tx Data
143.622,14,Rx Data
143.622,14,Tx Ack
143.622,0,Rx Ack
143.626,0,Tx Data
143.626,14,Rx Data
143.630,0,Tx Data
143.630,14,Rx Data
143.630,14,Tx Ack
143.630,0,Rx Ack
143.634,0,Tx Data
143.634,14,Rx Data
143.638,0,Tx Data
143.638,14,Rx Data
143.638,14,Tx Ack
143.638,0,Rx Ack
143.642,0,Tx Data
143.642,14,Rx Data
143.646,0,Tx Data
143.646,14,Rx Data
143.646,14,Tx Ack
143.647,0,Rx Ack
143.650,0,Tx Ack
143.650,14,Rx Ack
143.650,14,Tx Ack
143.650,0,Rx Ack
143.650,0,Tx Ack
143.650,14,Rx Ack
144.001,1,Tx Ack
144.001,4,Rx Ack
144.001,4,Tx Ack
144.002,1,Rx Ack
144.005,4,Tx Data
144.006,1,Rx Data
144.006,1,Tx Ack
144.006,4,Rx Ack
144.009,4,Tx Data
144.010,1,Rx Data
144.014,4,Tx Data
144.014,1,Rx Data
144.014,1,Tx Ack
144.014,4,Rx Ack
144.018,4,Tx Data
144.018,1,Rx Data
144.022,4,Tx Data
144.022,1,Rx Data
144.022,1,Tx Ack
144.022,4,Rx Ack
144.026,4,Tx Data
144.026,1,Rx Data
144.030,4,Tx Data
144.030,1,Rx Data
144.030,1,Tx Ack
144.030,4,Rx Ack
144.034,4,Tx Data
144.034,1,Rx Data
144.038,4,Tx Data
144.038,1,Rx Data
144.038,1,Tx Ack
144.038,4,Rx Ack
144.042,4,Tx Data
144.042,1,Rx Data
144.046,4,Tx Data
144.047,1,Rx Data
144.047,1,Tx Ack
144.047,4,Rx Ack
144.050,4,Tx Ack
144.050,1,Rx Ack
144.050,1,Tx Ack
144.050,4,Rx Ack
144.050,4,Tx Ack
144.050,1,Rx Ack
144.201,2,Tx Ack
144.201,8,Rx Ack
144.201,8,Tx Ack
144.201,2,Rx Ack
144.205,8,Tx Data
144.206,2,Rx Data
144.206,2,Tx Ack
144.206,8,Rx Ack
144.209,8,Tx Data
144.210,2,Rx Data
144.214,8,Tx Data
144.214,2,Rx Data
144.214,2,Tx Ack
144.214,8,Rx Ack
144.218,8,Tx Data
144.218,2,Rx Data
144.222,8,Tx Data
144.222,2,Rx Data
144.222,2,Tx Ack
144.222,8,Rx Ack
144.226,8,Tx Data
144.226,2,Rx Data
144.230,8,Tx Data
144.230,2,Rx Data
144.230,2,Tx Ack
144.230,8,Rx Ack
144.234,8,Tx Data
144.234,2,Rx Data
144.238,8,Tx Data
144.238,2,Rx Data
144.238,2,Tx Ack
144.238,8,Rx Ack
144.242,8,Tx Data
144.242,2,Rx Data
144.246,8,Tx Data
144.246,2,Rx Data
144.246,2,Tx Ack
144.247,8,Rx Ack
144.250,8,Tx Ack
144.250,2,Rx Ack
144.250,2,Tx Ack
144.250,8,Rx Ack
144.250,8,Tx Ack
144.250,2,Rx Ack
144.601,7,Tx Ack
144.601,9,Rx Ack
144.601,9,Tx Ack
144.601,7,Rx Ack
144.605,9,Tx Data
144.606,7,Rx Data
144.606,7,Tx Ack
144.606,9,Rx Ack
144.609,9,Tx Data
144.610,7,Rx Data
144.614,9,Tx Data
144.614,7,Rx Data
144.614,7,Tx Ack
144.614,9,Rx Ack
144.618,9,Tx Data
144.618,7,Rx Data
144.622,9,Tx Data
144.622,7,Rx Data
144.622,7,Tx Ack
144.622,9,Rx Ack
144.626,9,Tx Data
144.626,7,Rx Data
144.630,9,Tx Data
144.630,7,Rx Data
144.630,7,Tx Ack
144.630,9,Rx Ack
144.634,9,Tx Data
144.634,7,Rx Data
144.638,9,Tx Data
144.638,7,Rx Data
144.638,7,Tx Ack
144.638,9,Rx Ack
144.642,9,Tx Data
144.642,7,Rx Data
144.646,9,Tx Data
144.647,7,Rx Data
144.647,7,Tx Ack
144.647,9,Rx Ack
144.650,9,Tx Ack
144.650,7,Rx Ack
144.650,7,Tx Ack
144.650,9,Rx Ack
144.650,9,Tx Ack
144.650,7,Rx Ack
144.801,1,Tx Ack
144.801,14,Rx Ack
144.801,14,Tx Ack
144.801,1,Rx Ack
144.805,14,Tx Data
144.806,1,Rx Data
144.806,1,Tx Ack
144.806,14,Rx Ack
144.809,14,Tx Data
144.810,1,Rx Data
144.814,14,Tx Data
144.814,1,Rx Data
144.814,1,Tx Ack
144.814,14,Rx Ack
144.818,14,Tx Data
144.818,1,Rx Data
144.822,14,Tx Data
144.822,1,Rx Data
144.822,1,Tx Ack
144.822,14,Rx Ack
144.826,14,Tx Data
144.826,1,Rx Data
144.830,14,Tx Data
144.830,1,Rx Data
144.830,1,Tx Ack
144.830,14,Rx Ack
144.834,14,Tx Data
144.834,1,Rx Data
144.838,14,Tx Data
144.838,1,Rx Data
144.838,1,Tx Ack
144.838,14,Rx Ack
144.842,14,Tx Data
144.842,1,Rx Data
144.846,14,Tx Data
144.847,1,Rx Data
144.847,1,Tx Ack
144.847,14,Rx Ack
144.850,14,Tx Ack
144.850,1,Rx Ack
144.850,1,Tx Ack
144.850,14,Rx Ack
144.850,14,Tx Ack
144.850,1,Rx Ack
145.601,8,Tx Ack
145.601,5,Rx Ack
145.601,5,Tx Ack
145.602,8,Rx Ack
145.605,5,Tx Data
145.606,8,Rx Data
145.606,8,Tx Ack
145.606,5,Rx Ack
145.609,5,Tx Data
145.610,8,Rx Data
145.614,5,Tx Data
145.614,8,Rx Data
145.614,8,Tx Ack
145.614,5,Rx Ack
145.618,5,Tx Data
145.618,8,Rx Data
145.622,5,Tx Data
145.622,8,Rx Data
145.622,8,Tx Ack
145.622,5,Rx Ack
145.626,5,Tx Data
145.626,8,Rx Data
145.630,5,Tx Data
145.630,8,Rx Data
145.630,8,Tx Ack
145.630,5,Rx Ack
145.634,5,Tx Data
145.634,8,Rx Data
145.638,5,Tx Data
145.638,8,Rx Data
145.638,8,Tx Ack
145.638,5,Rx Ack
145.642,5,Tx Data
145.642,8,Rx Data
145.646,5,Tx Data
145.647,8,Rx Data
145.647,8,Tx Ack
145.647,5,Rx Ack
145.650,5,Tx Ack
145.650,8,Rx Ack
145.650,8,Tx Ack
145.650,5,Rx Ack
145.650,5,Tx Ack
145.650,8,Rx Ack
146.001,7,Tx Ack
146.001,14,Rx Ack
146.001,14,Tx Ack
146.001,7,Rx Ack
146.005,14,Tx Data
146.006,7,Rx Data
146.006,7,Tx Ack
146.006,14,Rx Ack
146.009,14,Tx Data
146.010,7,Rx Data
146.014,14,Tx Data
146.014,7,Rx Data
146.014,7,Tx Ack
146.014,14,Rx Ack
146.018,14,Tx Data
146.018,7,Rx Data
146.022,14,Tx Data
146.022,7,Rx Data
146.022,7,Tx Ack
146.022,14,Rx Ack
146.026,14,Tx Data
146.026,7,Rx Data
146.030,14,Tx Data
146.030,7,Rx Data
146.030,7,Tx Ack
146.030,14,Rx Ack
146.034,14,Tx Data
146.034,7,Rx Data
146.038,14,Tx Data
146.038,7,Rx Data
146.038,7,Tx Ack
146.038,14,Rx Ack
146.042,14,Tx Data
146.042,7,Rx Data
146.046,14,Tx Data
146.047,7,Rx Data
146.047,7,Tx Ack
146.047,14,Rx Ack
146.050,14,Tx Ack
146.050,7,Rx Ack
146.050,7,Tx Ack
146.050,14,Rx Ack
146.050,14,Tx Ack
146.051,7,Rx Ack
146.601,5,Tx Ack
146.601,2,Rx Ack
146.601,2,Tx Ack
146.601,5,Rx Ack
146.605,2,Tx Data
146.606,5,Rx Data
146.606,5,Tx Ack
146.606,2,Rx Ack
146.609,2,Tx Data
146.610,5,Rx Data
146.614,2,Tx Data
146.614,5,Rx Data
146.614,5,Tx Ack
146.614,2,Rx Ack
146.618,2,Tx Data
146.618,5,Rx Data
146.622,2,Tx Data
146.622,5,Rx Data
146.622,5,Tx Ack
146.622,2,Rx Ack
146.626,2,Tx Data
146.626,5,Rx Data
146.630,2,Tx Data
146.630,5,Rx Data
146.630,5,Tx Ack
146.630,2,Rx Ack
146.634,2,Tx Data
146.634,5,Rx Data
146.638,2,Tx Data
146.638,5,Rx Data
146.638,5,Tx Ack
146.638,2,Rx Ack
146.642,2,Tx Data
146.642,5,Rx Data
146.646,2,Tx Data
146.646,5,Rx Data
146.646,5,Tx Ack
146.647,2,Rx Ack
146.650,2,Tx Ack
146.650,5,Rx Ack
146.650,5,Tx Ack
146.650,2,Rx Ack
146.650,2,Tx Ack
146.650,5,Rx Ack
146.801,4,Tx Ack
146.801,12,Rx Ack
146.801,12,Tx Ack
146.801,4,Rx Ack
146.805,12,Tx Data
146.806,4,Rx Data
146.806,4,Tx Ack
146.806,12,Rx Ack
146.809,12,Tx Data
146.810,4,Rx Data
146.814,12,Tx Data
146.814,4,Rx Data
146.814,4,Tx Ack
146.814,12,Rx Ack
146.818,12,Tx Data
146.818,4,Rx Data
146.822,12,Tx Data
146.822,4,Rx Data
146.822,4,Tx Ack
146.822,12,Rx Ack
146.826,12,Tx Data
146.826,4,Rx Data
146.830,12,Tx Data
146.830,4,Rx Data
146.830,4,Tx Ack
146.830,12,Rx Ack
146.834,12,Tx Data
146.834,4,Rx Data
146.838,12,Tx Data
146.838,4,Rx Data
146.838,4,Tx Ack
146.838,12,Rx Ack
146.842,12,Tx Data
146.842,4,Rx Data
146.846,12,Tx Data
146.847,4,Rx Data
146.847,4,Tx Ack
146.847,12,Rx Ack
146.850,12,Tx Ack
146.850,4,Rx Ack
146.850,4,Tx Ack
146.850,12,Rx Ack
146.850,12,Tx Ack
146.850,4,Rx Ack
147.401,3,Tx Ack
147.401,4,Rx Ack
147.401,4,Tx Ack
147.401,3,Rx Ack
147.405,4,Tx Data
147.406,3,Rx Data
147.406,3,Tx Ack
147.406,4,Rx Ack
147.409,4,Tx Data
147.410,3,Rx Data
147.414,4,Tx Data
147.414,3,Rx Data
147.414,3,Tx Ack
147.414,4,Rx Ack
147.418,4,Tx Data
147.418,3,Rx Data
147.422,4,Tx Data
147.422,3,Rx Data
147.422,3,Tx Ack
147.422,4,Rx Ack
147.426,4,Tx Data
147.426,3,Rx Data
147.430,4,Tx Data
147.430,3,Rx Data
147.430,3,Tx Ack
147.430,4,Rx Ack
147.434,4,Tx Data
147.434,3,Rx Data
147.438,4,Tx Data
147.438,3,Rx Data
147.438,3,Tx Ack
147.438,4,Rx Ack
147.442,4,Tx Data
147.442,3,Rx Data
147.446,4,Tx Data
147.446,3,Rx Data
147.446,3,Tx Ack
147.447,4,Rx Ack
147.450,4,Tx Ack
147.450,3,Rx Ack
147.450,3,Tx Ack
147.450,4,Rx Ack
147.450,4,Tx Ack
147.450,3,Rx Ack
149.601,11,Tx Ack
149.601,10,Rx Ack
149.601,10,Tx Ack
149.601,11,Rx Ack
149.605,10,Tx Data
149.606,11,Rx Data
149.606,11,Tx Ack
149.606,10,Rx Ack
149.609,10,Tx Data
149.610,11,Rx Data
149.614,10,Tx Data
149.614,11,Rx Data
149.614,11,Tx Ack
149.614,10,Rx Ack
149.618,10,Tx Data
149.618,11,Rx Data
149.622,10,Tx Data
149.622,11,Rx Data
149.622,11,Tx Ack
149.622,10,Rx Ack
149.626,10,Tx Data
149.626,11,Rx Data
149.630,10,Tx Data
149.630,11,Rx Data
149.630,11,Tx Ack
149.630,10,Rx Ack
149.634,10,Tx Data
149.634,11,Rx Data
149.638,10,Tx Data
149.638,11,Rx Data
149.638,11,Tx Ack
149.638,10,Rx Ack
149.642,10,Tx Data
149.642,11,Rx Data
149.646,10,Tx Data
149.647,11,Rx Data
149.647,11,Tx Ack
149.647,10,Rx Ack
149.650,10,Tx Ack
149.650,11,Rx Ack
149.650,11,Tx Ack
149.650,10,Rx Ack
149.650,10,Tx Ack
149.650,11,Rx Ack
150.201,4,Tx Ack
150.201,7,Rx Ack
150.201,7,Tx Ack
150.201,4,Rx Ack
150.205,7,Tx Data
150.206,4,Rx Data
150.206,4,Tx Ack
150.206,7,Rx Ack
150.209,7,Tx Data
150.210,4,Rx Data
150.214,7,Tx Data
150.214,4,Rx Data
150.214,4,Tx Ack
150.214,7,Rx Ack
150.218,7,Tx Data
150.218,4,Rx Data
150.222,7,Tx Data
150.222,4,Rx Data
150.222,4,Tx Ack
150.222,7,Rx Ack
150.226,7,Tx Data
150.226,4,Rx Data
150.230,7,Tx Data
150.230,4,Rx Data
150.230,4,Tx Ack
150.230,7,Rx Ack
150.234,7,Tx Data
150.234,4,Rx Data
150.238,7,Tx Data
150.238,4,Rx Data
150.238,4,Tx Ack
150.238,7,Rx Ack
150.242,7,Tx Data
150.242,4,Rx Data
150.246,7,Tx Data
150.247,4,Rx Data
150.247,4,Tx Ack
150.247,7,Rx Ack
150.250,7,Tx Ack
150.250,4,Rx Ack
150.250,4,Tx Ack
150.250,7,Rx Ack
150.250,7,Tx Ack
150.250,4,Rx Ack
151.201,12,Tx Ack
151.201,7,Rx Ack
151.201,7,Tx Ack
151.201,12,Rx Ack
151.205,7,Tx Data
151.206,12,Rx Data
151.206,12,Tx Ack
151.206,7,Rx Ack
151.209,7,Tx Data
151.210,12,Rx Data
151.214,7,Tx Data
151.214,12,Rx Data
151.214,12,Tx Ack
151.214,7,Rx Ack
151.218,7,Tx Data
151.218,12,Rx Data
151.222,7,Tx Data
151.222,12,Rx Data
151.222,12,Tx Ack
151.222,7,Rx Ack
151.226,7,Tx Data
151.226,12,Rx Data
151.230,7,Tx Data
151.230,12,Rx Data
151.230,12,Tx Ack
151.230,7,Rx Ack
151.234,7,Tx Data
151.234,12,Rx Data
151.238,7,Tx Data
151.238,12,Rx Data
151.238,12,Tx Ack
151.238,7,Rx Ack
151.242,7,Tx Data
151.242,12,Rx Data
151.246,7,Tx Data
151.247,12,Rx Data
151.247,12,Tx Ack
151.247,7,Rx Ack
151.250,7,Tx Ack
151.250,12,Rx Ack
151.250,12,Tx Ack
151.250,7,Rx Ack
151.250,7,Tx Ack
151.251,12,Rx Ack
151.601,2,Tx Ack
151.601,4,Rx Ack
151.601,4,Tx Ack
151.601,2,Rx Ack
151.605,4,Tx Data
151.606,2,Rx Data
151.606,2,Tx Ack
151.606,4,Rx Ack
151.609,4,Tx Data
151.610,2,Rx Data
151.614,4,Tx Data
151.614,2,Rx Data
151.614,2,Tx Ack
151.614,4,Rx Ack
151.618,4,Tx Data
151.618,2,Rx Data
151.622,4,Tx Data
151.622,2,Rx Data
151.622,2,Tx Ack
151.622,4,Rx Ack
151.626,4,Tx Data
151.626,2,Rx Data
151.630,4,Tx Data
151.630,2,Rx Data
151.630,2,Tx Ack
151.630,4,Rx Ack
151.634,4,Tx Data
151.634,2,Rx Data
151.638,4,Tx Data
151.638,2,Rx Data
151.638,2,Tx Ack
151.638,4,Rx Ack
151.642,4,Tx Data
151.642,2,Rx Data
151.646,4,Tx Data
151.646,2,Rx Data
151.646,2,Tx Ack
151.647,4,Rx Ack
151.650,4,Tx Ack
151.650,2,Rx Ack
151.650,2,Tx Ack
151.650,4,Rx Ack
151.650,4,Tx Ack
151.651,2,Rx Ack
152.201,12,Tx Ack
152.201,8,Rx Ack
152.201,8,Tx Ack
152.201,12,Rx Ack
152.205,8,Tx Data
152.206,12,Rx Data
152.206,12,Tx Ack
152.206,8,Rx Ack
152.209,8,Tx Data
152.210,12,Rx Data
152.214,8,Tx Data
152.214,12,Rx Data
152.214,12,Tx Ack
152.214,8,Rx Ack
152.218,8,Tx Data
152.218,12,Rx Data
152.222,8,Tx Data
152.222,12,Rx Data
152.222,12,Tx Ack
152.222,8,Rx Ack
152.226,8,Tx Data
152.226,12,Rx Data
152.230,8,Tx Data
152.230,12,Rx Data
152.230,12,Tx Ack
152.230,8,Rx Ack
152.234,8,Tx Data
152.234,12,Rx Data
152.238,8,Tx Data
152.238,12,Rx Data
152.238,12,Tx Ack
152.238,8,Rx Ack
152.242,8,Tx Data
152.242,12,Rx Data
152.246,8,Tx Data
152.247,12,Rx Data
152.247,12,Tx Ack
152.247,8,Rx Ack
152.250,8,Tx Ack
152.250,12,Rx Ack
152.250,12,Tx Ack
152.250,8,Rx Ack
152.250,8,Tx Ack
152.250,12,Rx Ack
153.001,8,Tx Ack
153.001,12,Rx Ack
153.001,12,Tx Ack
153.002,8,Rx Ack
153.005,12,Tx Data
153.006,8,Rx Data
153.006,8,Tx Ack
153.006,12,Rx Ack
153.009,12,Tx Data
153.010,8,Rx Data
153.014,12,Tx Data
153.014,8,Rx Data
153.014,8,Tx Ack
153.014,12,Rx Ack
153.018,12,Tx Data
153.018,8,Rx Data
153.022,12,Tx Data
153.022,8,Rx Data
153.022,8,Tx Ack
153.022,12,Rx Ack
153.026,12,Tx Data
153.026,8,Rx Data
153.030,12,Tx Data
153.030,8,Rx Data
153.030,8,Tx Ack
153.030,12,Rx Ack
153.034,12,Tx Data
153.034,8,Rx Data
153.038,12,Tx Data
153.038,8,Rx Data
153.038,8,Tx Ack
153.038,12,Rx Ack
153.042,12,Tx Data
153.042,8,Rx Data
153.046,12,Tx Data
153.047,8,Rx Data
153.047,8,Tx Ack
153.047,12,Rx Ack
153.050,12,Tx Ack
153.050,8,Rx Ack
153.050,8,Tx Ack
153.050,12,Rx Ack
153.050,12,Tx Ack
