time,node_id,channel,tx_power,data_rate,neighbors,interference_dBm,worst_sinr_dB
0.1,0,1,22,6,14,-70.6182,-2.67424
0.1,1,1,22,9,14,-71.2189,7.15944
0.1,2,2,22,9,14,-70.1214,0.716272
0.1,3,0,22,9,14,-70.0622,0.817864
0.1,4,0,22,6,14,-70.3495,-1.21216
0.1,5,2,22,9,14,-71.464,8.39963
0.1,6,1,22,9,14,-71.6395,4.35328
0.1,7,2,22,6,14,-69.9835,-0.0899712
0.1,8,0,22,9,14,-71.6391,3.83197
0.1,9,2,22,9,14,-70.2184,-0.014555
0.1,10,1,22,9,14,-69.9851,1.72567
0.1,11,0,22,6,14,-70.7019,1.18969
0.1,12,2,22,9,14,-70.0994,-0.0125689
0.1,13,1,22,9,14,-70.1084,0.0351479
0.1,14,0,22,9,14,-70.3214,-0.212136
0.2,0,1,22,6,14,-70.6061,-2.68422
0.2,1,1,22,9,14,-71.1971,7.13988
0.2,2,2,22,9,14,-70.1101,0.706289
0.2,3,0,22,9,14,-70.0512,0.807882
0.2,4,0,22,6,14,-70.3376,-1.22214
0.2,5,2,22,9,14,-71.4431,8.37683
0.2,6,1,22,9,14,-71.6189,4.33048
0.2,7,2,22,6,14,-69.9732,-0.0999537
0.2,8,0,22,9,14,-71.6188,3.80916
0.2,9,2,22,9,14,-70.2059,-0.0245376
0.2,10,1,22,9,14,-69.9729,1.71568
0.2,11,0,22,6,14,-70.679,1.17014
0.2,12,2,22,9,14,-70.0876,-0.0225514
0.2,13,1,22,9,14,-70.0968,0.0251653
0.2,14,0,22,9,14,-70.309,-0.222205
0.3,0,1,22,6,14,-70.5938,-2.69426
0.3,1,1,22,9,14,-71.1752,7.12018
0.3,2,2,22,9,14,-70.0986,0.696248
0.3,3,0,22,9,14,-70.0402,0.797841
0.3,4,0,22,6,14,-70.3256,-1.23218
0.3,5,2,22,9,14,-71.4221,8.35377
0.3,6,1,22,9,14,-71.5982,4.30742
0.3,7,2,22,6,14,-69.9629,-0.109995
0.3,8,0,22,9,14,-71.5984,3.78611
0.3,9,2,22,9,14,-70.1933,-0.0345784
0.3,10,1,22,9,14,-69.9607,1.70564
0.3,11,0,22,6,14,-70.6559,1.15044
0.3,12,2,22,9,14,-70.0757,-0.0325923
0.3,13,1,22,9,14,-70.0852,0.0151245
0.3,14,0,22,9,14,-70.2965,-0.232332
0.4,0,1,22,6,14,-70.5815,-2.70437
0.4,1,1,22,9,14,-71.153,7.10033
0.4,2,2,22,9,14,-70.0871,0.686144
0.4,3,0,22,9,14,-70.0291,0.787737
0.4,4,0,22,6,14,-70.3136,-1.24228
0.4,5,2,22,9,14,-71.4009,8.33046
0.4,6,1,22,9,14,-71.5773,4.28411
0.4,7,2,22,6,14,-69.9526,-0.120099
0.4,8,0,22,9,14,-71.5777,3.76279
0.4,9,2,22,9,14,-70.1807,-0.0446825
0.4,10,1,22,9,14,-69.9484,1.69554
0.4,11,0,22,6,14,-70.6325,1.13059
0.4,12,2,22,9,14,-70.0638,-0.0426963
0.4,13,1,22,9,14,-70.0735,0.00502042
0.4,14,0,22,9,14,-70.284,-0.242521
0.5,0,1,22,6,14,-70.5691,-2.71454
0.5,1,1,22,9,14,-71.1306,7.08034
0.5,2,2,22,9,14,-70.0755,0.675972
0.5,3,0,22,9,14,-70.0179,0.777565
0.5,4,0,22,6,14,-70.3015,-1.25246
0.5,5,2,22,9,14,-71.3794,8.30689
0.5,6,1,22,9,14,-71.5563,4.26054
0.5,7,2,22,6,14,-69.9421,-0.130271
0.5,8,0,22,9,14,-71.5569,3.73922
0.5,9,2,22,9,14,-70.168,-0.0548546
0.5,10,1,22,9,14,-69.936,1.68537
0.5,11,0,22,6,14,-70.6088,1.11059
0.5,12,2,22,9,14,-70.0518,-0.0528684
0.5,13,1,22,9,14,-70.0617,-0.00515168
0.5,14,0,22,9,14,-70.2714,-0.252779
0.6,0,1,24,6,14,-72.1547,1.5275
0.6,1,1,24,12,14,-71.1081,9.06019
0.6,2,2,24,12,14,-71.8089,4.91801
0.6,3,0,24,12,14,-71.7697,5.0196
0.6,4,0,24,9,14,-71.9573,2.98958
0.6,5,2,24,12,14,-71.3578,10.2831
0.6,6,1,24,12,14,-71.5351,6.2367
0.6,7,2,24,9,14,-71.7026,4.11176
0.6,8,0,24,12,14,-71.536,5.71539
0.6,9,2,24,12,14,-71.8515,4.18718
0.6,10,1,24,12,14,-71.6879,5.9274
0.6,11,0,24,6,14,-70.5849,3.09045
0.6,12,2,24,12,14,-71.7651,4.18917
0.6,13,1,24,12,14,-71.7799,4.23688
0.6,14,0,24,12,14,-71.9422,3.98917
0.7,0,1,24,6,14,-72.1343,1.5034
0.7,1,1,24,12,14,-71.0852,9.0399
0.7,2,2,24,12,14,-71.7877,4.89391
0.7,3,0,24,12,14,-71.7486,4.99551
0.7,4,0,24,9,14,-71.9365,2.96549
0.7,5,2,24,12,14,-71.336,10.259
0.7,6,1,24,12,14,-71.5137,6.21261
0.7,7,2,24,9,14,-71.6818,4.08767
0.7,8,0,24,12,14,-71.5148,5.6913
0.7,9,2,24,12,14,-71.8302,4.16309
0.7,10,1,24,12,14,-71.6662,5.90331
0.7,11,0,24,6,14,-70.5607,3.07016
0.7,12,2,24,12,14,-71.7439,4.16507
0.7,13,1,24,12,14,-71.7588,4.21279
0.7,14,0,24,12,14,-71.9211,3.96499
0.8,0,1,24,6,14,-72.1137,1.47905
0.8,1,1,24,12,14,-71.0622,9.01946
0.8,2,2,24,12,14,-71.7664,4.86956
0.8,3,0,24,12,14,-71.7274,4.97115
0.8,4,0,24,9,14,-71.9155,2.94113
0.8,5,2,24,12,14,-71.314,10.2346
0.8,6,1,24,12,14,-71.4921,6.18826
0.8,7,2,24,9,14,-71.6608,4.06332
0.8,8,0,24,12,14,-71.4935,5.66694
0.8,9,2,24,12,14,-71.8087,4.13873
0.8,10,1,24,12,14,-71.6443,5.87895
0.8,11,0,24,6,14,-70.5363,3.04971
0.8,12,2,24,12,14,-71.7226,4.14072
0.8,13,1,24,12,14,-71.7375,4.18844
0.8,14,0,24,12,14,-71.8997,3.94055
0.9,0,1,24,6,14,-72.093,1.45443
0.9,1,1,24,12,14,-71.039,8.99887
0.9,2,2,24,12,14,-71.7449,4.84494
0.9,3,0,24,12,14,-71.7059,4.94653
0.9,4,0,24,9,14,-71.8944,2.91651
0.9,5,2,24,12,14,-71.2919,10.21
0.9,6,1,24,12,14,-71.4703,6.16364
0.9,7,2,24,9,14,-71.6397,4.0387
0.9,8,0,24,12,14,-71.4721,5.64232
0.9,9,2,24,12,14,-71.787,4.11411
0.9,10,1,24,12,14,-71.6223,5.85434
0.9,11,0,24,6,14,-70.5116,3.02912
0.9,12,2,24,12,14,-71.701,4.1161
0.9,13,1,24,12,14,-71.716,4.16382
0.9,14,0,24,12,14,-71.8782,3.91585
1,0,1,24,6,14,-72.0722,1.42954
1,1,1,24,12,14,-71.0155,8.97813
1,2,2,24,12,14,-71.7233,4.82006
1,3,0,24,12,14,-71.6843,4.92165
1,4,0,24,9,14,-71.8731,2.89163
1,5,2,24,12,14,-71.2695,10.1851
1,6,1,24,12,14,-71.4484,6.13875
1,7,2,24,9,14,-71.6184,4.01381
1,8,0,24,12,14,-71.4505,5.61744
1,9,2,24,12,14,-71.7652,4.08923
1,10,1,24,12,14,-71.6,5.82945
1,11,0,24,6,14,-70.4866,3.00839
1,12,2,24,12,14,-71.6793,4.09121
1,13,1,24,12,14,-71.6944,4.13893
1,14,0,24,12,14,-71.8565,3.89087
1.1,0,1,26,9,14,-72.0512,3.40439
1.1,1,1,26,18,14,-70.9918,10.9572
1.1,2,2,26,18,14,-71.7015,6.7949
1.1,3,0,26,18,14,-71.6626,6.89649
1.1,4,0,26,12,14,-71.8517,4.86647
1.1,5,2,26,18,14,-71.2469,12.16
1.1,6,1,26,18,14,-71.4263,8.1136
1.1,7,2,26,12,14,-71.597,5.98866
1.1,8,0,26,18,14,-71.4287,7.59228
1.1,9,2,26,18,14,-71.7431,6.06407
1.1,10,1,26,18,14,-71.5776,7.8043
1.1,11,0,26,6,14,-72.2992,6.68027
1.1,12,2,26,18,14,-71.6574,6.06606
1.1,13,1,26,18,14,-71.6726,6.11378
1.1,14,0,26,18,14,-71.8347,5.86563
1.2,0,1,26,9,14,-72.0301,3.37897
1.2,1,1,26,18,14,-70.9679,10.9362
1.2,2,2,26,18,14,-71.6795,6.76948
1.2,3,0,26,18,14,-71.6407,6.87107
1.2,4,0,26,12,14,-71.8301,4.84105
1.2,5,2,26,18,14,-71.2242,12.1345
1.2,6,1,26,18,14,-71.4041,8.08818
1.2,7,2,26,12,14,-71.5754,5.96324
1.2,8,0,26,18,14,-71.4067,7.56686
1.2,9,2,26,18,14,-71.7209,6.03865
1.2,10,1,26,18,14,-71.555,7.77887
1.2,11,0,26,6,14,-72.2718,6.65678
1.2,12,2,26,18,14,-71.6354,6.04064
1.2,13,1,26,18,14,-71.6506,6.08835
1.2,14,0,26,18,14,-71.8126,5.84013
1.3,0,1,26,9,14,-72.0088,3.35327
1.3,1,1,26,18,14,-70.9438,10.915
1.3,2,2,26,18,14,-71.6573,6.74378
1.3,3,0,26,18,14,-71.6186,6.84538
1.3,4,0,26,12,14,-71.8083,4.81536
1.3,5,2,26,18,14,-71.2013,12.1088
1.3,6,1,26,18,14,-71.3816,8.06248
1.3,7,2,26,12,14,-71.5536,5.93754
1.3,8,0,26,18,14,-71.3846,7.54117
1.3,9,2,26,18,14,-71.6986,6.01296
1.3,10,1,26,18,14,-71.5322,7.75318
1.3,11,0,26,6,14,-72.2441,6.63319
1.3,12,2,26,18,14,-71.6132,6.01494
1.3,13,1,26,18,14,-71.6285,6.06266
1.3,14,0,26,18,14,-71.7904,5.81435
1.4,0,1,26,9,14,-71.9873,3.32731
1.4,1,1,26,18,14,-71.7618,11.6781
1.4,2,2,26,18,14,-71.6349,6.71782
1.4,3,0,26,18,14,-71.5963,6.81941
1.4,4,0,26,12,14,-71.7864,4.78939
1.4,5,2,26,18,14,-71.1781,12.0829
1.4,6,1,26,18,14,-71.359,8.03651
1.4,7,2,26,12,14,-71.5317,5.91157
1.4,8,0,26,18,14,-71.3623,7.5152
1.4,9,2,26,18,14,-71.676,5.98699
1.4,10,1,26,18,14,-71.5092,7.72721
1.4,11,0,26,6,14,-72.2163,6.6095
1.4,12,2,26,18,14,-71.5908,5.98898
1.4,13,1,26,18,14,-71.6062,6.03669
1.4,14,0,26,18,14,-71.7681,5.78829
1.5,0,1,26,9,14,-71.9657,3.30106
1.5,1,1,26,18,14,-71.7439,11.6618
1.5,2,2,26,18,14,-71.6124,6.69157
