time_s,nodeId,eventType
423.230,4,Rx Data
423.230,4,Tx Ack
423.230,1,Rx Ack
423.234,1,Tx Data
423.234,4,Rx Data
423.238,1,Tx Data
423.238,4,Rx Data
423.238,4,Tx Ack
423.238,1,Rx Ack
423.242,1,Tx Data
423.242,4,Rx Data
423.246,1,Tx Data
423.247,4,Rx Data
423.247,4,Tx Ack
423.247,1,Rx Ack
423.250,1,Tx Ack
423.250,4,Rx Ack
423.250,4,Tx Ack
423.250,1,Rx Ack
423.250,1,Tx Ack
423.250,4,Rx Ack
423.404,0,Tx Ack
423.405,7,Rx Ack
423.405,7,Tx Ack
423.405,0,Rx Ack
423.409,7,Tx Data
423.409,0,Rx Data
423.409,0,Tx Ack
423.409,7,Rx Ack
423.413,7,Tx Data
423.413,0,Rx Data
423.417,7,Tx Data
423.417,0,Rx Data
423.417,0,Tx Ack
423.417,7,Rx Ack
423.421,7,Tx Data
423.421,0,Rx Data
423.425,7,Tx Data
423.425,0,Rx Data
423.425,0,Tx Ack
423.426,7,Rx Ack
423.429,7,Tx Data
423.429,0,Rx Data
423.433,7,Tx Data
423.434,0,Rx Data
423.434,0,Tx Ack
423.434,7,Rx Ack
423.437,7,Tx Data
423.438,0,Rx Data
423.442,7,Tx Data
423.442,0,Rx Data
423.442,0,Tx Ack
423.442,7,Rx Ack
423.446,7,Tx Data
423.446,0,Rx Data
423.450,7,Tx Data
423.450,0,Rx Data
423.450,0,Tx Ack
423.450,7,Tx Ack
423.450,7,Rx Ack
423.450,0,Rx Ack
423.450,0,Tx Ack
423.451,7,Rx Ack
423.451,7,Tx Ack
423.451,0,Rx Ack
423.801,10,Tx Ack
423.801,11,Rx Ack
423.801,11,Tx Ack
423.802,10,Rx Ack
423.805,11,Tx Data
423.806,10,Rx Data
423.806,10,Tx Ack
423.806,11,Rx Ack
423.809,11,Tx Data
423.810,10,Rx Data
423.814,11,Tx Data
423.814,10,Rx Data
423.814,10,Tx Ack
423.814,11,Rx Ack
423.818,11,Tx Data
423.818,10,Rx Data
423.822,11,Tx Data
423.822,10,Rx Data
423.822,10,Tx Ack
423.822,11,Rx Ack
423.826,11,Tx Data
423.826,10,Rx Data
423.830,11,Tx Data
423.830,10,Rx Data
423.830,10,Tx Ack
423.830,11,Rx Ack
423.834,11,Tx Data
423.834,10,Rx Data
423.838,11,Tx Data
423.838,10,Rx Data
423.838,10,Tx Ack
423.838,11,Rx Ack
423.842,11,Tx Data
423.842,10,Rx Data
423.846,11,Tx Data
423.847,10,Rx Data
423.847,10,Tx Ack
423.847,11,Rx Ack
423.850,11,Tx Ack
423.850,10,Rx Ack
423.850,10,Tx Ack
423.850,11,Rx Ack
423.850,11,Tx Ack
423.850,10,Rx Ack
424.801,14,Tx Ack
424.801,8,Rx Ack
424.801,8,Tx Ack
424.801,14,Rx Ack
424.805,8,Tx Data
424.806,14,Rx Data
424.806,14,Tx Ack
424.806,8,Rx Ack
424.809,8,Tx Data
424.810,14,Rx Data
424.814,8,Tx Data
424.814,14,Rx Data
424.814,14,Tx Ack
424.814,8,Rx Ack
424.818,8,Tx Data
424.818,14,Rx Data
424.822,8,Tx Data
424.822,14,Rx Data
424.822,14,Tx Ack
424.822,8,Rx Ack
424.826,8,Tx Data
424.826,14,Rx Data
424.830,8,Tx Data
424.830,14,Rx Data
424.830,14,Tx Ack
424.830,8,Rx Ack
424.834,8,Tx Data
424.834,14,Rx Data
424.838,8,Tx Data
424.838,14,Rx Data
424.838,14,Tx Ack
424.838,8,Rx Ack
424.842,8,Tx Data
424.842,14,Rx Data
424.846,8,Tx Data
424.847,14,Rx Data
424.847,14,Tx Ack
424.847,8,Rx Ack
424.850,8,Tx Ack
424.850,14,Rx Ack
424.850,14,Tx Ack
424.850,8,Rx Ack
424.850,8,Tx Ack
424.850,14,Rx Ack
425.003,1,Tx Ack
425.004,11,Rx Ack
425.004,11,Tx Ack
425.004,1,Rx Ack
425.008,11,Tx Data
425.008,1,Rx Data
425.008,1,Tx Ack
425.008,11,Rx Ack
425.012,11,Tx Data
425.012,1,Rx Data
425.016,11,Tx Data
425.016,1,Rx Data
425.016,1,Tx Ack
425.016,11,Rx Ack
425.020,11,Tx Data
425.020,1,Rx Data
425.024,11,Tx Data
425.024,1,Rx Data
425.024,1,Tx Ack
425.024,11,Rx Ack
425.028,11,Tx Data
425.028,1,Rx Data
425.032,11,Tx Data
425.032,1,Rx Data
425.032,1,Tx Ack
425.033,11,Rx Ack
425.036,11,Tx Data
425.037,1,Rx Data
425.040,11,Tx Data
425.041,1,Rx Data
425.041,1,Tx Ack
425.041,11,Rx Ack
425.045,11,Tx Data
425.045,1,Rx Data
425.049,11,Tx Data
425.049,1,Rx Data
425.049,1,Tx Ack
425.049,11,Rx Ack
425.050,11,Tx Ack
425.050,1,Rx Ack
425.050,1,Tx Ack
425.050,11,Rx Ack
425.050,11,Tx Ack
425.050,1,Rx Ack
425.201,14,Tx Ack
425.201,0,Rx Ack
425.201,0,Tx Ack
425.202,14,Rx Ack
425.205,0,Tx Data
425.206,14,Rx Data
425.206,14,Tx Ack
425.206,0,Rx Ack
425.209,0,Tx Data
425.210,14,Rx Data
425.214,0,Tx Data
425.214,14,Rx Data
425.214,14,Tx Ack
425.214,0,Rx Ack
425.218,0,Tx Data
425.218,14,Rx Data
425.222,0,Tx Data
425.222,14,Rx Data
425.222,14,Tx Ack
425.222,0,Rx Ack
425.226,0,Tx Data
425.226,14,Rx Data
425.230,0,Tx Data
425.230,14,Rx Data
425.230,14,Tx Ack
425.230,0,Rx Ack
425.234,0,Tx Data
425.234,14,Rx Data
425.238,0,Tx Data
425.238,14,Rx Data
425.238,14,Tx Ack
425.238,0,Rx Ack
425.242,0,Tx Data
425.242,14,Rx Data
425.246,0,Tx Data
425.247,14,Rx Data
425.247,14,Tx Ack
425.247,0,Rx Ack
425.250,0,Tx Ack
425.250,14,Rx Ack
425.250,14,Tx Ack
425.250,0,Rx Ack
425.250,0,Tx Ack
425.251,14,Rx Ack
426.201,3,Tx Ack
426.201,8,Rx Ack
426.201,8,Tx Ack
426.202,3,Rx Ack
426.205,8,Tx Data
426.206,3,Rx Data
426.206,3,Tx Ack
426.206,8,Rx Ack
426.209,8,Tx Data
426.210,3,Rx Data
426.214,8,Tx Data
426.214,3,Rx Data
426.214,3,Tx Ack
426.214,8,Rx Ack
426.218,8,Tx Data
426.218,3,Rx Data
426.222,8,Tx Data
426.222,3,Rx Data
426.222,3,Tx Ack
426.222,8,Rx Ack
426.226,8,Tx Data
426.226,3,Rx Data
426.230,8,Tx Data
426.230,3,Rx Data
426.230,3,Tx Ack
426.230,8,Rx Ack
426.234,8,Tx Data
426.234,3,Rx Data
426.238,8,Tx Data
426.238,3,Rx Data
426.238,3,Tx Ack
426.238,8,Rx Ack
426.242,8,Tx Data
426.242,3,Rx Data
426.246,8,Tx Data
426.247,3,Rx Data
426.247,3,Tx Ack
426.247,8,Rx Ack
426.250,8,Tx Ack
426.250,3,Rx Ack
426.250,3,Tx Ack
426.250,8,Rx Ack
426.250,8,Tx Ack
426.250,3,Rx Ack
427.001,3,Tx Ack
427.001,4,Rx Ack
427.001,4,Tx Ack
427.001,3,Rx Ack
427.005,4,Tx Data
427.006,3,Rx Data
427.006,3,Tx Ack
427.006,4,Rx Ack
427.009,4,Tx Data
427.010,3,Rx Data
427.014,4,Tx Data
427.014,3,Rx Data
427.014,3,Tx Ack
427.014,4,Rx Ack
427.018,4,Tx Data
427.018,3,Rx Data
427.022,4,Tx Data
427.022,3,Rx Data
427.022,3,Tx Ack
427.022,4,Rx Ack
427.026,4,Tx Data
427.026,3,Rx Data
427.030,4,Tx Data
427.030,3,Rx Data
427.030,3,Tx Ack
427.030,4,Rx Ack
427.034,4,Tx Data
427.034,3,Rx Data
427.038,4,Tx Data
427.038,3,Rx Data
427.038,3,Tx Ack
427.038,4,Rx Ack
427.042,4,Tx Data
427.042,3,Rx Data
427.046,4,Tx Data
427.047,3,Rx Data
427.047,3,Tx Ack
427.047,4,Rx Ack
427.050,4,Tx Ack
427.050,3,Rx Ack
427.050,3,Tx Ack
427.050,4,Rx Ack
427.050,4,Tx Ack
427.050,3,Rx Ack
427.601,5,Tx Ack
427.601,7,Rx Ack
427.601,7,Tx Ack
427.602,5,Rx Ack
427.605,7,Tx Data
427.606,5,Rx Data
427.606,5,Tx Ack
427.606,7,Rx Ack
427.609,7,Tx Data
427.610,5,Rx Data
427.614,7,Tx Data
427.614,5,Rx Data
427.614,5,Tx Ack
427.614,7,Rx Ack
427.618,7,Tx Data
427.618,5,Rx Data
427.622,7,Tx Data
427.622,5,Rx Data
427.622,5,Tx Ack
427.622,7,Rx Ack
427.626,7,Tx Data
427.626,5,Rx Data
427.630,7,Tx Data
427.630,5,Rx Data
427.630,5,Tx Ack
427.630,7,Rx Ack
427.634,7,Tx Data
427.634,5,Rx Data
427.638,7,Tx Data
427.638,5,Rx Data
427.638,5,Tx Ack
427.638,7,Rx Ack
427.642,7,Tx Data
427.642,5,Rx Data
427.646,7,Tx Data
427.646,5,Rx Data
427.646,5,Tx Ack
427.647,7,Rx Ack
427.650,7,Tx Ack
427.650,5,Rx Ack
427.650,5,Tx Ack
427.650,7,Rx Ack
427.650,7,Tx Ack
427.651,5,Rx Ack
427.801,0,Tx Ack
427.801,5,Rx Ack
427.801,5,Tx Ack
427.801,0,Rx Ack
427.805,5,Tx Data
427.806,0,Rx Data
427.806,0,Tx Ack
427.806,5,Rx Ack
427.809,5,Tx Data
427.810,0,Rx Data
427.814,5,Tx Data
427.814,0,Rx Data
427.814,0,Tx Ack
427.814,5,Rx Ack
427.818,5,Tx Data
427.818,0,Rx Data
427.822,5,Tx Data
427.822,0,Rx Data
427.822,0,Tx Ack
427.822,5,Rx Ack
427.826,5,Tx Data
427.826,0,Rx Data
427.830,5,Tx Data
427.830,0,Rx Data
427.830,0,Tx Ack
427.830,5,Rx Ack
427.834,5,Tx Data
427.834,0,Rx Data
427.838,5,Tx Data
427.838,0,Rx Data
427.838,0,Tx Ack
427.838,5,Rx Ack
427.842,5,Tx Data
427.842,0,Rx Data
427.846,5,Tx Data
427.847,0,Rx Data
427.847,0,Tx Ack
427.847,5,Rx Ack
427.850,5,Tx Ack
427.850,0,Rx Ack
427.850,0,Tx Ack
427.850,5,Rx Ack
427.850,5,Tx Ack
427.850,0,Rx Ack
428.403,1,Tx Ack
428.404,6,Rx Ack
428.404,6,Tx Ack
428.404,1,Rx Ack
428.408,6,Tx Data
428.408,1,Rx Data
428.408,1,Tx Ack
428.408,6,Rx Ack
428.412,6,Tx Data
428.412,1,Rx Data
428.416,6,Tx Data
428.416,1,Rx Data
428.416,1,Tx Ack
428.416,6,Rx Ack
428.420,6,Tx Data
428.420,1,Rx Data
428.424,6,Tx Data
428.424,1,Rx Data
428.424,1,Tx Ack
428.425,6,Rx Ack
428.428,6,Tx Data
428.428,1,Rx Data
428.432,6,Tx Data
428.433,1,Rx Data
428.433,1,Tx Ack
428.433,6,Rx Ack
428.436,6,Tx Data
428.437,1,Rx Data
428.441,6,Tx Data
428.441,1,Rx Data
428.441,1,Tx Ack
428.441,6,Rx Ack
428.445,6,Tx Data
428.445,1,Rx Data
428.449,6,Tx Data
428.449,1,Rx Data
428.449,1,Tx Ack
428.449,6,Rx Ack
428.450,6,Tx Ack
428.450,1,Rx Ack
428.450,1,Tx Ack
428.450,6,Rx Ack
428.450,6,Tx Ack
428.450,1,Rx Ack
429.601,5,Tx Ack
429.601,1,Rx Ack
429.601,1,Tx Ack
429.601,5,Rx Ack
429.605,1,Tx Data
429.606,5,Rx Data
429.606,5,Tx Ack
429.606,1,Rx Ack
429.609,1,Tx Data
429.610,5,Rx Data
429.614,1,Tx Data
429.614,5,Rx Data
429.614,5,Tx Ack
429.614,1,Rx Ack
429.618,1,Tx Data
429.618,5,Rx Data
429.622,1,Tx Data
429.622,5,Rx Data
429.622,5,Tx Ack
429.622,1,Rx Ack
429.626,1,Tx Data
429.626,5,Rx Data
429.630,1,Tx Data
429.630,5,Rx Data
429.630,5,Tx Ack
429.630,1,Rx Ack
429.634,1,Tx Data
429.634,5,Rx Data
429.638,1,Tx Data
429.638,5,Rx Data
429.638,5,Tx Ack
429.638,1,Rx Ack
429.642,1,Tx Data
429.642,5,Rx Data
429.646,1,Tx Data
429.647,5,Rx Data
429.647,5,Tx Ack
429.647,1,Rx Ack
429.650,1,Tx Ack
429.650,5,Rx Ack
429.650,5,Tx Ack
429.650,1,Rx Ack
429.650,1,Tx Ack
429.650,5,Rx Ack
430.001,9,Tx Ack
430.001,0,Rx Ack
430.001,0,Tx Ack
430.001,9,Rx Ack
430.005,0,Tx Data
430.006,9,Rx Data
430.006,9,Tx Ack
430.006,0,Rx Ack
430.009,0,Tx Data
430.010,9,Rx Data
430.014,0,Tx Data
430.014,9,Rx Data
430.014,9,Tx Ack
430.014,0,Rx Ack
430.018,0,Tx Data
430.018,9,Rx Data
430.022,0,Tx Data
430.022,9,Rx Data
430.022,9,Tx Ack
430.022,0,Rx Ack
430.026,0,Tx Data
430.026,9,Rx Data
430.030,0,Tx Data
430.030,9,Rx Data
430.030,9,Tx Ack
430.030,0,Rx Ack
430.034,0,Tx Data
430.034,9,Rx Data
430.038,0,Tx Data
430.038,9,Rx Data
430.038,9,Tx Ack
430.038,0,Rx Ack
430.042,0,Tx Data
430.042,9,Rx Data
430.046,0,Tx Data
430.047,9,Rx Data
430.047,9,Tx Ack
430.047,0,Rx Ack
430.050,0,Tx Ack
430.050,9,Rx Ack
430.050,9,Tx Ack
430.050,0,Rx Ack
430.050,0,Tx Ack
430.050,9,Rx Ack
430.601,1,Tx Ack
430.601,11,Rx Ack
430.601,11,Tx Ack
430.601,1,Rx Ack
430.605,11,Tx Data
430.606,1,Rx Data
430.606,1,Tx Ack
430.606,11,Rx Ack
430.609,11,Tx Data
430.610,1,Rx Data
430.614,11,Tx Data
430.614,1,Rx Data
430.614,1,Tx Ack
430.614,11,Rx Ack
430.618,11,Tx Data
430.618,1,Rx Data
430.622,11,Tx Data
430.622,1,Rx Data
430.622,1,Tx Ack
430.622,11,Rx Ack
430.626,11,Tx Data
430.626,1,Rx Data
430.630,11,Tx Data
430.630,1,Rx Data
430.630,1,Tx Ack
430.630,11,Rx Ack
430.634,11,Tx Data
430.634,1,Rx Data
430.638,11,Tx Data
430.638,1,Rx Data
430.638,1,Tx Ack
430.638,11,Rx Ack
430.642,11,Tx Data
430.642,1,Rx Data
430.646,11,Tx Data
430.646,1,Rx Data
430.646,1,Tx Ack
430.647,11,Rx Ack
430.650,11,Tx Ack
430.650,1,Rx Ack
430.650,1,Tx Ack
430.650,11,Rx Ack
430.650,11,Tx Ack
430.650,1,Rx Ack
430.801,10,Tx Ack
430.801,0,Rx Ack
430.801,0,Tx Ack
430.802,10,Rx Ack
430.805,0,Tx Data
430.806,10,Rx Data
430.806,10,Tx Ack
430.806,0,Rx Ack
430.809,0,Tx Data
430.810,10,Rx Data
430.814,0,Tx Data
430.814,10,Rx Data
430.814,10,Tx Ack
430.814,0,Rx Ack
430.818,0,Tx Data
430.818,10,Rx Data
430.822,0,Tx Data
430.822,10,Rx Data
430.822,10,Tx Ack
430.822,0,Rx Ack
430.826,0,Tx Data
430.826,10,Rx Data
430.830,0,Tx Data
430.830,10,Rx Data
430.830,10,Tx Ack
430.830,0,Rx Ack
430.834,0,Tx Data
430.834,10,Rx Data
430.838,0,Tx Data
430.838,10,Rx Data
430.838,10,Tx Ack
430.838,0,Rx Ack
430.842,0,Tx Data
430.842,10,Rx Data
430.846,0,Tx Data
430.847,10,Rx Data
430.847,10,Tx Ack
430.847,0,Rx Ack
430.850,0,Tx Ack
430.850,10,Rx Ack
430.850,10,Tx Ack
430.850,0,Rx Ack
430.850,0,Tx Ack
430.850,10,Rx Ack
431.801,1,Tx Ack
431.801,11,Rx Ack
431.801,11,Tx Ack
431.802,1,Rx Ack
431.805,11,Tx Data
431.806,1,Rx Data
431.806,1,Tx Ack
431.806,11,Rx Ack
431.809,11,Tx Data
431.810,1,Rx Data
431.814,11,Tx Data
431.814,1,Rx Data
431.814,1,Tx Ack
431.814,11,Rx Ack
431.818,11,Tx Data
431.818,1,Rx Data
431.822,11,Tx Data
431.822,1,Rx Data
431.822,1,Tx Ack
431.822,11,Rx Ack
431.826,11,Tx Data
431.826,1,Rx Data
431.830,11,Tx Data
431.830,1,Rx Data
431.830,1,Tx Ack
431.830,11,Rx Ack
431.834,11,Tx Data
431.834,1,Rx Data
431.838,11,Tx Data
431.838,1,Rx Data
431.838,1,Tx Ack
431.838,11,Rx Ack
431.842,11,Tx Data
431.842,1,Rx Data
431.846,11,Tx Data
431.847,1,Rx Data
431.847,1,Tx Ack
431.847,11,Rx Ack
431.850,11,Tx Ack
431.850,1,Rx Ack
431.850,1,Tx Ack
431.850,11,Rx Ack
431.850,11,Tx Ack
431.850,1,Rx Ack
432.401,3,Tx Ack
432.401,9,Rx Ack
432.401,9,Tx Ack
432.402,3,Rx Ack
432.405,9,Tx Data
432.406,3,Rx Data
432.406,3,Tx Ack
432.406,9,Rx Ack
432.409,9,Tx Data
432.410,3,Rx Data
432.414,9,Tx Data
432.414,3,Rx Data
432.414,3,Tx Ack
432.414,9,Rx Ack
432.418,9,Tx Data
432.418,3,Rx Data
432.422,9,Tx Data
432.422,3,Rx Data
432.422,3,Tx Ack
432.422,9,Rx Ack
432.426,9,Tx Data
432.426,3,Rx Data
432.430,9,Tx Data
432.430,3,Rx Data
432.430,3,Tx Ack
432.430,9,Rx Ack
432.434,9,Tx Data
432.434,3,Rx Data
432.438,9,Tx Data
432.438,3,Rx Data
432.438,3,Tx Ack
432.438,9,Rx Ack
432.442,9,Tx Data
432.442,3,Rx Data
432.446,9,Tx Data
432.447,3,Rx Data
432.447,3,Tx Ack
432.447,9,Rx Ack
432.450,9,Tx Ack
432.450,3,Rx Ack
432.450,3,Tx Ack
432.450,9,Rx Ack
432.450,9,Tx Ack
432.450,3,Rx Ack
434.001,9,Tx Ack
434.001,1,Rx Ack
434.001,1,Tx Ack
434.002,9,Rx Ack
434.005,1,Tx Data
434.006,9,Rx Data
434.006,9,Tx Ack
434.006,1,Rx Ack
434.009,1,Tx Data
434.010,9,Rx Data
434.014,1,Tx Data
434.014,9,Rx Data
434.014,9,Tx Ack
434.014,1,Rx Ack
434.018,1,Tx Data
434.018,9,Rx Data
434.022,1,Tx Data
434.022,9,Rx Data
434.022,9,Tx Ack
434.022,1,Rx Ack
434.026,1,Tx Data
434.026,9,Rx Data
434.030,1,Tx Data
434.030,9,Rx Data
434.030,9,Tx Ack
434.030,1,Rx Ack
434.034,1,Tx Data
434.034,9,Rx Data
434.038,1,Tx Data
434.038,9,Rx Data
434.038,9,Tx Ack
434.038,1,Rx Ack
434.042,1,Tx Data
434.042,9,Rx Data
434.046,1,Tx Data
434.046,9,Rx Data
434.046,9,Tx Ack
434.047,1,Rx Ack
434.050,1,Tx Ack
434.050,9,Rx Ack
434.050,9,Tx Ack
434.050,1,Rx Ack
434.050,1,Tx Ack
434.050,9,Rx Ack
434.601,3,Tx Ack
434.601,13,Rx Ack
434.601,13,Tx Ack
434.601,3,Rx Ack
434.605,13,Tx Data
434.606,3,Rx Data
434.606,3,Tx Ack
434.606,13,Rx Ack
434.609,13,Tx Data
434.610,3,Rx Data
434.614,13,Tx Data
434.614,3,Rx Data
434.614,3,Tx Ack
434.614,13,Rx Ack
434.618,13,Tx Data
434.618,3,Rx Data
434.622,13,Tx Data
434.622,3,Rx Data
434.622,3,Tx Ack
434.622,13,Rx Ack
434.626,13,Tx Data
434.626,3,Rx Data
434.630,13,Tx Data
434.630,3,Rx Data
434.630,3,Tx Ack
434.630,13,Rx Ack
434.634,13,Tx Data
434.634,3,Rx Data
434.638,13,Tx Data
434.638,3,Rx Data
434.638,3,Tx Ack
434.638,13,Rx Ack
434.642,13,Tx Data
434.642,3,Rx Data
434.646,13,Tx Data
434.646,3,Rx Data
434.646,3,Tx Ack
434.647,13,Rx Ack
434.650,13,Tx Ack
434.650,3,Rx Ack
434.650,3,Tx Ack
434.650,13,Rx Ack
434.650,13,Tx Ack
434.650,3,Rx Ack
435.401,7,Tx Ack
435.401,1,Rx Ack
435.401,1,Tx Ack
435.401,7,Rx Ack
435.405,1,Tx Data
435.406,7,Rx Data
435.406,7,Tx Ack
435.406,1,Rx Ack
435.409,1,Tx Data
435.410,7,Rx Data
435.414,1,Tx Data
435.414,7,Rx Data
435.414,7,Tx Ack
435.414,1,Rx Ack
435.418,1,Tx Data
435.418,7,Rx Data
435.422,1,Tx Data
435.422,7,Rx Data
435.422,7,Tx Ack
435.422,1,Rx Ack
435.426,1,Tx Data
435.426,7,Rx Data
435.430,1,Tx Data
435.430,7,Rx Data
435.430,7,Tx Ack
435.430,1,Rx Ack
435.434,1,Tx Data
435.434,7,Rx Data
435.438,1,Tx Data
435.438,7,Rx Data
435.438,7,Tx Ack
435.438,1,Rx Ack
435.442,1,Tx Data
435.442,7,Rx Data
435.446,1,Tx Data
435.447,7,Rx Data
435.447,7,Tx Ack
435.447,1,Rx Ack
435.450,1,Tx Ack
435.450,7,Rx Ack
435.450,7,Tx Ack
435.450,1,Rx Ack
435.450,1,Tx Ack
435.450,7,Rx Ack
435.610,0,Tx Ack
435.611,6,Rx Ack
435.611,6,Tx Ack
435.611,0,Rx Ack
435.615,6,Tx Data
435.615,0,Rx Data
435.615,0,Tx Ack
435.615,6,Rx Ack
435.619,6,Tx Data
435.619,0,Rx Data
435.623,6,Tx Data
435.623,0,Rx Data
435.623,0,Tx Ack
435.623,6,Rx Ack
435.627,6,Tx Data
435.627,0,Rx Data
435.631,6,Tx Data
435.631,0,Rx Data
435.631,0,Tx Ack
435.631,6,Rx Ack
435.635,6,Tx Data
435.635,0,Rx Data
435.639,6,Tx Data
435.640,0,Rx Data
435.640,0,Tx Ack
435.640,6,Rx Ack
435.643,6,Tx Data
435.644,0,Rx Data
435.647,6,Tx Data
435.648,0,Rx Data
435.648,0,Tx Ack
435.648,6,Rx Ack
435.650,6,Tx Ack
435.650,0,Rx Ack
435.650,0,Tx Ack
435.650,6,Rx Ack
435.650,6,Tx Ack
435.650,0,Rx Ack
435.801,13,Tx Ack
435.801,6,Rx Ack
435.801,6,Tx Ack
435.801,13,Rx Ack
435.805,6,Tx Data
435.806,13,Rx Data
435.806,13,Tx Ack
435.806,6,Rx Ack
435.809,6,Tx Data
435.810,13,Rx Data
435.814,6,Tx Data
435.814,13,Rx Data
435.814,13,Tx Ack
435.814,6,Rx Ack
435.818,6,Tx Data
435.818,13,Rx Data
435.822,6,Tx Data
435.822,13,Rx Data
435.822,13,Tx Ack
435.822,6,Rx Ack
435.826,6,Tx Data
435.826,13,Rx Data
435.830,6,Tx Data
435.830,13,Rx Data
435.830,13,Tx Ack
435.830,6,Rx Ack
435.834,6,Tx Data
435.834,13,Rx Data
435.838,6,Tx Data
435.838,13,Rx Data
435.838,13,Tx Ack
435.838,6,Rx Ack
435.842,6,Tx Data
435.842,13,Rx Data
435.846,6,Tx Data
435.847,13,Rx Data
435.847,13,Tx Ack
435.847,6,Rx Ack
435.850,6,Tx Ack
435.850,13,Rx Ack
435.850,13,Tx Ack
435.850,6,Rx Ack
435.850,6,Tx Ack
435.850,13,Rx Ack
436.201,8,Tx Ack
436.201,10,Rx Ack
436.201,10,Tx Ack
436.201,8,Rx Ack
436.205,10,Tx Data
436.206,8,Rx Data
436.206,8,Tx Ack
436.206,10,Rx Ack
436.209,10,Tx Data
436.210,8,Rx Data
436.214,10,Tx Data
436.214,8,Rx Data
436.214,8,Tx Ack
436.214,10,Rx Ack
436.218,10,Tx Data
436.218,8,Rx Data
436.222,10,Tx Data
436.222,8,Rx Data
436.222,8,Tx Ack
436.222,10,Rx Ack
436.226,10,Tx Data
436.226,8,Rx Data
436.230,10,Tx Data
436.230,8,Rx Data
436.230,8,Tx Ack
436.230,10,Rx Ack
436.234,10,Tx Data
436.234,8,Rx Data
436.238,10,Tx Data
436.238,8,Rx Data
436.238,8,Tx Ack
436.238,10,Rx Ack
436.242,10,Tx Data
436.242,8,Rx Data
436.246,10,Tx Data
436.247,8,Rx Data
436.247,8,Tx Ack
436.247,10,Rx Ack
436.250,10,Tx Ack
436.250,8,Rx Ack
436.250,8,Tx Ack
436.250,10,Rx Ack
436.250,10,Tx Ack
436.250,8,Rx Ack
436.801,9,Tx Ack
436.801,5,Rx Ack
436.801,5,Tx Ack
436.801,9,Rx Ack
436.805,5,Tx Data
436.806,9,Rx Data
436.806,9,Tx Ack
436.806,5,Rx Ack
436.809,5,Tx Data
436.810,9,Rx Data
436.814,5,Tx Data
436.814,9,Rx Data
436.814,9,Tx Ack
436.814,5,Rx Ack
436.818,5,Tx Data
436.818,9,Rx Data
436.822,5,Tx Data
436.822,9,Rx Data
436.822,9,Tx Ack
436.822,5,Rx Ack
436.826,5,Tx Data
436.826,9,Rx Data
436.830,5,Tx Data
436.830,9,Rx Data
436.830,9,Tx Ack
436.830,5,Rx Ack
436.834,5,Tx Data
436.834,9,Rx Data
436.838,5,Tx Data
436.838,9,Rx Data
436.838,9,Tx Ack
436.838,5,Rx Ack
436.842,5,Tx Data
436.842,9,Rx Data
436.846,5,Tx Data
436.847,9,Rx Data
436.847,9,Tx Ack
436.847,5,Rx Ack
436.850,5,Tx Ack
436.850,9,Rx Ack
436.850,9,Tx Ack
436.850,5,Rx Ack
436.850,5,Tx Ack
436.851,9,Rx Ack
437.001,8,Tx Ack
437.001,13,Rx Ack
437.001,13,Tx Ack
437.001,8,Rx Ack
437.005,13,Tx Data
437.006,8,Rx Data
437.006,8,Tx Ack
437.006,13,Rx Ack
437.009,13,Tx Data
437.010,8,Rx Data
437.014,13,Tx Data
437.014,8,Rx Data
437.014,8,Tx Ack
437.014,13,Rx Ack
437.018,13,Tx Data
437.018,8,Rx Data
437.022,13,Tx Data
437.022,8,Rx Data
437.022,8,Tx Ack
437.022,13,Rx Ack
437.026,13,Tx Data
437.026,8,Rx Data
437.030,13,Tx Data
437.030,8,Rx Data
437.030,8,Tx Ack
437.030,13,Rx Ack
437.034,13,Tx Data
437.034,8,Rx Data
437.038,13,Tx Data
437.038,8,Rx Data
437.038,8,Tx Ack
437.038,13,Rx Ack
437.042,13,Tx Data
437.042,8,Rx Data
437.046,13,Tx Data
437.047,8,Rx Data
437.047,8,Tx Ack
437.047,13,Rx Ack
437.050,13,Tx Ack
437.050,8,Rx Ack
437.050,8,Tx Ack
437.050,13,Rx Ack
437.050,13,Tx Ack
437.050,8,Rx Ack
437.201,5,Tx Ack
437.201,7,Rx Ack
437.201,7,Tx Ack
437.201,5,Rx Ack
437.205,7,Tx Data
437.206,5,Rx Data
437.206,5,Tx Ack
437.206,7,Rx Ack
437.209,7,Tx Data
437.210,5,Rx Data
437.214,7,Tx Data
437.214,5,Rx Data
437.214,5,Tx Ack
437.214,7,Rx Ack
437.218,7,Tx Data
437.218,5,Rx Data
437.222,7,Tx Data
437.222,5,Rx Data
437.222,5,Tx Ack
437.222,7,Rx Ack
437.226,7,Tx Data
437.226,5,Rx Data
437.230,7,Tx Data
437.230,5,Rx Data
437.230,5,Tx Ack
437.230,7,Rx Ack
437.234,7,Tx Data
437.234,5,Rx Data
437.238,7,Tx Data
437.238,5,Rx Data
437.238,5,Tx Ack
437.238,7,Rx Ack
437.242,7,Tx Data
437.242,5,Rx Data
437.246,7,Tx Data
437.246,5,Rx Data
437.246,5,Tx Ack
437.247,7,Rx Ack
437.250,7,Tx Ack
437.250,5,Rx Ack
437.250,5,Tx Ack
437.250,7,Rx Ack
437.250,7,Tx Ack
437.250,5,Rx Ack
437.601,5,Tx Ack
437.601,7,Rx Ack
437.601,7,Tx Ack
